Author,Title,Year,Source Title,Document Type,FAMILY_TYPE
"Davenport, T.H.",Rethinking knowledge work: A strategic approach,2011,McKinsey Quarterly,Article,CHILD
"Dufwenberg, M., Kirchsteiger, G.",A theory of sequential reciprocity,2004,Games and Economic Behavior,Article,CHILD
"Dux, P.E., Ivanoff, J., Asplund, C.L., Marois, R.",Isolation of a Central Bottleneck of Information Processing with Time-Resolved fMRI,2006,Neuron,Article,CHILD
"Falk, A., Kosfeld, M.",The hidden costs of control,2006,American Economic Review,Article,CHILD
"Fehr, E., Rockenbach, B.",Detrimental effects of sanctions on human altruism,2003,Nature,Article,CHILD
"Fehr, E., List, J.A.",The hidden costs and returns of incentives-trust and trustworthiness among CEOs,2004,Journal of the European Economic Association,Article,CHILD
"Fehr, E., Schmidt, K.M.","A theory of fairness, competition, and cooperation",1999,Quarterly Journal of Economics,Article,CHILD
"Fehr, E., Kirchsteiger, G., Riedl, A.",Does fairness prevent market clearing? an experimental investigation,1993,Quarterly Journal of Economics,Article,CHILD
"Fehr, E., Kirchsteiger, G., Riedl, A.",Gift exchange and reciprocity in competitive experimental markets,1998,European Economic Review,Article,CHILD
"Fischbacher, U.",Z-Tree: Zurich toolbox for ready-made economic experiments,2007,Experimental Economics,Article,CHILD
"Gneezy, U., List, J.A.",Putting behavioral economics to work: Testing for gift exchange in labor markets using field experiments,2006,Econometrica,Article,CHILD
"Hagemann, P.",On the Benefits of Control in Teams. Working Paper,2007,On the benefits of control in teams,Article,CHILD
"Halliday, J.",Eleven work and pensions civil servants sacked for using twitter or facebook,2013,The Guardian,Article,CHILD
"Hennig-Schmidt, H., Rockenbach, B., Sadrieh, A.",In search of workers' real effort reciprocity-a field and a laboratory experiment,2010,Journal of the European Economic Association,Article,CHILD
"Herbst, D., Mas, A.",Peer effects on worker output in the laboratory generalize to the field,2015,Science,Article,CHILD
"Holmstrom, B., Milgrom, P.",The firm as an incentive system,1994,American Economic Review,Article,CHILD
"Houser, D., Schunk, D., Winter, J., Xiao, E.",Temptation and commitment in the laboratory,2010,Temptation and Commitment in the Laboratory,Article,CHILD
"Ichniowski, C., Shaw, K.",Beyond incentive pay: Insiders' estimates of the value of complementary human resource management practices,2003,Journal of Economic Perspectives,Review,CHILD
"Kocher, M.G., Myrseth, K.O.R., Martinsson, P., Wollbrant, C.E.","Strong, bold, and kind: self-control and cooperation in social dilemmas",2015,Exp. Econ.,Article,CHILD
"Konow, J.",Fair shares: Accountability and cognitive dissonance in allocation decisions,2000,American Economic Review,Article,CHILD
"Kube, S., Maréchal, M.A., Puppe, C.",The currency of reciprocity: Gift exchange in the workplace,2012,American Economic Review,Review,CHILD
"Kube, S., Maréchal, M.A., Puppe, C.",Do wage cuts damage work morale? Evidence from a natural field experiment,2013,Journal of the European Economic Association,Article,CHILD
"Lim, V.K.G.","The IT way of loafing on the job: Cyberloafing, neutralizing and organizational justice",2002,Journal of Organizational Behavior,Article,CHILD
"List, J.A.",The behavioralist meets the market: Measuring social preferences and reputation effects in actual transactions,2006,Journal of Political Economy,Article,CHILD
"Maximiano, S., Sloof, R., Sonnemans, J.",Gift exchange in a multi-worker firm,2007,Economic Journal,Article,CHILD
"Restubog, S.L.D., Garcia, P.R.J.M., Toledano, L.S., Amarnani, R.K., Tolentino, L.R., Tang, R.L.",Yielding to (cyber)-temptation: Exploring the buffering role of self-control in the relationship between organizational justice and cyberloafing behavior in the workplace,2011,Journal of Research in Personality,Article,CHILD
"Schnedler, W., Vadovic, R.",Legitimacy of control,2011,Journal of Economics and Management Strategy,Article,CHILD
"Simonson, I.",Choice based on reasons: The case of attraction and compromise effects,1989,Journal of Consumer Research,Article,CHILD
"Süddeutsche, Z.",Britische Beamte wegen Facebook und Twitter gefeuert,2013,[No title available],Article,CHILD
"Trougakos, J.P., Hideg, I.",Momentary work recovery: The role of within-day work breaks,2009,Research in Occupational Stress and Well Being,Article,CHILD
"Ugrin, J.C., Michael Pearson, J.",The effects of sanctions and stigmas on cyberloafing,2013,Computers in Human Behavior,Article,CHILD
"Ziegelmeyer, A., Schmelz, K., Ploner, M.",Hidden costs of control: Four repetitions and an extension,2012,Experimental Economics,Article,CHILD
Reference Count: 50,,,,,
,,,,,
"Aghaz A., Sheikh A.",Cyberloafing and job burnout: An investigation in the knowledge-intensive sector,2016,Computers in Human Behavior,Article,PARENT
"Aguayo, R., Vargas, C., de la Fuente, E.I., Lozano, L.M.",A meta-analytic reliability generalization study of the Maslach Burnout Inventory,2011,International Journal of Clinical and Health Psychology,Article,CHILD
"Alvesson, M.",Social identity and the problem of loyalty in knowledge-intensive companies,2000,Journal of Management Studies,Article,CHILD
"Alvesson, M.","Knowledge work: Ambiguity, image and identity",2001,Human Relations,Article,CHILD
"Alvesson, M., Willmott, H.",Identity regulation as organizational control: Producing the appropriate individual,2002,Journal of Management Studies,Article,CHILD
"Angerer, J.M.",Job burnout,2003,Journal of Employment Counseling,Review,CHILD
"Ashill, N.J., Rod, M.",Burnout processes in non-clinical health service encounters,2011,Journal of Business Research,Article,CHILD
"Ajzen, I.",The theory of planned behavior,1991,Organizational Behavior and Human Decision Processes,Article,CHILD
"Schaufeli, W.B., Leiter, M.P., Maslach, C., Jackson, S.E.",Maslach Burnout Inventory-General Survey,1996,Maslach Burnout Inventory Manual,Article,CHILD
"Belanger, F., Van Slyke, C.",Abuse or learning?,2002,Communications of the ACM,Article,CHILD
"Bentzen, M., Lemyre, P.-N., Kenttä, G.",The process of burnout among professional sport coaches through the lens of self-determination theory: a qualitative approach,2014,Sports Coaching Review,Article,CHILD
"Bianchi, R., Boffy, C., Hingray, C., Truchot, D., Laurent, E.",Comparative symptomatology of burnout and depression,2013,Journal of Health Psychology,Article,CHILD
"Bianchi, R., Schonfeld, I.S., Laurent, E.",Burnout-depression overlap: A review,2015,Clinical Psychology Review,Review,CHILD
"Blanchard, A.L., Henle, C.A.",Correlates of different forms of cyberloafing: The role of norms and external locus of control,2008,Computers in Human Behavior,Article,CHILD
"Bollen, K.A.",A New Incremental Fit Index for General Structural Equation Models,1989,Sociological Methods &amp; Research,Article,CHILD
"Bria, M., Spânu, F., Bəban, A., Dumitraşcu, D.L.",Maslach Burnout Inventory - General Survey: Factorial validity and invariance among Romanian healthcare professionals,2014,Burnout Research,Article,CHILD
"Byrne, B.M., Shavelson, R.J., Muthén, B.",Testing for the Equivalence of Factor Covariance and Mean Structures: The Issue of Partial Measurement Invariance,1989,Psychological Bulletin,Article,CHILD
"Caplan, S.E.",Problematic Internet use and psychosocial well-being: Development of a theory-based cognitive-behavioral measurement instrument,2002,Computers in Human Behavior,Article,CHILD
"Chen, Y.-J., Tang, T.L.-P.",Attitude toward and propensity to engage in unethical behavior: Measurement invariance across major among University students,2006,Journal of Business Ethics,Article,CHILD
"Chiaburu, D.S., Diaz, I., de Vos, A.",Employee alienation: Relationships with careerism and career satisfaction,2013,Journal of Managerial Psychology,Article,CHILD
"Cole, M.S., Walter, F., Bedeian, A.G., O'Boyle, E.H.",Job Burnout and Employee Engagement: A Meta-Analytic Examination of Construct Proliferation,2012,Journal of Management,Article,CHILD
"Cooper, C.L., Cartwright, S.",An intervention strategy for workplace stress,1997,Journal of Psychosomatic Research,Conference Paper,CHILD
"Cordes, C.L., Dougherty, T.W.",A review and an integration of research on job burnout,1993,Academy of Management Review,Article,CHILD
"Crowley, M.","Control and Dignity in Professional, Manual and Service-Sector Employment",2012,Organization Studies,Article,CHILD
"Deelstra, J.T., Peeters, M.C.W., Schaufeli, W.B., Stroebe, W., Zijlstra, F.R.H., Van Doornen, L.P.",Receiving instrumental support at work: When help is not welcome,2003,Journal of Applied Psychology,Article,CHILD
"Deery, S., Walsh, J., Guest, D.",Workplace aggression: The effects of harassment on job burnout and turnover intentions,2011,"Work, Employment and Society",Article,CHILD
"Deetz, S.A.",The micro-politics of identity formation in the workplace: The case of a knowledge intensive firm,1994,Human Studies,Article,CHILD
"Deetz, S.","Discursive formations, strategized subordination and self-surveillance",1998,"Foucault, Management and Organization Theory",Article,CHILD
"Dewe, P.J., Guest, D.E.",Methods of coping with stress at work: A conceptual analysis and empirical study of measurement issues,1990,Journal of Organizational Behavior,Article,CHILD
"Van Dierendonck, D., Schaufeli, W.B., Buunk, B.P.",Toward a process model of burnout: Results from a secondary analysis,2001,European Journal of Work and Organizational Psychology,Article,CHILD
"Ditillo, A.",Dealing with uncertainty in knowledge-intensive firms: The role of management control systems as knowledge integration mechanisms,2004,"Accounting, Organizations and Society",Article,CHILD
"Ditillo, A.",Designing Management Control Systems to Foster Knowledge Transfer in Knowledge-Intensive Firms: A Network-Based Approach,2012,European Accounting Review,Article,CHILD
"Dollard, M.F., Winefield, A.H.",A test of the demand-control/support model of work stress in correctional officers.,1998,Journal of occupational health psychology,Article,CHILD
"Van Doorn, O.N.",Cyberloafing: A multi-dimensional construct placed in a theoretical framework,2011,Cyberloafing: A Multi-dimensional Construct Placed in A Theoretical Framework,Article,CHILD
"Empson, L.",Fear of exploitation and fear of contamination: Impediments to knowledge transfer in mergers between professional service firms,2001,Human Relations,Article,CHILD
"Euwema, M.C., Van de Vliert, E., Bakker, A.B.",Substantive and relational effectiveness of organizational conflict behavior,2003,International Journal of Conflict Management,Review,CHILD
"Farmer, R.E., Professor, Division of Criminal Justice, o.",Cynicism: A factor in corrections work,1977,Journal of Criminal Justice,Article,CHILD
"Foscht, T., Maloles, C., Swoboda, B., Morschett, D., Sinha, I.",The impact of culture on brand perceptions: A six-nation study,2008,Journal of Product &amp; Brand Management,Article,CHILD
"Freudenberger, H.J.",Staff Burn‐Out,1974,Journal of Social Issues,Article,CHILD
"Glassman, J., Prosch, M., Shao, B.B.M.",To monitor or not to monitor: Effectiveness of a cyberloafing countermeasure,2015,Information and Management,Article,CHILD
"Halbesleben, J.R.B., Demerouti, E.",The construct validity of an alternative measure of burnout: Investigating the English translation of the Oldenburg Burnout Inventory,2005,Work and Stress,Article,CHILD
"Hartijasti, Y., Fathonah, N.",Cyberloafing Across Generation X and y in Indonesia,2014,Journal of Information Technology Applications &amp; Management,Article,CHILD
"Henle, C.A., Blanchard, A.L.",The interaction of work stressors and organizational sanctions on cyberloafing,2008,Journal of Managerial Issues,Article,CHILD
"Hetland, H., Sandal, G.M., Johnsen, T.B.",Burnout in the information technology sector: Does leadership matter?,2007,European Journal of Work and Organizational Psychology,Article,CHILD
"Hobfoll, S.E., Shirom, A.",Conservation of resources theory: Applications to stress and management in the workplace,2000,Handbook of Organizational Behavior,Article,CHILD
"Hu, L.-T., Bentler, P.M.",Fit Indices in Covariance Structure Modeling: Sensitivity to Underparameterized Model Misspecification,1998,Psychological Methods,Article,CHILD
"Hurrell Jr., J.J., Nelson, D.L., Simmons, B.L.","Measuring job stressors and strains: where we have been, where we are, and where we need to go.",1998,Journal of occupational health psychology,Review,CHILD
"Juster, R.-P., Sindi, S., Marin, M.-F., Perna, A., Hashemi, A., Pruessner, J.C., Lupien, S.J.",A clinical allostatic load index is associated with burnout symptoms and hypocortisolemic profiles in healthy workers,2011,Psychoneuroendocrinology,Article,CHILD
"Kahill, S.",Symptoms of professional burnout: A review of the empirical evidence,1988,Canadian Psychology,Article,CHILD
"Kinnie, N., Swart, J.",Committed to whom? Professional knowledge worker commitment in cross-boundary organisations,2012,Human Resource Management Journal,Article,CHILD
"Kirschenbaum, A., Weisberg, J.",Predicting Worker Turnover: An Assessment of Intent on Actual Separations,1990,Human Relations,Article,CHILD
"Kitaoka-Higashiguchi, K., Nakagawa, H., Morikawa, Y., Ishizaki, M., Miura, K., Naruse, Y., Kido, T., Higashiyama, M.",Construct validity of the Maslach Burnout Inventory - General Survey,2004,Stress and Health,Article,CHILD
"Koeske, G.F., Koeske, R.D.",Work load and burnout: Can social support and perceived accomplishment help?,1989,Social Work (United States),Article,CHILD
"Lambert, E.G.",The Impact of Job Characteristics on Correctional Staff Members,2004,The Prison Journal,Article,CHILD
"Nair, N., Vohra, N.",An exploration of factors predicting work alienation of knowledge workers,2010,Management Decision,Article,CHILD
"Li, S.-M., Chung, T.-M.",Internet function and Internet addictive behavior,2006,Computers in Human Behavior,Article,CHILD
"Lim, V.K.G.","The IT way of loafing on the job: Cyberloafing, neutralizing and organizational justice",2002,Journal of Organizational Behavior,Article,CHILD
"Lim, V.K.G., Chen, D.J.Q.",Cyberloafing at the workplace: Gain or drain on work?,2012,Behaviour and Information Technology,Article,CHILD
"Lim, V.K.G., Teo, T.S.H., Loo, G.L.",How do I loaf here? Let me count the ways,2002,Communications of the ACM,Article,CHILD
"Lucas, K.","Workplace Dignity: Communicating Inherent, Earned, and Remediated Dignity",2015,Journal of Management Studies,Article,CHILD
"Lu, A.C.C., Gursoy, D.",Impact of Job Burnout on Satisfaction and Turnover Intention: Do Generational Differences Matter?,2016,Journal of Hospitality and Tourism Research,Article,CHILD
"Mahatanankoon, P., Anandarajan, M., Igbaria, M.",Development of a Measure of Personal Web Usage in the Workplace,2004,Cyberpsychology and Behavior,Article,CHILD
"Maslach, C.",Burnout: A multidimensional perspective,1993,Professional Burnout: Recent Developments in Theory and Research,Article,CHILD
"Maslach, C.",Job Burnout: New Directions in Research and Intervention,2003,Current Directions in Psychological Science,Article,CHILD
"Maslach, C., Jackson, S.E.",The measurement of experienced burnout,1981,Journal of Organizational Behavior,Article,CHILD
"Maslach, C., Jackson, S.E.",The role of sex and family variables in burnout,1985,Sex Roles,Article,CHILD
"Maslach, C., Leiter, M.P.",Early Predictors of Job Burnout and Engagement,2008,Journal of Applied Psychology,Article,CHILD
"Maslach, C., Leiter, M.P., Jackson, S.E.",Making a significant difference with burnout interventions: Researcher and practitioner collaboration,2012,Journal of Organizational Behavior,Article,CHILD
"McLean, L., Tingley, M., Scott, R.N., Rickards, J.",Computer terminal work and the benefit of microbreaks,2001,Applied Ergonomics,Article,CHILD
"Moore, J.E.",One road to turnover: An examination of work exhaustion in technology professionals,2000,MIS Quarterly: Management Information Systems,Article,CHILD
"Mulki, J.P., Jaramillo, F., Locander, W.B.",Emotional exhaustion and organizational deviance: Can the right job and a leader's style make a difference?,2006,Journal of Business Research,Article,CHILD
"Noh, H.K., Shin, H., Lee, S.M.",Developmental process of academic burnout among Korean middle school students,2013,Learning and Individual Differences,Article,CHILD
"Peng, J.I.A.X.I., Li, D., Zhang, Z., Tian, Y.U., Miao, D., Xiao, W.E.I., Zhang, J.",How can core self-evaluations influence job burnout? the key roles of organizational commitment and job satisfaction,2016,Journal of Health Psychology,Article,CHILD
"Ramayah, T.",Personal web usage and work inefficiency,2010,Business Strategy Series,Article,CHILD
"Robertson, M., O'Malley Hammersley, G.",Knowledge management practices within a knowledge-intensive firm: The significance of the people management dimension,2000,Journal of European Industrial Training,Article,CHILD
"Robertson, M., Swan, J.",'Control - What control?' Culture and ambiguity within a knowledge intensive firm,2003,Journal of Management Studies,Review,CHILD
"Savicki, V., Cooley, E., Gjesvold, J.",Harassment as a Predictor of Job Burnout in Correctional Officers,2003,Criminal Justice and Behavior,Article,CHILD
"Schaufeli, W.B., Bakker, A.B., Hoogduin, K., Schaap, C., Kladler, A.",On the clinical validity of the maslach burnout inventory and the burnout measure,2001,Psychology and Health,Article,CHILD
"Schaufeli, W.B., Buunk, B.P.",Burnout: An overview of 25 years of research and theorizing,2003,Handbook of Work and Health Psychology,Article,CHILD
"Schaufeli, W.B., Peeters, M.C.W.",Job Stress and Burnout among Correctional Officers: A Literature Review,2000,International Journal of Stress Management,Article,CHILD
"Schricke, E., Zenker, A., Stahlecker, T.",Knowledge-intensive (business) services in Europe,2012,Knowledge-Intensive (Business) Services in Europe,Article,CHILD
"Sharma, A.",Professional as agent: Knowledge asymmetry in agency exchange,1997,Academy of Management Review,Article,CHILD
"Sheikh, A., Atashgah, M.S., Adibzadegan, M.",The antecedents of cyberloafing: A case study in an Iranian copper industry,2015,Computers in Human Behavior,Article,CHILD
"Shih, S.-P., Jiang, J.J., Klein, G., Wang, E.","Job burnout of the information technology worker: Work exhaustion, depersonalization, and personal accomplishment",2013,Information and Management,Article,CHILD
"Spector, P.E.",Measurement of human service staff satisfaction: Development of the Job Satisfaction Survey,1985,American Journal of Community Psychology,Article,CHILD
"Stanton, J.M.",Company profile of the frequent internet user,2002,Communications of the ACM,Article,CHILD
"Suddaby, R., Cooper, D.J., Greenwood, R.",Transnational regulation of professional services: Governance dynamics of field level organizational change,2007,"Accounting, Organizations and Society",Article,CHILD
"Swart, J., Kinnie, N.",Managing multidimensional knowledge assets: HR configurations in professional service firms,2013,Human Resource Management Journal,Article,CHILD
"Toker, S., Biron, M.",Job burnout and depression: Unraveling their temporal relationship and considering the role of physical activity,2012,Journal of Applied Psychology,Article,CHILD
"Tymon, W.G., Stumpf, S.A.",Social capital in the success of knowledge workers,2003,Career Development International,Article,CHILD
"Wheeler, D.L., Vassar, M., Worley, J.A., Barnes, L.L.B.",A reliability generalization meta-analysis of coefficient alpha for the Maslach burnout inventory,2011,Educational and Psychological Measurement,Article,CHILD
"Wright, T.A.",Correctional employee turnover: A longitudinal study,1993,Journal of Criminal Justice,Article,CHILD
"Yellowlees, P.M., Marks, S.",Problematic Internet use or Internet addiction?,2007,Computers in Human Behavior,Article,CHILD
"Young, K.",Policies and procedures to manage employee Internet abuse,2010,Computers in Human Behavior,Article,CHILD
"Zapf, D., Seifert, C., Schmutte, B., Mertini, H., Holz, M.",Emotion work and job stressors and their effects on burnout,2001,Psychology and Health,Article,CHILD
"Zischka, P.C., Fox, R.",Burnout and the catalytic role of the supervisor,1983,Clinical Supervisor,Article,CHILD
Reference Count: 95,,,,,
,,,,,
"Son J.-Y., Park J.",Procedural justice to enhance compliance with non-work-related computing (NWRC) rules: Its determinants and interaction with privacy concerns,2016,International Journal of Information Management,Article,PARENT
"Aiello, J.R., Kolb, K.J.",Electronic Performance Monitoring and Social Context: Impact on Productivity and Stress,1995,Journal of Applied Psychology,Article,CHILD
"Alge, B.J.",Effects of computer surveillance on perceptions of privacy and procedural justice,2001,Journal of Applied Psychology,Article,CHILD
"Armstrong, J.S., Overton, T.S.",Estimating nonresponse bias in mail surveys,1977,Journal of Marketing Research,Article,CHILD
"Barclay, J.H., Harland, L.K.","Peer Performance Appraisals: The impact of rater competence, rater location, and rating correctability on fairness perceptions",1995,Group &amp; Organization Management,Article,CHILD
"Blanding, M.",Is web surfing distracting your workers?,2011,HBS Newsletter,Article,CHILD
"Bock, G.-W., Ho, S.L.",Non-work related computing (NWRC),2009,Communications of the ACM,Article,CHILD
"Brockner, J., Siegel, P.A., Martin, C., Reed, T., Heuer, L., Wiesenfeld, B., Grover, S., Bjorgvinsson, S.",The Moderating Effect of Self-Esteem in Reaction to Voice: Converging Evidence from Five Studies,1998,Journal of Personality and Social Psychology,Article,CHILD
"Bulgurcu, B., Cavusoglu, H., Benbasat, I.",Information security policy compliance: An empirical study of rationality-based beliefs and information security awareness,2010,MIS Quarterly: Management Information Systems,Article,CHILD
"Colquitt, J.A.",On the dimensionality of organizational justice: A construct validation of a measure,2001,Journal of Applied Psychology,Article,CHILD
"Cohen-Charash, Y., Spector, P.E.",The role of justice in organizations: A meta-analysis,2001,Organizational Behavior and Human Decision Processes,Article,CHILD
"Culnan, M.J.",Consumer awareness of name removal procedures: Implications for direct marketing,1995,Journal of Direct Marketing,Article,CHILD
"D'Arcy, J., Hovav, A., Galletta, D.",User awareness of security countermeasures and its impact on information systems misuse: A deterrence approach,2009,Information Systems Research,Article,CHILD
"Dhillon, G., Backhouse, J.",Information system security management in the new millennium,2000,Communications of the ACM,Article,CHILD
"Folger, R., Cropanzano, R.",Organizational justice and human resource management,1998,Organizational Justice and Human Resource Management,Article,CHILD
"Goodhue, D., Lewis, W., Thompson, R.",Statistical power in analyzing interaction effects: Questioning the advantage of PLS with product indicators,2007,Information Systems Research,Article,CHILD
"Greenberg, J.",Determinants of Perceived Fairness of Performance Evaluations,1986,Journal of Applied Psychology,Article,CHILD
"Greenberg, J.",A taxonomy of organizational justice theories,1987,Academy of Management Review,Article,CHILD
"Henle, C.A., Kohut, G., Booth, R.",Designing electronic use policies to enhance employee perceptions of fairness and to reduce cyberloafing: An empirical test of justice theory,2009,Computers in Human Behavior,Article,CHILD
"Herath, T., Rao, H.R.",Protection motivation and deterrence: A framework for security policy compliance in organisations,2009,European Journal of Information Systems,Article,CHILD
"Herath, T., Rao, H.R.","Encouraging information security behaviors in organizations: Role of penalties, pressures and perceived effectiveness",2009,Decision Support Systems,Article,CHILD
"Hu, Q., Xu, Z., Dinev, T., Ling, H.",Does deterrence work in reducing information security policy abuse by employees?,2011,Communications of the ACM,Article,CHILD
"Kamdar, D., McAllister, D.J., Turban, D.B.","""""All in a day's work"""": How follower individual differences and justice perceptions predict OCB role definitions and behavior",2006,Journal of Applied Psychology,Article,CHILD
"Kernan, M.C., Hanges, P.J.","Survivor reactions to reorganization: Antecedents and consequences of procedural, interpersonal, and informational justice",2002,Journal of Applied Psychology,Article,CHILD
"Konovsky, M.A.",Understanding procedural justice and its impact on business organizations,2000,Journal of Management,Article,CHILD
"Kwon, J., Eric Johnson, M.",Health-care security strategies for data protection and regulatory compliance,2013,Journal of Management Information Systems,Conference Paper,CHILD
"De Lara, P.Z.M.","Relationship between organizational justice and cyberloafing in the workplace: Has """"anomia"""" a say in the matter?",2007,Cyberpsychology and Behavior,Article,CHILD
"Li, H., Zhang, J., Sarathy, R.",Understanding compliance with internet use policy from the perspective of rational choice theory,2010,Decision Support Systems,Article,CHILD
"Lim, V.K.G.","The IT way of loafing on the job: Cyberloafing, neutralizing and organizational justice",2002,Journal of Organizational Behavior,Article,CHILD
"Lind, E.A., Tyler, T.R.",The social psychology of procedural justice,1988,The Social Psychology of Procedural Justice,Article,CHILD
"Lindell, M.K., Whitney, D.J.",Accounting for common method variance in cross-sectional research designs,2001,Journal of Applied Psychology,Article,CHILD
"Lowry, P.B., Posey, C., Bennett, R.(B.J., Roberts, T.L.",Leveraging fairness and reactance theories to deter reactive computer abuse following enhanced organisational information security policies: An empirical study of the influence of counterfactual reasoning and organisational trust,2015,Information Systems Journal,Article,CHILD
"Magner, N.R., Johnson, G.G., Sobery, J.S., Welker, R.B.",Enhancing procedural justice in local government budget and tax decision making,2000,Journal of Applied Social Psychology,Article,CHILD
"Malhotra, N.K., Kim, S.S., Patil, A.",Common method variance in IS research: A comparison of alternative approaches and a reanalysis of past research,2006,Management Science,Article,CHILD
"Moody, G.D., Siponen, M.",Using the theory of interpersonal behavior to explain non-work-related personal use of the Internet at work,2013,Information and Management,Article,CHILD
"O'Guinn, T.C., Faber, R.J.",Compulsive buying: A phenomenological exploration,1989,Journal of Consumer Research,Article,CHILD
"Palmquist, M.",An employer's guide to cyberloafing,2013,Strategy+Business,Article,CHILD
"Peace, A.G., Galletta, D.F., Thong, J.Y.L.",Software piracy in the workplace: A model and empirical test,2003,Journal of Management Information Systems,Article,CHILD
"Pee, L.G., Woon, I.M.Y., Kankanhalli, A.",Explaining non-work-related computing in the workplace: A comparison of alternative models,2008,Information and Management,Article,CHILD
"Podsakoff, P.M., Organ, D.W.",Self-Reports in Organizational Research: Problems and Prospects,1986,Journal of Management,Article,CHILD
"Posey, C., Bennett, R.J., Roberts, T.L., Lowry, P.B.",When computer monitoring backfires: Invasion of privacy and organizational injustice as precursors to computer abuse,2011,Journal of Information System Security,Article,CHILD
"Siau, K., Nah, F.F.-H., Teng, L.",Acceptable internet use policy,2002,Communications of the ACM,Article,CHILD
"Siponen, M., Vance, A.",Neutralization: New insights into the problem of employee information systems security policy violations,2010,MIS Quarterly: Management Information Systems,Article,CHILD
"Smith, H.J., Milberg, S.J., Burke, S.J.",Information privacy: Measuring individuals' concerns about organizational practices,1996,MIS Quarterly: Management Information Systems,Article,CHILD
"Son, J.-Y.",Out of fear or desire? Toward a better understanding of employees' motivation to follow IS security policies,2011,Information and Management,Article,CHILD
"Stanton, J.M.",Traditional and electronic monitoring from an organizational justice perspective,2000,Journal of Business and Psychology,Article,CHILD
"Stanton, J.M.",Company profile of the frequent internet user,2002,Communications of the ACM,Article,CHILD
"Strozniak, P.",Cyber loafing drains productivity: Study,2013,Credit Union Times,Article,CHILD
"Taylor, A.","Gambling at work """"costs employers £300M a year.""""",2007,Financial Times,Article,CHILD
"Tyler, T.R., Blader, S.L.",Can businesses effectively regulate employee conduct? The antecedents of rule following in work settings,2005,Academy of Management Journal,Review,CHILD
"Vance, A., Siponen, M., Pahnila, S.",Motivating IS security compliance: Insights from Habit and Protection Motivation Theory,2012,Information and Management,Article,CHILD
"Vitak, J., Crouse, J., Larose, R.",Personal Internet use at work: Understanding cyberslacking,2011,Computers in Human Behavior,Conference Paper,CHILD
"Wagner, K., Moriarty, L.",Perceived fairness of drug-testing policies: An application of Leventhal's principles of procedural justice,2002,American Journal of Criminal Justice,Article,CHILD
"Willison, R., Warkentin, M.",Beyond deterrence: An expanded view of employee computer abuse,2013,MIS Quarterly: Management Information Systems,Review,CHILD
"Young, K.S., Rogers, R.C.",The relationship between depression and internet addiction,1998,Cyberpsychology and Behavior,Article,CHILD
Reference Count: 54,,,,,
,,,,,
"Akbulut Y., Dursun Ö.Ö., Dönmez O., Şahin Y.L.",In search of a measure to investigate cyberloafing in educational settings,2016,Computers in Human Behavior,Article,PARENT
"Ajzen, I.",From intentions to actions: A theory of planned behavior,1985,Action Control: From Cognition to Behavior,Article,CHILD
"Anandarajan, M., Devine, P., Simmers, C.",A multidimensional scaling approach to personal Web usage in the workplace,2004,Information Science Publishing,Article,CHILD
"Andreassen, C.S., Torsheim, T., Pallesen, S.",Predictors of use of social network sites at work - a specific type of cyberloafing,2014,Journal of Computer-Mediated Communication,Article,CHILD
"Ajzen, I.",The theory of planned behavior,1991,Organizational Behavior and Human Decision Processes,Article,CHILD
"Aydin, S.",A review of research on Facebook as an educational environment,2012,Educational Technology Research and Development,Review,CHILD
"Baturay, M.H., Toker, S.",An investigation of the impact of demographics on cyberloafing from an educational setting angle,2015,Computers in Human Behavior,Article,CHILD
"Baumeister, R.F., Muraven, M., Tice, D.M.","Ego depletion: A resource model of volition, self-regulation, and controlled processing",2000,Social Cognition,Article,CHILD
"Blanchard, A.L., Henle, C.A.",Correlates of different forms of cyberloafing: The role of norms and external locus of control,2008,Computers in Human Behavior,Article,CHILD
"Block, W.","Cyberslacking, business ethics and managerial economics",2001,Journal of Business Ethics,Article,CHILD
"Cattell, R.B.",The scree test for the number of factors,1966,Multivariate Behavioral Research,Article,CHILD
"Kass, R.A., Tinsley, H.E.A.",Factor analysis.,1979,Journal of Leisure Research,Article,CHILD
"Denniston, M.M., Brener, N.D., Kann, L., Eaton, D.K., McManus, T., Kyle, T.M., Roberts, A.M., Flint, K.H., Ross, J.G.","Comparison of paper-and-pencil versus Web administration of the Youth Risk Behavior Survey (YRBS): Participation, data quality, and perceived privacy and anonymity",2010,Computers in Human Behavior,Article,CHILD
"Gao, F., Luo, T., Zhang, K.",Tweeting for learning : A critical analysis of research on microblogging in education published in 2008-2011,2012,British Journal of Educational Technology,Review,CHILD
"Garrett, R.K., Danziger, J.N.",On cyberslacking: Workplace status and personal Internet use at work,2008,Cyberpsychology and Behavior,Article,CHILD
"Glassman, J., Prosch, M., Shao, B.B.M.",To monitor or not to monitor: Effectiveness of a cyberloafing countermeasure,2015,Information and Management,Article,CHILD
"Greengard, S.",The high cost of cyberslacking,2000,Workforce,Article,CHILD
"Hayton, J.C., Allen, D.G., Scarpello, V.",Factor Retention Decisions in Exploratory Factor Analysis: A Tutorial on Parallel Analysis,2004,Organizational Research Methods,Review,CHILD
"Hooper, D., Coughlan, J., Mullen, M.R.",Structural equation modelling: Guidelines for determining model fit,2008,Electronic Journal of Business Research Methods,Article,CHILD
