Author,Title,Year,Source Title,Document Type,FAMILY_TYPE
"Kedia B.L., Bhagat R.S.",Cultural constraints on transfer of technology across nations: Implications for research in international and comparative management,1988,Academy of Management Review,,CHILD
Kras E.S.,Management in two cultures: Bridging the gap between U.S. and Mexican managers,1989,Management in Two Cultures: Bridging the Gap between U.S. and Mexican Managers,,CHILD
"Lachman R., Nedd A., Hinings B.",Analyzing cross-national management and organizations: A theoretical framework,1994,Management Science,,CHILD
Leonard‐Barton D.,Core capabilities and core rigidities: A paradox in managing new product development,1992,Strategic Management Journal,Article,CHILD
"Levinthal D., Myatt J.",Co‐Evolution of Capabilities and Industry: The Evolution of Mutual Fund Processing,1994,Strategic Management Journal,Article,CHILD
"Mahoney J.T., Pandian J.R.",The resource‐based view within the conversation of strategic management,1992,Strategic Management Journal,Article,CHILD
"Mata F.J., Fuerst W.L., Barney J.B.",Information technology and sustained competitive advantage: A resource-based analysis,1995,MIS Quarterly: Management Information Systems,Article,CHILD
Nee V.,"Organizational dynamics of market transition: Hybrid forms, property rights, and mixed economy in China",1992,Administrative Science Quarterly,,CHILD
Nelson R.R.,"Why do firms differ, and how does it matter?",1991,Strategic Management Journal,Article,CHILD
"Nidumolu S.R., Goodman S.E., Vogel D.R., Danowitz A.K.",Information technology for local administration support: The governorates project in Egypt,1996,MIS Quarterly: Management Information Systems,Article,CHILD
Oliver C.,Sustainable competitive advantage: Combining institutional and resource-based views,1997,Strategic Management Journal,Article,CHILD
"Orlikowski W.J., Baroudi J.J.",Studying information technology in organizations: Research approaches and assumptions,1991,Information Systems Research,Article,CHILD
"Palvia S., Palvia P., Zigli R.",Global information technology environment: Key MIS issues in advanced and less-developed nations,1992,The Global Issues of Information Technology Management,,CHILD
Pitroda S.,"Development, democracy and the village telephone",1993,Harvard Business Review,,CHILD
Peteraf M.A.,The cornerstones of competitive advantage: A resource‐based view,1993,Strategic Management Journal,Article,CHILD
Porter M.E.,The competitive advantage of nations,1990,Harvard Business Review,,CHILD
Porter M.E.,Towards a dynamic theory of strategy,1991,Strategic Management Journal,Article,CHILD
"Powell T.C., Dent-Micallef A.","Information technology as competitive advantage: The role of human, business, and technology resources",1997,Strategic Management Journal,Article,CHILD
Raphael D. E.,The Information Industry: A New Portrait,1989,Business Econom.,,CHILD
"Robey D., Azevedo A.",Cultural analysis of the organizational consequences of information technology,1994,"Accounting, Management and Information Technologies",Article,CHILD
"Robey D., Rodriguez-Diaz A.",The organizational and cultural context of systems implementation: Case experience from Latin America,1989,Information and Management,Article,CHILD
"Roche E.M., Blaine M.J.","Information technology, development and policy",1996,"Information Technology, Development and Policy",,CHILD
"Roche E.M., Goodman S.E., Chen H.",The Landscape of International Computing,1992,Advances in Computers,Article,CHILD
"Ross J.W., Beath C.M., Goodhue D.L.",Develop long-term competitiveness through IT assets,1996,Sloan Management Review,,CHILD
"Saraswat S.P., Gorgone J.T.",Multinational issues in information technology. A perspective from less developed countries,1991,Information and Management,Article,CHILD
"Schneider S.C., De Meyer A.",Interpreting and responding to strategic issues: The impact of national culture,1991,Strategic Management Journal,Article,CHILD
Scott W.R.,The adolescence of institutional theory,1987,Administrative Science Quarterly,,CHILD
"Teece D.J., Pisano G., Shuen A.",Dynamic capabilities and strategic management,1997,Strategic Management Journal,Article,CHILD
Thomas III L.G.,The Two Faces of Competition: Dynamic Resourcefulness and the Hypercompetitive Shift,1996,Organization Science,Article,CHILD
"Tushman M.L., Anderson P.",Technological discontinuities and organizational environments,1986,Administrative Science Quarterly,,CHILD
Uzzi B.,Social structure and competition in interfirm networks: The paradox of embeddedness,1997,Administrative Science Quarterly,Article,CHILD
Volberda H.W.,Toward the Flexible Form: How to Remain Vital in Hypercompetitive Environments,1996,Organization Science,Article,CHILD
Wernerfelt B.,A resource‐based view of the firm,1984,Strategic Management Journal,Article,CHILD
"Wiseman R.L., Hammer M.R., Nishida H.",Predictors of intercultural communication competence,1989,International Journal of Intercultural Relations,Article,CHILD
Zucker L.G.,Institutional theories of organization.,1987,Annual review of sociology. Vol. 13,Article,CHILD
Reference Count: 74,,,,,
,,,,,
Atkins M.H.,The role of appropriability in sustaining competitive advantage - An electronic auction system case study,1998,Journal of Strategic Information Systems,Article,PARENT
[No author name available],Sabre at the competitive edge,1993,Computer Weekly,,CHILD
Ansoff H.I.,Corporate strategy,1965,Corporate Strategy,,CHILD
Atkins M.H.,Sustainable Competitive Advantage from IT - An application of Technology Transfer theory,1993,Business Information Technology Conference,,CHILD
Bakos J.Y.,A strategic analysis of electronic marketplaces,1991,MIS Quarterly: Management Information Systems,Article,CHILD
Clark P.A.,Anglo-American Innovation,1987,Anglo-American Innovation,,CHILD
"Clemons E.K., Row M.C.",Sustaining IT advantage: The role of structural differences,1991,MIS Quarterly: Management Information Systems,Article,CHILD
"Dyerson R., Roper M.",“When expertise becomes know‐how”: Technology management in financial services,1991,Business Strategy Review,Article,CHILD
"Lee H.G., Clark T.H.",Impacts of the electronic marketplace on transaction cost and market structure,1996,International Journal of Electronic Commerce,Article,CHILD
Grindley P.,Turning Technology Into Competitive Advantage,1991,Business Strategy Review,Article,CHILD
Hobbs J.E.,A transaction cost analysis of finished beef marketing in the United Kingdom,1995,A Transaction Cost Analysis of Finished Beef Marketing in the United Kingdom,,CHILD
Knox L.,Technology and the birthpangs of Russian capitalism,1993,Institutional Investor,,CHILD
Lucas H.C.,American Hospital Supply: The ASAP Systems,1986,"A Casebook for Management Information Systems, 3rd Ed.",,CHILD
Lux H.,Internet-based exchange holds an auction this week,1995,Investment Dealer's Digest,,CHILD
McCarthy G.,The electronic auctioning of servicing,1994,Mortgage Banking,,CHILD
"Malone T.W., Yates J., Benjamin R.I.",Electronic markets and electronic hierarchies,1987,Communications of the ACM,Article,CHILD
"Malone T.W., Yates J., Benjamin R.I.",The logic of electronic markets.,1989,Harvard Business Review,Article,CHILD
Smith C.,EASIGOE targets European market,1995,"The Journal, ANM Group Ltd",,CHILD
"Karshenas M., Stoneman P.L.","Rank, stock, order, and epidemic effects in the diffusion of new process technologies: An empirical model",1993,RAND Journal of Economics,Article,CHILD
"Swan J.A., Clark P.",Organizational decision-making in the appropriation of technological innovation: Cognitive and political dimensions,1992,European Work and Organizational Psychologist,,CHILD
"Swan J.A., Newell S.",The Role of Professional Associations in Technology Diffusion,1995,Organization Studies,Article,CHILD
Teece D.J.,"Capturing value from technological innovation: Integration, strategic partnering, and licensing decisions",1988,Interfaces,,CHILD
Van De Ven Andrew H.,CENTRAL PROBLEMS IN THE MANAGEMENT OF INNOVATION.,1986,Management Science,Article,CHILD
Reference Count: 22,,,,,
,,,,,
Makadok R.,Can first-mover and early-mover advantages be sustained in an industry with low barriers to entry/imitation?,1998,Strategic Management Journal,Article,PARENT
Barney J.B.,"Strategic factor markets: Expectations, luck, and business strategy",1986,Management Science,,CHILD
Barney J.,Firm Resources and Sustained Competitive Advantage,1991,Journal of Management,Article,CHILD
Beaver W.H.,The time series behavior of earnings,1970,Journal of Accounting Research,,CHILD
"Bond R.S., Lean D.F.","Sales, promotion, and product differentiation in two prescription drug markets",1977,Sales Promotion and Product Differentiation in Two Prescription Drug Markets,,CHILD
"Brown C.L., Lattin J.M.",Investigating the relationship between time in market and pioneering advantage,1994,Management Science,,CHILD
D'Aveni R.A.,Coping with hypercompetition: Utilizing the new 7S's framework,1995,Academy of Management Executive,,CHILD
"Day G.S., Freeman J.S.",Burnout or fadeout: The risks of early entry into high technology markets,1990,Strategic management in high technology firms,,CHILD
Dean J.,Pricing pioneering products,1969,Journal of Industrial Economics,,CHILD
"Dermine J., Röller L.-H.",Economies of scale and scope in French mutual funds,1992,Journal of Financial Intermediation,Article,CHILD
"Dierickx I., Cool K.",Asset stock accumulation and sustainability of competitive advantage,1989,Management Science,,CHILD
Ghemawat P.,Sustainable advantage,1986,Harvard Business Review,,CHILD
"Golder P.N., Tellis G.J.",Pioneer advantage: Marketing logic or marketing legend?,1993,Journal of Marketing Research,,CHILD
Gorecki P.K.,The importance of being first. The case of prescription drugs in Canada,1986,International Journal of Industrial Organization,Article,CHILD
Hatanaka M.,Several efficient two-step estimators for the dynamic simultaneous equations model with autoregressive disturbances,1976,Journal of Econometrics,Article,CHILD
Jacobsen R.,The persistence of abnormal returns,1988,Strategic Management Journal,Article,CHILD
"Kerin R.A., Varadarajan P.R., Peterson R.A.","First-mover advantage: A synthesis, conceptual framework, and research propositions",1992,Journal of Marketing,,CHILD
Lambkin M.,Order of entry and performance in new markets,1988,Strategic Management Journal,Article,CHILD
Lambkin M.,Pioneering new markets: A comparison of market share winners and losers,1992,International Journal of Research in Marketing,Article,CHILD
"Lawless M.W., Fisher R.J.",Sources of durable competitive advantage in new products,1990,The Journal of Product Innovation Management,Article,CHILD
"Levinthal D., Myatt J.",Co‐Evolution of Capabilities and Industry: The Evolution of Mutual Fund Processing,1994,Strategic Management Journal,Article,CHILD
"Lieberman M.B., Montgomery D.B.",First‐mover advantages,1988,Strategic Management Journal,Article,CHILD
"Lippman S.A., Rumelt R.P.",Uncertain imitability: An analysis of interfirm differences in efficiency under competition,1982,Bell Journal of Economics,,CHILD
MacMillan I.C.,Controlling competitive dynamics by taking strategic initiative,1988,Academy of Management Executive,,CHILD
Mitchell W.,Dual clocks: Entry order influences on incumbent and newcomer market share and survival when specialized assets retain their value,1991,Strategic Management Journal,Article,CHILD
Mueller D.C.,The persistence of profits above the norm,1977,Economica,,CHILD
"Oliva T., Day D., MacMillan I.",A generic model of competitive dynamics,1988,Academy of Management Review,,CHILD
Porter M.E.,What is strategy?,1996,Harvard Business Review,,CHILD
"Reed R., DeFillippi R.J.","Causal ambiguity, barriers to imitation, and sustainable competitive advantage",1990,Academy of Management Review,,CHILD
Robinson W.T.,Sources of market pioneer advantages: The case of industrial goods industries,1988,Journal of Marketing Research,,CHILD
"Robinson W.T., Fornell C.",Sources of market pioneer advantages in consumer goods industries,1985,Journal of Marketing Research,,CHILD
Rumelt R.P.,Towards a strategic theory of the firm,1984,Competitive Strategic Management,,CHILD
Rumelt R.P.,"Theory, strategy, and entrepreneurship",1987,The Competitive Challenge,,CHILD
Schmalensee R.,Product differentiation advantages of pioneering brands,1982,American Economic Review,,CHILD
Sims C.A.,"Money, income and causality",1972,American Economic Review,,CHILD
"Sirri E.R., Tufano P.",Competition and change in the mutual fund industry,1993,Financial Services: Perspectives and Challenges,,CHILD
Tufano P.,Financial innovation and first-mover advantages,1989,Journal of Financial Economics,Article,CHILD
"Urban Glen L., Carter Theresa, Gaskin Steven, Mucha Zofia",MARKET SHARE REWARDS TO PIONEERING BRANDS: AN EMPIRICAL ANALYSIS AND STRATEGIC IMPLICATIONS.,1986,Management Science,Article,CHILD
VAN HORNE J.C.,Of Financial Innovations and Excesses,1985,The Journal of Finance,Article,CHILD
Wernerfelt B.,A resource‐based view of the firm,1984,Strategic Management Journal,Article,CHILD
Wernerfelt B.,Brand loyalty and market equilibrium,1991,Marketing Science,,CHILD
Williams J.R.,How Sustainable is Your Competitive Advantage?,1992,California Management Review,Article,CHILD
Reference Count: 41,,,,,
,,,,,
"Powell T.C., Dent-Micallef A.","Information technology as competitive advantage: The role of human, business, and technology resources",1997,Strategic Management Journal,Article,PARENT
"Bakos J.Y., Treacy M.E.",Information technology and corporate strategy: A research perspective,1986,MIS Quarterly: Management Information Systems,Article,CHILD
"Banker R.D., Kauffman R.J.",Strategic contributions of information technology: An empirical study of ATM networks,1988,Proceedings of the Ninth International Conference on Information Systems,,CHILD
Barley S.R.,The alignment of technology and structure through roles and networks.,1990,Administrative science quarterly,Review,CHILD
Barney J.B.,Organizational culture: Can it be a source of sustained competitive advantage?,1986,Academy of Management Review,,CHILD
Barney J.B.,"Strategic factor markets: Expectations, luck, and business strategy",1986,Management Science,,CHILD
Barney J.,Firm Resources and Sustained Competitive Advantage,1991,Journal of Management,Article,CHILD
"Beath C.M., Ives B.",Competitive information systems in support of pricing,1986,MIS Quarterly,,CHILD
"Benjamin R.I., Levinson E.",A framework for managing IT-enabled change,1993,Sloan Management Review,,CHILD
"Benjamin Robert I., Rockart John F., Scott Morton Michael S., Wyman John",INFORMATION TECHNOLOGY: A STRATEGIC OPPORTUNITY.,1984,Sloan management review,Article,CHILD
"Black J.A., Boal K.B.","Strategic resources: Traits, configurations and paths to sustainable competitive advantage",1994,Strategic Management Journal,Article,CHILD
Boar B.,Information technology and business alignment: A strategic assessment,1994,Handbook of Business Strategy,,CHILD
"Bourgeois L.J., III",Performance and consensus,1980,Strategic Management Journal,Article,CHILD
"Broderick R., Boudreau J.W.","Human resource management, information technology, and the competitive edge",1992,Academy of Management Executive,,CHILD
Buday R.,Sabre gives the edge to American Airlines,1986,Information Week,,CHILD
Carroll G.R.,A sociological view on why firms differ,1993,Strategic Management Journal,Article,CHILD
"Cash J.I., Konsynski B.R.",IS redraws competitive boundaries,1985,Harvard Business Review,,CHILD
"Child J., Mansfield R.","Technology, Size, and Organization Structure",1972,Sociology,Article,CHILD
Clemons E.K.,Information systems for sustainable competitive advantage,1986,Information and Management,Article,CHILD
Clemons E.,Strategic necessities,1988,Computer World,,CHILD
"Clemons E.K., Row M.C.",Sustaining IT advantage: The role of structural differences,1991,MIS Quarterly: Management Information Systems,Article,CHILD
"Clemons E.K., Row M.C.",Information power and the control of the distribution channel,1993,Chief Executive,,CHILD
"Cool K., Dierickx I.","Rivalry, strategic groups and firm profitability",1993,Strategic Management Journal,Article,CHILD
Cronbach L.J.,Coefficient alpha and the internal structure of tests,1951,Psychometrika,Article,CHILD
Davenport T.H.,Saving IT's soul: Human-centered information management,1994,Harvard Business Review,,CHILD
Dess G.,Consensus in the strategy formulation process and firm performance,1983,Academy of Management Proceedings,,CHILD
Dess G.G.,Consensus on strategy formulation and organizational performance: Competitors in a fragmented industry,1987,Strategic Management Journal,Article,CHILD
"Dess G.G., Origer N.K.","Environment, structure, and consensus in strategy formulation: A conceptual integration",1987,Academy of Management Review,,CHILD
"DeWoot P., Heyvaert H., Martou F.",Strategic management: An empirical study of 168 Belgian firms,1977,International Studies of Management and Organization,,CHILD
"Dierickx I., Cool K.",Asset stock accumulation and sustainability of competitive advantage,1989,Management Science,,CHILD
Eisenhardt K.M.,Agency theory: An assessment and review,1989,Academy of Management Review,,CHILD
"Emery F.E., Trist E.L.",The Causal Texture of Organizational Environments,1965,Human Relations,Article,CHILD
"Floyd S.W., Wooldridge B.","Path analysis of the relationship between competitive strategy, information technology, and financial performance",1990,Journal of Management Information Systems,Article,CHILD
"Ginsberg A., Venkatraman N.",Investing in new information technology: The role of competitive posture and issue diagnosis,1992,Strategic Management Journal,Article,CHILD
Gleckman H.,The technology payoff,1993,Business Week,,CHILD
Gomez‐Mejia L.R.,"Structure and process of diversification, compensation strategy, and firm performance",1992,Strategic Management Journal,Article,CHILD
"Hambrick D.C., Geletkanycz M.A., Fredrickson J.W.",Top executive commitment to the status quo: Some tests of its determinants,1993,Strategic Management Journal,Article,CHILD
"Hannan M.T., Freeman J.",Structural inertia and organizational change,1984,American Sociological Review,,CHILD
"Henderson J.C., Venkatraman N.",Strategic alignment: leveraging information technology for transforming organizations,1993,IBM Systems Journal,Article,CHILD
"Holland C., Lockett G., Blackman I.",Planning for electronic data interchange,1992,Strategic Management Journal,Article,CHILD
Huber G.P.,"A theory of the effects of advanced information technologies on organizational design, intelligence, and decision making",1990,Academy of Management Review,,CHILD
"Jensen M.C., Meckling W.H.","Theory of the firm: Managerial behavior, agency costs and ownership structure",1976,Journal of Financial Economics,Article,CHILD
Moss Kanter Rosabeth,INNOVATION - THE ONLY HOPE FOR TIMES AHEAD?,1984,Sloan management review,Article,CHILD
Keen P.G.W.,Information technology and the management difference: a fusion map,1993,IBM Systems Journal,Article,CHILD
Keidel R.W.,Rethinking organizational design,1994,Academy of Management Executive,,CHILD
"Kettinger W.J., Grover V., Guha S., Segars A.H.",Strategic information systems revisited: A study in sustainability and performance,1994,MIS Quarterly: Management Information Systems,Article,CHILD
King W.R.,Strategic planning for management information systems,1978,MIS Quarterly,,CHILD
King William R.,EXPLOITING INFORMATION AS A STRATEGIC BUSINESS RESOURCE.,1984,International Journal on Policy and Information,Article,CHILD
"Klein B., Crawford R.G., Alchian A.A.","Vertical integration, appropriable rents, and the competitive contracting process",1978,Journal of Law and Economics,,CHILD
"Lieberman M.B., Montgomery D.B.",First‐mover advantages,1988,Strategic Management Journal,Article,CHILD
Magnet M.,Good news for the service economy,1993,Fortune,,CHILD
"Mahmood M.A., Soon S.K.",A Comprehensive Model for Measuring the Potential Impact of Information Technology on Organizational Strategic Variables,1991,Decision Sciences,Article,CHILD
"Mahoney J.T., Pandian J.R.",The resource‐based view within the conversation of strategic management,1992,Strategic Management Journal,Article,CHILD
"Maidique Modesto A., Hayes Robert H.",ART OF HIGH-TECHNOLOGY MANAGEMENT.,1984,Sloan management review,Article,CHILD
"Malone T.W., Yates J., Benjamin R.I.",Electronic markets and electronic hierarchies,1987,Communications of the ACM,Article,CHILD
"McCann J., Galbraith J.R.",Interdepartmental relations,1981,Handbook of Organizational Design,,CHILD
"Miller C.C., Cardinal L.B.",Strategic planning and firm performance: A synthesis of more than two decades of research,1994,Academy of Management Journal,,CHILD
Neo B.S.,Factors facilitating the use of Information Technology for competitive advantage: An exploratory study,1988,Information and Management,Article,CHILD
"Orlikowski W.J., Gash D.C.",Changing Frames: Understanding Technological Change in Organizations,1992,Changing Frames: Understanding Technological Change in Organizations,,CHILD
Parsons Gregory L.,INFORMATION TECHNOLOGY: A NEW COMPETITIVE WEAPON.,1983,Sloan management review,Article,CHILD
Peteraf M.A.,The cornerstones of competitive advantage: A resource‐based view,1993,Strategic Management Journal,Article,CHILD
Pettigrew A.M.,The politics of organizational decision making,1973,The Politics of Organizational Decision Making,,CHILD
Pfeffer J.,Producing sustainable competitive advantage through the effective management of people,1995,Academy of Management Executive,,CHILD
"Porter M.E., Millar V.E.",How information gives you competitive advantage,1985,Harvard Business Review,,CHILD
Powell T.C.,Organizational alignment as competitive advantage,1992,Strategic Management Journal,Article,CHILD
Powell T.,When lemmings learn to sail: Turning TQM to competitive advantage,2019,1995 Handbook of Business Strategy,,CHILD
Powell T.C.,Total quality management as competitive advantage: A review and empirical study,1995,Strategic Management Journal,Article,CHILD
Rumelt R.P.,How much does industry matter?,1991,Strategic Management Journal,Article,CHILD
Quinn James Brian,"TECHNOLOGICAL INNOVATION, ENTREPRENEURSHIP, AND STRATEGY.",1979,Sloan Management Review,,CHILD
"Quinn J.B., Baily M.N.",Information technology: Increasing productivity in services,1994,Academy of Management Executive,,CHILD
"Reed R., DeFillippi R.J.","Causal ambiguity, barriers to imitation, and sustainable competitive advantage",1990,Academy of Management Review,,CHILD
[No author name available],Change at the check-out,1995,The Economist,,CHILD
Robins J.A.,Organizational economics: Notes on the use of transaction-cost theory in the study of organizations,1987,Administrative Science Quarterly,,CHILD
Rockart J.F.,Chief executives define their own data needs.,1979,Harvard Business Review,Article,CHILD
"Rockart J.F., Short J.E.",IT in the 1990s: Managing organizational interdependence,1989,Sloan Management Review,,CHILD
Rumelt R.P.,"Theory, strategy, and entrepreneurship",1987,The Competitive Challenge,,CHILD
"Singh J.V., House R.J., Tucker D.J.",Organizational change and organizational mortality,1986,Administrative Science Quarterly,,CHILD
"Smith M., White M.C.","Strategy, CEO specialization, and succession",1987,Administrative Science Quarterly,,CHILD
Teece D.J.,Economies of scope and the scope of the enterprise,1980,Journal of Economic Behavior and Organization,Article,CHILD
Teece D.J.,"Profiting from technological innovation: Implications for integration, collaboration, licensing and public policy",1987,The Competitive Challenge,,CHILD
Teece D.J.,Contributions and impediments of economic analysis to the study of strategic management,1990,Perspectives on Strategic Management,,CHILD
"Walton R.E., Dutton J.M.",The management of interdepartmental conflict: A model and review,1969,Administrative Science Quarterly,,CHILD
Winter S.G.,Knowledge and competence as strategic assets,1987,The Competitive Challenge,,CHILD
Wiseman C.,Strategic vision,1985,Computer-world,,CHILD
Woodward J.,Industrial organization,1965,Industrial Organization,,CHILD
"Zahra S.A., Covin J.G.","Business strategy, technology policy and firm performance",1993,Strategic Management Journal,Article,CHILD
Zinn L.,Retailing will never be the same,1993,Business Week,,CHILD
Reference Count: 86,,,,,
,,,,,
"Hart P., Saunders C.",Power and Trust: Critical Factors in the Adoption and Use of Electronic Data Interchange,1997,Organization Science,Article,PARENT
Arrow K.J.,Information and Economic Behavior,1973,Information and Economic Behavior,,CHILD
"Bakos J.Y., Brynjolfsson E.","Information technology, incentives, and the optimal number of suppliers",1993,Journal of Management Information Systems,Article,CHILD
"Bakos J.Y., Brynjolfsson E.",From vendors to partners: Information technology and incomplete contracts in buyer-supplier relationships,1993,Journal of Organizational Computing,,CHILD
"Barrett S., Konsynski B.",Inter-organization information sharing systems,1982,MIS Quarterly,,CHILD
Bell L.A.,"TDCC Changes Its Name to EDIA, Expands Scope Beyond Transportation",1990,Traffic World,,CHILD
Bonoma T.V.,"Conflict, cooperation and trust in three power systems",1976,Behavioral Science,Article,CHILD
Burrows P.,EDI: Still awaiting take-off but already flying high,1990,Electronic Business,,CHILD
Cartwright D.,"Influence, leadership, control",1965,Handbook of Organizations,,CHILD
"Cash J.I., Konsynski B.R.",IS redraws competitive boundaries,1985,Harvard Business Review,,CHILD
"Clemons E.K., McFarlan F.W.",Telecom: Hook up or lose out,1986,Harvard Business Review,,CHILD
"Clemons Eric K., Row Michael C.",Information technology and industrial cooperation,1992,Proceedings of the Hawaii International Conference on System Science,Conference Paper,CHILD
Dahl R.A.,The concept of power,1957,Behavioral Science,,CHILD
Dearing B.,The Strategic Benefits of EDI,1990,Journal of Business Strategy,Review,CHILD
Donaldson L.,The ethereal hand: Organizational economics and management theory,1990,Academy of Management Review,,CHILD
Downs A.,A realistic look at the final payoffs from urban data systems,1967,Public Administration Review,,CHILD
Earl M.J.,Information systems strategy formulation,1987,Critical Issues in Information Systems Research,,CHILD
Eckerson W.,Companies Strive to Consolidate EDI Nets,1991,Network World,,CHILD
Emerson R.M.,Power-dependence relations,1962,American Sociological Review,,CHILD
Emshwiller J.R.,Suppliers struggle to improve quality as big firms slash their vendor rolls,1991,Wall Street Journal,,CHILD
"Feldman M.S., March J.G.",Information in organizations as signal and symbol,1981,Administrative Science Quarterly,,CHILD
Fitzgerald M.,"Sears puts foot down, insists on EDI ability",1990,Computerworld,,CHILD
Frye C.,"EDI Beginning to Stretch National, Business Bound",1992,Software Magazine,,CHILD
Galbraith J.R.,Organization design,1977,Organization Design,,CHILD
Gaski J.F.,The theory of power and conflict in channels of distribution,1984,Journal of Marketing,,CHILD
"Gaski J.F., Nevin J.R.",The differential effects of exercised and unexercised power sources in a marketing channel,1985,Journal of Marketing Research,,CHILD
Gouldner A.W.,Reciprocity and autonomy in functional theory,1959,Symposium on Sociological Theory,,CHILD
Griesinger D.W.,The human side of economic organization,1990,Academy of Management Review,,CHILD
Gulati R.,Does familiarity breed trust? The implications of repeated ties for contractual choice in alliances,1995,Academy of Management Journal,,CHILD
"Gurbaxani V., Shi E.",Computers and Coordination in Manufacturing,1992,Journal of Organizational Computing,,CHILD
"Hamel G., Doz Y.L., Prahalad C.K.",Collaborate with your competitors and win,1989,Harvard Business Review,,CHILD
"Hart P., Estrin D.","Inter-Organization Networks, Computer Integration, and Shifts in Interdependence: The Case of the Semiconductor Industry",1991,ACM Transactions on Information Systems (TOIS),Article,CHILD
Helper S.,How much has really changed between U.S. automakers and their suppliers?,1991,Sloan Management Review,,CHILD
Henderson J.C.,Plugging into strategic partnerships: The critical IS connection,1990,Sloan Management Review,,CHILD
Hill C.W.L.,"Cooperation, opportunism, and the invisible hand: Implications for transaction cost theory",1990,Academy of Management Review,,CHILD
Hill T.,Saving Time and Labor with Electronic Data Interchange,1987,PC Week,,CHILD
Hosmer L.T.,Trust: The connecting link between organizational theory and philosophical ethics,1995,Academy of Management Review,,CHILD
Keen P.G.W.,Shaping the future: Business design through information technology,1991,Shaping the Future: Business Design Through Information Technology,,CHILD
"Kochan T.A., Cummings L.L., Huber G.P.",Operationalizing the Concepts of Goals and Goal Incompatibilities in Organizational Behavior Research,1976,Human Relations,Article,CHILD
"Lei D., Slocum Jr. J.W.",Global strategic alliances: Payoffs and pitfalls,1991,Organizational Dynamics,Article,CHILD
"Lewis J.D., Weigert A.",Trust as a social reality,1985,Social Forces,Article,CHILD
"Lusch R.F., Brown J.R.",A modified model of power in the marketing channel,1982,Journal of Marketing Research,,CHILD
"Lyons T.F., Krachenberg A.R., Henke J.W.",Mixed motive marriages: What's next for buyer-supplier relations?,1990,Sloan Management Review,,CHILD
Malone Thomas W.,MODELING COORDINATION IN ORGANIZATIONS AND MARKETS.,1987,Management Science,Article,CHILD
"Malone Thomas W., Smith Stephen A.",MODELING THE PERFORMANCE OF ORGANIZATIONAL STRUCTURES.,1988,Operations Research,Article,CHILD
"Malone T.W., Yates J., Benjamin R.I.",Electronic markets and electronic hierarchies,1987,Communications of the ACM,Article,CHILD
McCusker T.,How to Get from 80 to 100% in EDI,1993,Datamation,,CHILD
"Meier J., Chismar W.G.",A formal model of the introduction of a vertical EDI system,1991,Proceedings of the Annual Hawaii International Conference on System Sciences,Conference Paper,CHILD
Mishra A.K.,Organizational responses to crisis: The centrality of trust,1996,Trust in Organizations: Frontiers of Theory and Research,,CHILD
Mohan S.,EDI's move to prime time stalled by cost perception,1995,Computerworld,,CHILD
"Nemetz P.L., Fry L.W.",Flexible manufacturing organizations: Implications for strategy formulation and organization design,1988,Academy of Management Review,,CHILD
"O'Callaghan R., Kaufmann P.J., Konsynski B.R.",Adoption correlates and share effects of electronic data interchange systems in marketing channels,1992,Journal of Marketing,,CHILD
Parsons Gregory L.,INFORMATION TECHNOLOGY: A NEW COMPETITIVE WEAPON.,1983,Sloan management review,Article,CHILD
Pfeffer J.,Power in organizations,1981,Power in Organizations,,CHILD
PONTING B.,EDI's Next Frontier: Sending Designs and Graphics Along with the Forms,1988,Data Commun.,,CHILD
"Porter M.E., Millar V.E.",How information gives you competitive advantage,1985,Harvard Business Review,,CHILD
"Provan K.G., Beyer J.M., Kruytbosch C.",Environmental linkages and power in resource-dependence relations between organizations,1980,Administrative Science Quarterly,,CHILD
"Provan K.G., Gassenheimer J.B.",SUPPLIER COMMITMENT IN RELATIONAL CONTRACT EXCHANGES WITH BUYERS: A STUDY OF INTERORGANIZATIONAL DEPENDENCE AND EXERCISED POWER*,1994,Journal of Management Studies,Article,CHILD
"Reve T., Stern L.W.","The relationship between interorganizational form, transaction climate, and economic performance in vertical interfirm dyads",1986,Marketing Channels: Relationships and Performance,,CHILD
"Ring P.S., Van De Ven A.H.",Developmental processes of cooperative interorganizational relationships,1994,Academy of Management Review,,CHILD
Swanson E.B.,Information systems in organization theory: A review,1987,Critical Issues in Information Systems Research,,CHILD
"Tushman M.L., Nadler D.A.",Information processing as an integrating concept in organizational design,1978,Academy of Management Review,,CHILD
"Venkatraman N., Zaheer A.",Electronic integration and strategic advantage: A quasi-experimental study in the insurance industry,1990,Information Systems Research,Article,CHILD
"Wang Eric T.G., Seidmann Abraham",Electronic data interchange: competitive externalities and strategic implementation policies,1995,Management Science,Article,CHILD
"Wilkinson I., Kipnis D.",Interfirm use of power,1978,Journal of Applied Psychology,Article,CHILD
Wrong D.H.,Some problems in defining social power,1968,American Journal of Sociology,,CHILD
Reference Count: 65,,,,,
,,,,,
"Monteiro L., Macdonald S.",From efficiency to flexibility: The strategic use of information in the airline industry,1996,Journal of Strategic Information Systems,Article,PARENT
Bleeke J.A.,Strategic choices for newly opened markets,1990,Harvard Business Review,,CHILD
[No author name available],Does the frequent flyer game pay off for airlines?,1984,Business Week,,CHILD
Caves R.E.,Air Transport and its Regulators,1962,Air Transport and Its Regulators: An Industry Study,,CHILD
