Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Open Access,Source,EID
"Kang, S.-C., Morris, S.S., Snell, S.A.","56119896500; 15834974700; 7004716798","Relational archetypes, organizational learning, and value creation: Extending the human resource architecture",2007,"Academy of Management Review",32,"1",,236,256,,542,10.5465/amr.2007.23464060,"https://www.scopus.com/inward/record.url?eid=2-s2.0-33846647911&partnerID=40&md5=319f8b52f0b864755d013a2497789a82",Review,Final,"",Scopus,2-s2.0-33846647911
"Reich, B.H., Benbasat, I.","7006146796; 7003698467","Measuring the linkage between business and information technology objectives",1996,"MIS Quarterly: Management Information Systems",20,"1",,55,77,,538,10.2307/249542,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0013359382&partnerID=40&md5=87ae4bb57e60afc0e654e90412b92f56",Article,Final,"",Scopus,2-s2.0-0013359382
"Feldman, D.C.","","The development and enforcement of group norms",1984,"Academy of Management Review",9,"1",,47,53,,537,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0002444106&partnerID=40&md5=374a901818ba98e282bc841541fc0826",Article,Final,"",Scopus,2-s2.0-0002444106
"Hirschheim, R., Klein, H.K.","6701576604; 7403472173","Four Paradigms of Information Systems Development",1989,"Communications of the ACM",32,"10",,1199,1216,,536,10.1145/67933.67937,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0024749290&partnerID=40&md5=70c5d4a95a47bf08c065a6282e39462a",Article,Final,"",Scopus,2-s2.0-0024749290
"Galbraith, J.R., Kazanjian, R.K."," ",[No title available],1986,"Strategy Implementation: Structure, Systems, and Process",,"",,,,,536,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0003900707&partnerID=40&md5=3ad854801165d9a033b22e591175ac5d",Article,Final,"",Scopus,2-s2.0-0003900707
"Schoonhoven, C.B.","6603495186","Problems with contingency theory: testing assumptions hidden within the language of contingency """"theory."""".",1981,"Administrative science quarterly",26,"3",,349,377,,536,10.2307/2392512,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0019614557&partnerID=40&md5=72ffdf8dfe173a4c7b62ad22e1a5b4a8",Article,Final,"",Scopus,2-s2.0-0019614557
"Gunasekaran, A.","56238759300","Agile manufacturing: a framework for research and development",1999,"International Journal of Production Economics",62,"1",,87,105,,535,10.1016/S0925-5273(98)00222-9,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0032640805&partnerID=40&md5=bec4285b6e9a8c03c85d033480e08b38",Article,Final,"",Scopus,2-s2.0-0032640805
"Greenwood, R., Hinings, C.R."," ","Understanding strategic change: The contribution of archetypes",1993,"Academy of Management Journal",36,"5",,1052,1081,,535,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0346345715&partnerID=40&md5=c0d3fceaceaacd2d8581b0f04aa49561",Article,Final,"",Scopus,2-s2.0-0346345715
"Black, J.A., Boal, K.B.","7402767426; 6602838475","Strategic resources: Traits, configurations and paths to sustainable competitive advantage",1994,"Strategic Management Journal",15,"2 S",,131,148,,534,10.1002/smj.4250151009,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84989103737&partnerID=40&md5=e8fbf5789bc713db032932cb47f6640c",Article,Final,"",Scopus,2-s2.0-84989103737
"Mintzberg, H.","7004208235","The Strategy Concept I: Five Ps For Strategy",1987,"California Management Review",30,"1",,11,24,,534,10.2307/41165263,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84968274427&partnerID=40&md5=22f9260ef44e3e2f18fbfa2fa60c0a2b",Article,Final,"",Scopus,2-s2.0-84968274427
"Zajac, E.J., Kraatz, M.S., Bresser, R.K.F.","7003447304; 6602971162; 16471094000","Modeling the dynamics of strategic fit: A normative approach to strategic change",2000,"Strategic Management Journal",21,"4",,429,453,,533,10.1002/(sici)1097-0266(200004)21:4<429::aid-smj81>3.0.co;2-%23,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0000285852&partnerID=40&md5=b19fc7c44f6c7171b01b3426c60f0b89",Article,Final,"",Scopus,2-s2.0-0000285852
"Lamb, R., Kling, R.","7203086724; 7006456037","Reconceptualizing users as social actors in information systems research",2003,"MIS Quarterly: Management Information Systems",27,"2",,197,236,,526,10.2307/30036529,"https://www.scopus.com/inward/record.url?eid=2-s2.0-4444269660&partnerID=40&md5=d3365fd97cee3964002d9c320996f163",Article,Final,"",Scopus,2-s2.0-4444269660
"Segars, A.H., Grover, V.","6701769760; 7006625568","Strategic information systems planning success: An investigation of the construct and its measurement",1998,"MIS Quarterly: Management Information Systems",22,"2",,139,162,,526,10.2307/249393,"https://www.scopus.com/inward/record.url?eid=2-s2.0-9744262493&partnerID=40&md5=503b62684d02bfb0ece65fdd35182c7d",Article,Final,"All Open Access, Green",Scopus,2-s2.0-9744262493
"Applegate, L.M., McFarlan, F.W., McKenney, J.L.","  ",[No title available],1996,"Corporate Information Systems Management: Text and Cases, 4th Edition",,"",,,,,526,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0003955218&partnerID=40&md5=e9b694dab126143308b2f8bcd5cc189c",Article,Final,"",Scopus,2-s2.0-0003955218
"Mithas, S., Ramasubbu, N., Sambamurthy, V.","8837646800; 16317345600; 6701443128","How information management capability influences firm performance",2011,"MIS Quarterly: Management Information Systems",35,"1",,237,256,,525,10.2307/23043496,"https://www.scopus.com/inward/record.url?eid=2-s2.0-79551561546&partnerID=40&md5=c4a3ebe8796f2cf3d38088039f5b0103",Article,Final,"All Open Access, Green",Scopus,2-s2.0-79551561546
"Siggelkow, N., Levinthal, D.A.","6602903062; 7003966546","Temporarily Divide to Conquer: Centralized, Decentralized, and Reintegrated Organizational Approaches to Exploration and Adaptation",2003,"Organization Science",14,"6",,650,669+755,,525,10.1287/orsc.14.6.650.24840,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0942268003&partnerID=40&md5=b1e6cef4d09296ae0eeae8872626216c",Article,Final,"",Scopus,2-s2.0-0942268003
"Teece, D.J.","6701775408","The foundations of enterprise performance: Dynamic and ordinary capabilities in an (economic) theory of firms",2014,"Academy of Management Perspectives",28,"4",,328,352,,524,10.5465/amp.2013.0116,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84919687779&partnerID=40&md5=785fb019c5d2ba9253f36f875b0a7a43",Conference Paper,Final,"",Scopus,2-s2.0-84919687779
"Williams, M.","56409221800","In whom we trust: Group membership as an affective context for trust development",2001,"Academy of Management Review",26,"3",,377,396,,521,10.5465/AMR.2001.4845794,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0035536556&partnerID=40&md5=692fe5fb6d9f0092c986d34a736551ad",Article,Final,"All Open Access, Green",Scopus,2-s2.0-0035536556
"LePine, J.A., Piccolo, R.F., Jackson, C.L., Mathieu, J.E., Saul, J.R.","7102351556; 9733317500; 56682447000; 7102164806; 15754524200","A meta-analysis of teamwork processes: Tests of a multidimensional model and relationships with team effectiveness criteria",2008,"Personnel Psychology",61,"2",,273,307,,520,10.1111/j.1744-6570.2008.00114.x,"https://www.scopus.com/inward/record.url?eid=2-s2.0-43949112977&partnerID=40&md5=f37a4f05604ea72101749a1c08e266fd",Article,Final,"",Scopus,2-s2.0-43949112977
"Zhu, K., Kraemer, K.L.","7201425580; 7101966746","e-commerce metrics for net-enhanced organizations: Assessing the value of e-commerce to firm performance in the manufacturing sector",2002,"Information Systems Research",13,"3",,275,295,,520,10.1287/isre.13.3.275.82,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0036738812&partnerID=40&md5=5d3f01a5559f9c5a0d7937b902b1fa89",Article,Final,"All Open Access, Green",Scopus,2-s2.0-0036738812
"Lacity, M.C., Hirschheim, R."," ",[No title available],1993,"Information Systems Outsourcing: Myths, Metaphors and Realities",,"",,,,,520,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0003391839&partnerID=40&md5=5dad123fc55c6181172f4845bb631ada",Article,Final,"",Scopus,2-s2.0-0003391839
"McFarlan, F.W.","","Portfolio approach to information systems",1981,"Harvard Business Review",59,"5",,142,150,,520,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0001591897&partnerID=40&md5=ba55eee075e70a073a8c19dd24c0d83c",Article,Final,"",Scopus,2-s2.0-0001591897
"Edwards, J.R.","","Alternatives to difference scores: Polynomial regression analysis and response surface methodology",2002,"Advances in Measurement and Data Analysis",,"",,350,400,,519,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0142116312&partnerID=40&md5=8e2fbf6c4c3197d06176d20150354c20",Article,Final,"",Scopus,2-s2.0-0142116312
"Stanley, M.H.R., Amaral, L.A.N., Buldyrev, S.V., Havlin, S., Leschhorn, H., Maass, P., Salinger, M.A., Stanley, H.E.","35398119900; 57200155842; 35396328400; 35397372900; 6602879046; 7005621233; 7006462945; 35375959000","Scaling behaviour in the growth of companies",1996,"Nature",379,"6568",,804,806,,519,10.1038/379804a0,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0000559594&partnerID=40&md5=bccac5e5ecec092f0ea843a1ce1a27ed",Article,Final,"",Scopus,2-s2.0-0000559594
"Jarzabkowski, P.","6508195381","Strategy as practice: An activity-based approach",2005,"Strategy as Practice: An Activity-Based Approach",,"",,1,203,,518,10.4135/9781446215777,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84949755179&partnerID=40&md5=9885b4eeff634d3f3a8f3cc07a771c20",Book,Final,"",Scopus,2-s2.0-84949755179
"Holland, J.L.","",[No title available],1966,"The Psychology of Vocational Choice",,"",,,,,518,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0003693483&partnerID=40&md5=d6fda70f593f04be8824d1b7b259f7c8",Article,Final,"",Scopus,2-s2.0-0003693483
"Pine, B.J., Victor, B., Boynton, A.C.","  ","Making mass customization work",1993,"Harvard Business Review",71,"5",,108,119,,516,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0001286883&partnerID=40&md5=d19b7fba43872fc835885f75b68aed6d",Article,Final,"",Scopus,2-s2.0-0001286883
"Baesens, B., Van Gestel, T., Viaene, S., Stepanova, M., Suykens, J., Vanthienen, J.","6601962197; 7004089723; 55960020100; 36775781100; 7006637856; 7003650333","Benchmarking state-of-the-art classification algorithms for credit scoring",2003,"Journal of the Operational Research Society",54,"6",,627,635,,515,10.1057/palgrave.jors.2601545,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0038209756&partnerID=40&md5=62beb66d3f9bca4b56aa4bc20e793b05",Article,Final,"",Scopus,2-s2.0-0038209756
"Aral, S., Weill, P.","26027709600; 55956441800","IT assets, organizational capabilities, and firm performance: How resource allocations and organizational differences explain performance variation",2007,"Organization Science",18,"5",,763,780,,509,10.1287/orsc.1070.0306,"https://www.scopus.com/inward/record.url?eid=2-s2.0-41449112482&partnerID=40&md5=ee6efc87b948fb337107d4a2a3032130",Article,Final,"All Open Access, Green",Scopus,2-s2.0-41449112482
"Johnston, H.R., Vitale, M.R.","25632355700; 55574209392","Creating competitive advantage with interorganizational information systems",1988,"MIS Quarterly: Management Information Systems",12,"2",,153,165,,509,10.2307/248839,"https://www.scopus.com/inward/record.url?eid=2-s2.0-55249116628&partnerID=40&md5=0254a1411016a83a790e55ccb7a8a816",Article,Final,"",Scopus,2-s2.0-55249116628
"Ford, J.D., Ford, L.W."," ","The role of conversations in producing intentional change in organizations",1995,"Academy of Management Review",20,"3",,541,570,,508,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0040084454&partnerID=40&md5=e9d0e05e92f57345da6d377218f16e56",Article,Final,"",Scopus,2-s2.0-0040084454
"Holt, D.T., Armenakis, A.A., Feild, H.S., Harris, S.G.","7202563780; 6602117676; 57216593202; 7403485061","Readiness for organizational change: The systematic development of a scale",2007,"Journal of Applied Behavioral Science",43,"2",,232,255,,505,10.1177/0021886306295295,"https://www.scopus.com/inward/record.url?eid=2-s2.0-34249733071&partnerID=40&md5=76cc0182b2453aa7666731332dccce92",Article,Final,"",Scopus,2-s2.0-34249733071
"Kaplan, B., Duchon, D.","7402531668; 6602823929","Combining qualitative and quantitative methods in information systems research: A case study",1988,"MIS Quarterly: Management Information Systems",12,"4",,571,586,,505,10.2307/249133,"https://www.scopus.com/inward/record.url?eid=2-s2.0-55249113766&partnerID=40&md5=4237792e75745a484cb13150000bef21",Article,Final,"All Open Access, Green",Scopus,2-s2.0-55249113766
"Byrd, T.A., Turner, D.E.","7005307355; 7402934775","Measuring the flexibility of information technology infrastructure: Exploratory analysis of a construct",2000,"Journal of Management Information Systems",17,"1",,167,208,,504,10.1080/07421222.2000.11045632,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0034434541&partnerID=40&md5=7615cfab266ecab6efa9351fff680ac4",Article,Final,"",Scopus,2-s2.0-0034434541
"Shmueli, G., Koppius, O.R.","6602190303; 6507525167","Predictive analytics in information systems research",2011,"MIS Quarterly: Management Information Systems",35,"3",,553,572,,503,10.2307/23042796,"https://www.scopus.com/inward/record.url?eid=2-s2.0-80051736192&partnerID=40&md5=bc7511ef0c186923dbc49a162fa59287",Review,Final,"All Open Access, Green",Scopus,2-s2.0-80051736192
"Ostrom, C.W.","",[No title available],1990,"Time Series Analysis: Regression Techniques",,"",,,,,499,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0003711701&partnerID=40&md5=93669a856032a0986d943b6834dd7741",Article,Final,"",Scopus,2-s2.0-0003711701
"Robey, D., Boudreau, M.-C.","7003803987; 7003975342","Accounting for the Contradictory Organizational Consequences of Information Technology: Theoretical Directions and Methodological Implications",1999,"Information Systems Research",10,"2",,167,185,,498,10.1287/isre.10.2.167,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0033422813&partnerID=40&md5=99cbad93fe4318444b586ad37d89b3d1",Article,Final,"",Scopus,2-s2.0-0033422813
"Miller, C.C., Cardinal, L.B."," ","Strategic planning and firm performance: A synthesis of more than two decades of research",1994,"Academy of Management Journal",37,"6",,1649,1665,,497,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0006611585&partnerID=40&md5=0941a28d4010252a55cb0575e357257c",Article,Final,"",Scopus,2-s2.0-0006611585
"Kellogg, K.C., Orlikowski, W.J., Yates, J.","8545483600; 6701858440; 7401624306","Life in the trading zone: Structuring coordination across boundaries in postbureaucratic organizations",2006,"Organization Science",17,"1",,22,44,,496,10.1287/orsc.1050.0157,"https://www.scopus.com/inward/record.url?eid=2-s2.0-33644595351&partnerID=40&md5=57ac7e8711821bf9d5cf1ce8223f496c",Review,Final,"",Scopus,2-s2.0-33644595351
"Akkermans, H., Van Helden, K.","7003996949; 6507607947","Vicious and virtuous cycles in ERP implementation: A case study of interrelations between critical success factors",2002,"European Journal of Information Systems",11,"1",,35,46,,495,10.1057/palgrave.ejis.3000418,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0036001767&partnerID=40&md5=f37bba0ff9f24b5a2b44f266e5f67790",Article,Final,"All Open Access, Green",Scopus,2-s2.0-0036001767
"Duncan, N.B.","7006700885","Capturing flexibility of information technology infrastructure: A study of resource characteristics and their measure",1995,"Journal of Management Information Systems",12,"2",,37,57,,495,10.1080/07421222.1995.11518080,"https://www.scopus.com/inward/record.url?eid=2-s2.0-71549155056&partnerID=40&md5=e6b0ef7c4912fd0ef13cf05386140a20",Article,Final,"",Scopus,2-s2.0-71549155056
"Anderson, P.W., Arrow, K.J., Pines, D.","  ",[No title available],1988,"The Economy as an Evolving Complex System",,"",,,,,493,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0003984973&partnerID=40&md5=323599dd3678d14597d4a2a8b94dd2ce",Article,Final,"",Scopus,2-s2.0-0003984973
"Faraj, S., Xiao, Y.","6603586075; 36154123300","Coordination in fast-response organizations",2006,"Management Science",52,"8",,1155,1169,,492,10.1287/mnsc.1060.0526,"https://www.scopus.com/inward/record.url?eid=2-s2.0-33748304172&partnerID=40&md5=dfe005f69a26351101e60744d304e554",Article,Final,"",Scopus,2-s2.0-33748304172
"Kettinger, W.J., Lee, C.C.","6701382274; 7410158434","Perceived Service Quality and User Satisfaction with the Information Services Function",1994,"Decision Sciences",25,"5-6",,737,766,,492,10.1111/j.1540-5915.1994.tb01868.x,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84990587370&partnerID=40&md5=c3e76a3b3127417f138f31c44a5d912e",Article,Final,"",Scopus,2-s2.0-84990587370
"Kirsch, L.J.","7005939498","Portfolios of Control Modes and IS Project Management",1997,"Information Systems Research",8,"3",,215,239,,491,10.1287/isre.8.3.215,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0031500151&partnerID=40&md5=5e8872b4d65690a1171a05113577691a",Article,Final,"",Scopus,2-s2.0-0031500151
"Berger, P.L.","",[No title available],1973,"The Social Reality of Religion",,"",,,,,490,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0004202119&partnerID=40&md5=1935a07f1851681b0bcda61604a2821f",Article,Final,"",Scopus,2-s2.0-0004202119
"Grant, R.M.","15080708000","Strategic planning in a turbulent environment: Evidence from the oil majors",2003,"Strategic Management Journal",24,"6",,491,517,,489,10.1002/smj.314,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0038296962&partnerID=40&md5=c43659435abacf706019156fc705265d",Article,Final,"All Open Access, Green",Scopus,2-s2.0-0038296962
"Peppard, J., Ward, J.","7003312778; 55449078000","Beyond strategic information systems: Towards an IS capability",2004,"Journal of Strategic Information Systems",13,"2",,167,194,,488,10.1016/j.jsis.2004.02.002,"https://www.scopus.com/inward/record.url?eid=2-s2.0-2942715360&partnerID=40&md5=5373f86846a10b448c8020e6e9deb46e",Article,Final,"",Scopus,2-s2.0-2942715360
"Campbell, D.T.","","The informant in quantitative research",1955,"American Journal of Sociology",60,"4",,339,342,,488,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-20344363006&partnerID=40&md5=7d37dcea2a69fbdc51af946e15e2b934",Article,Final,"",Scopus,2-s2.0-20344363006
"Zahra, S.A., Covin, J.G.","7003264340; 6602113346","Business strategy, technology policy and firm performance",1993,"Strategic Management Journal",14,"6",,451,478,,487,10.1002/smj.4250140605,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84989052440&partnerID=40&md5=a8540f6519b7e0a59d20f9cf4e73bb67",Article,Final,"",Scopus,2-s2.0-84989052440
"Brancheau, J.C., Wetherbe, J.C.","6603411114; 6603733835","Key issues in information systems management",1987,"MIS Quarterly: Management Information Systems",11,"1",,23,36,,487,10.2307/248822,"https://www.scopus.com/inward/record.url?eid=2-s2.0-55249089317&partnerID=40&md5=3e891b1b2767883300c70593ed63b3f8",Article,Final,"",Scopus,2-s2.0-55249089317
"Okhuysen, G.A., Eisenhardt, K.M.","6603307761; 6701924601","Integrating knowledge in groups: How formal interventions enable flexibility",2002,"Organization Science",13,"4",,370,386+457,,486,10.1287/orsc.13.4.370.2947,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0036638661&partnerID=40&md5=a0432c81bafe1d6fd544093d7872bc5d",Review,Final,"",Scopus,2-s2.0-0036638661
"Kostova, T., Roth, K.","6603774111; 7201740654","Social capital in multinational corporations and a micro-macro model of its formation",2003,"Academy of Management Review",28,"2",,297,317,,484,10.5465/AMR.2003.9416356,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0037393062&partnerID=40&md5=9ce55d378cc33bda25831c95598ed2be",Article,Final,"",Scopus,2-s2.0-0037393062
"Holtom, B.C., Mitchell, T.R., Lee, T.W., Eberly, M.B.","   ","Turnover and retention research: A glance at the past, a closer review of the present, and a venture into the future",2008,"Academy of Management Annals",2,"1",,231,274,,483,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-63149151614&partnerID=40&md5=174c8ec642b5e1bd6e18d6059bdf1335",Article,Final,"",Scopus,2-s2.0-63149151614
"Brancheau, J.C., Janz, B.D., Wetherbe, J.C.","6603411114; 6602107355; 6603733835","Key issues in information systems management: 1994-95 SIM delphi results",1996,"MIS Quarterly: Management Information Systems",20,"2",,225,235,,483,10.2307/249479,"https://www.scopus.com/inward/record.url?eid=2-s2.0-9744281201&partnerID=40&md5=cc208770e0a84068ceb2232d89b6b274",Article,Final,"",Scopus,2-s2.0-9744281201
"Piccoli, G., Ives, B.","56185495400; 6603759513","Review: IT-dependent strategic initiatives and sustained competitive advantage: A review and synthesis of the literature",2005,"MIS Quarterly: Management Information Systems",29,"4",,747,776,,480,10.2307/25148708,"https://www.scopus.com/inward/record.url?eid=2-s2.0-33751573321&partnerID=40&md5=a6942d75e09234111c390bf292ad36c0",Article,Final,"",Scopus,2-s2.0-33751573321
"Montgomery, C.A., Wernerfelt, B."," ","Diversification, Ricardian rents, and Tobin's q",1988,"Rand Journal of Economics",19,"4",,623,632,,480,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0000388296&partnerID=40&md5=3cfa51d12b4a62a34d9dc22b1ea66284",Article,Final,"",Scopus,2-s2.0-0000388296
"Thompson, A.A., Strickland, A.J., Gamble, J.E.","  ",[No title available],2008,"Crafting and Executing Strategy",,"",,,,,478,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0347255860&partnerID=40&md5=a9c910dd467f9697ef1ec478a9a6df06",Article,Final,"",Scopus,2-s2.0-0347255860
"Nelson, K.M., Cooprider, J.G.","56701702700; 6603315386","The contribution of shared knowledge to IS group performance",1996,"MIS Quarterly: Management Information Systems",20,"4",,409,429,,478,10.2307/249562,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0000361115&partnerID=40&md5=142c35f02bc96fbac3ca3b0dda5de0b4",Article,Final,"",Scopus,2-s2.0-0000361115
"Whittington, R.","7103286852","Strategy as practice",1996,"Long Range Planning",29,"5",,731,735,,476,10.1016/0024-6301(96)00068-4,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0000356229&partnerID=40&md5=3f86cda7e7249774f2314c0533a31e0d",Conference Paper,Final,"",Scopus,2-s2.0-0000356229
"Loh, L., Venkatraman, N.","35936188000; 6701924291","Determinants of information technology outsourcing: A cross-sectional analysis",1992,"Journal of Management Information Systems",9,"1",,7,24,,475,10.1080/07421222.1992.11517945,"https://www.scopus.com/inward/record.url?eid=2-s2.0-71549157959&partnerID=40&md5=926f3a716fdd0a295c34e357dafe9f30",Article,Final,"All Open Access, Green",Scopus,2-s2.0-71549157959
"Jarvenpaa, S.L., Ives, B.","7003273435; 6603759513","Executive involvement and participation in the management of information technology",1991,"MIS Quarterly: Management Information Systems",15,"2",,205,223,,475,10.2307/249382,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0039396840&partnerID=40&md5=f2157b3cabdf53e809beee9a5f2d3e73",Article,Final,"",Scopus,2-s2.0-0039396840
"Zhu, K.","7201425580","The complementarity of information technology infrastructure and E-commerce capability: A Resource-based assessment of their business value",2004,"Journal of Management Information Systems",21,"1",,167,202,,474,10.1080/07421222.2004.11045794,"https://www.scopus.com/inward/record.url?eid=2-s2.0-3142690411&partnerID=40&md5=141d97e18ccc8d81af831f7321d90433",Article,Final,"",Scopus,2-s2.0-3142690411
"Locke, E.A., Latham, G.P., Erez, M.","  ","The determinants of goal commitment",1988,"Academy of Management Review",13,"1",,23,39,,473,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0002305153&partnerID=40&md5=7f3e919a2032a09d8704b13de7d22a8e",Article,Final,"",Scopus,2-s2.0-0002305153
"Urquhart, C., Lehmann, H., Myers, M.D.","7004725545; 8599782600; 7402143233","Putting the 'theory' back into grounded theory: Guidelines for grounded theory studies in information systems",2010,"Information Systems Journal",20,"4",,357,381,,472,10.1111/j.1365-2575.2009.00328.x,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77954636623&partnerID=40&md5=e93bcaeae457863741036d423ab5123c",Article,Final,"",Scopus,2-s2.0-77954636623
"Kaplan, R.S., Norton, D.P.","7403162941; 35737787500","Measuring the Strategic Readiness of Intangible Assets",2004,"Harvard Business Review",82,"2",,52,63+121,,472,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-1542350788&partnerID=40&md5=24123f470074d0532e3c14ccdfbcd390",Review,Final,"",Scopus,2-s2.0-1542350788
"Chatterjee, S., Lubatkin, M.H., Schweiger, D.M., Weber, Y.","7402749451; 7003637195; 6701603931; 57195623045","Cultural differences and shareholder value in related mergers: Linking equity and human capital",1992,"Strategic Management Journal",13,"5",,319,334,,471,10.1002/smj.4250130502,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84989092805&partnerID=40&md5=ed02db5ad6ff4a7b0fa57a6ec2c21716",Article,Final,"",Scopus,2-s2.0-84989092805
"Kirsch, L.J.","7005939498","The Management of Complex Tasks in Organizations: Controlling the Systems Development Process",1996,"Organization Science",7,"1",,1,21,,470,10.1287/orsc.7.1.1,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0642314444&partnerID=40&md5=5930e7f1c0e83d0dc406b07ba2e2bd14",Article,Final,"",Scopus,2-s2.0-0642314444
"Gu, F.F., Hung, K., Tse, D.K.","8341699100; 15769295600; 7101916504","When does Guanxi matter? Issues of capitalization and its dark sides",2008,"Journal of Marketing",72,"4",,12,28,,468,10.1509/jmkg.72.4.12,"https://www.scopus.com/inward/record.url?eid=2-s2.0-47849106317&partnerID=40&md5=b2f28939778607887b5dd1d68ca5b25a",Article,Final,"All Open Access, Green",Scopus,2-s2.0-47849106317
"Boynton, A.C., Zmud, R.W., Jacobs, G.C.","7005127675; 7004338389; 7203024015","The influence of IT management practice on IT use in large organizations",1994,"MIS Quarterly: Management Information Systems",18,"3",,299,316,,466,10.2307/249620,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0000880687&partnerID=40&md5=0d6bc56b7cf3eb21766bb1398d62542b",Article,Final,"",Scopus,2-s2.0-0000880687
"Niederman, F., Brancheau, J.C., Wetherbe, J.C.","7004058813; 6603411114; 6603733835","Information systems management issues for the 1990s",1991,"MIS Quarterly: Management Information Systems",15,"4",,475,495,,465,10.2307/249452,"https://www.scopus.com/inward/record.url?eid=2-s2.0-24044502721&partnerID=40&md5=1708567962bfddb58d3c8169a5233cb9",Article,Final,"",Scopus,2-s2.0-24044502721
"Bourgeois, L.J.","","Strategic goals, perceived uncertainty, and economic performance in volatile environments",1985,"Academy of Management Journal",28,"3",,548,573,,465,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0001648733&partnerID=40&md5=3ad18d47b0eb4e5a044777eca0f80fc4",Article,Final,"",Scopus,2-s2.0-0001648733
"Lacity, M.C., Khan, S.A., Willcocks, L.P.","6701506017; 55596385600; 7003958503","A review of the IT outsourcing literature: Insights for practice",2009,"Journal of Strategic Information Systems",18,"3",,130,146,,461,10.1016/j.jsis.2009.06.002,"https://www.scopus.com/inward/record.url?eid=2-s2.0-70349118618&partnerID=40&md5=1c20b60e9865c106238975fe44452612",Article,Final,"",Scopus,2-s2.0-70349118618
"Child, J.","",[No title available],1984,"Organization: A Guide to Problems and Practice",,"",,,,,458,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0003614566&partnerID=40&md5=92650758a80c65291a52c4cc77b3553c",Article,Final,"",Scopus,2-s2.0-0003614566
"Earl, M.J.","","Experiences in strategic information systems planning",1993,"MIS Quarterly",17,"1",,1,24,,457,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0000498345&partnerID=40&md5=c133632645bd5bd830b80770d93f0630",Article,Final,"",Scopus,2-s2.0-0000498345
"Weick, K.E.","","Cognitive processes in organizations",1979,"Research in Organizational Behavior",1,"1",,41,74,,457,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0002276640&partnerID=40&md5=03bbe3cba4662c9f73ba76e8d31d7ca5",Article,Final,"",Scopus,2-s2.0-0002276640
