Name,Type
"Proceedings of the 2018 IEEE/ACM International Conference on Advances in Social Networks Analysis and Mining, ASONAM 2018",conference and proceedings
SPE Western Regional Meeting Proceedings,conference and proceedings
"2016 IEEE Asian Solid-State Circuits Conference, A-SSCC 2016 - Proceedings",conference and proceedings
"BuildSys 2019 - Proceedings of the 6th ACM International Conference on Systems for Energy-Efficient Buildings, Cities, and Transportation",conference and proceedings
"International IEEE/EMBS Conference on Neural Engineering, NER",conference and proceedings
"Proceedings - 18th IEEE International Working Conference on Source Code Analysis and Manipulation, SCAM 2018",conference and proceedings
"Proceedings - 2017 IEEE 14th International Conference on Services Computing, SCC 2017",conference and proceedings
"Proceedings - 2019 IEEE International Conference on Autonomic Computing, ICAC 2019",conference and proceedings
"Proceedings - IEEE 16th International Conference on Dependable, Autonomic and Secure Computing, IEEE 16th International Conference on Pervasive Intelligence and Computing, IEEE 4th International Conf",conference and proceedings
"2016 IEEE 35th International Performance Computing and Communications Conference, IPCCC 2016",conference and proceedings
"2016 Information Theory and Applications Workshop, ITA 2016",conference and proceedings
"2017 IEEE PELS Workshop on Emerging Technologies: Wireless Power Transfer, WoW 2017",conference and proceedings
"2018 IEEE International Smart Cities Conference, ISC2 2018",conference and proceedings
"2019 IEEE MTT-S International Conference on Microwaves for Intelligent Mobility, ICMIM 2019",conference and proceedings
"ACM SIGGRAPH 2019 Courses, SIGGRAPH 2019",conference and proceedings
Annals of DAAAM and Proceedings of the International DAAAM Symposium,conference and proceedings
"CoNLL 2018 - 22nd Conference on Computational Natural Language Learning, Proceedings",conference and proceedings
ICPE 2019 - Proceedings of the 2019 ACM/SPEC International Conference on Performance Engineering,conference and proceedings
"MobiWac 2017 - Proceedings of the 15th ACM International Symposium on Mobility Management and Wireless Access, Co-located with MSWiM 2017",conference and proceedings
"Proceedings - 2017 IEEE 13th International Symposium on Autonomous Decentralized Systems, ISADS 2017",conference and proceedings
Society of Petroleum Engineers - SPE Trinidad and Tobago Section Energy Resources Conference 2018,conference and proceedings
"2017 IEEE 5th International Conference on Serious Games and Applications for Health, SeGAH 2017",conference and proceedings
"2017 IEEE International Symposium on Systems Engineering, ISSE 2017 - Proceedings",conference and proceedings
"2018 9th IEEE International Symposium on Power Electronics for Distributed Generation Systems, PEDG 2018",conference and proceedings
"2019 IEEE EMBS International Conference on Biomedical and Health Informatics, BHI 2019 - Proceedings",conference and proceedings
"Middleware Industry 2019 - Proceedings of the 2019 20th International Middleware Conference Industrial Track, Part of Middleware 2019",conference and proceedings
"PEPM 2019 - Proceedings of the 2019 ACM SIGPLAN Workshop on Partial Evaluation and Program Manipulation, Co-located with POPL 2019",conference and proceedings
"Proceedings - 2016 IEEE/WIC/ACM International Conference on Web Intelligence Workshops, WIW 2016",conference and proceedings
"Proceedings - 2018 IEEE International Conference on Healthcare Informatics, ICHI 2018",conference and proceedings
"Proceedings - 2018 IEEE PES Innovative Smart Grid Technologies Conference Europe, ISGT-Europe 2018",conference and proceedings
"TyDe 2017 - Proceedings of the 2nd ACM SIGPLAN International Workshop on Type-Driven Development, co-located with ICFP 2017",conference and proceedings
"2017 IEEE Conference on Computational Intelligence and Games, CIG 2017",conference and proceedings
"2018 14th International Wireless Communications and Mobile Computing Conference, IWCMC 2018",conference and proceedings
"2018 20th European Conference on Power Electronics and Applications, EPE 2018 ECCE Europe",conference and proceedings
"2018 2nd International Conference on Telematics and Future Generation Networks, TAFGEN 2018",conference and proceedings
"Proceedings of PDSW-DISCS 2018: 3rd Joint International Workshop on Parallel Data Storage and Data Intensive Scalable Computing Systems, Held in conjunction with SC 2018: The International Conference",conference and proceedings
"Proceedings of the 19th International Conference on Human-Computer Interaction with Mobile Devices and Services, MobileHCI 2017",conference and proceedings
"18th IEEE International Symposium on A World of Wireless, Mobile and Multimedia Networks, WoWMoM 2017 - Conference",conference and proceedings
"2017 IEEE Automatic Speech Recognition and Understanding Workshop, ASRU 2017 - Proceedings",conference and proceedings
"2018 European Conference on Networks and Communications, EuCNC 2018",conference and proceedings
"2018 IEEE International Energy Conference, ENERGYCON 2018",conference and proceedings
Annual IEEE Semiconductor Thermal Measurement and Management Symposium,conference and proceedings
"ICNSC 2018 - 15th IEEE International Conference on Networking, Sensing and Control",conference and proceedings
"International Conference on Innovative Smart Grid Technologies, ISGT Asia 2018",conference and proceedings
ISPASS 2017 - IEEE International Symposium on Performance Analysis of Systems and Software,conference and proceedings
"MPLR 2019 - Proceedings of the 16th ACM SIGPLAN International Conference on Managed Programming Languages and Runtimes, co-located with SPLASH 2019",conference and proceedings
"Proceedings - 2017 5th International Workshop on Biometrics and Forensics, IWBF 2017",conference and proceedings
"Proceedings - 2018 IEEE International Conference on Big Data, Big Data 2018",conference and proceedings
Proceedings - International Carnahan Conference on Security Technology,conference and proceedings
"Proceedings of the 7th International Conference for E-Democracy and Open Government, CeDEM 2017",conference and proceedings
"Proceedings of the 8th International Advance Computing Conference, IACC 2018",conference and proceedings
"SPE/AAPG/SEG Unconventional Resources Technology Conference 2019, URTC 2019",conference and proceedings
"2016 6th International Conference on Image Processing Theory, Tools and Applications, IPTA 2016",conference and proceedings
"2016 IEEE Conference on Communications and Network Security, CNS 2016",conference and proceedings
"2017 IEEE International Conference on Sensing, Communication and Networking, SECON Workshops 2017",conference and proceedings
"2018 10th International Conference on Wireless Communications and Signal Processing, WCSP 2018",conference and proceedings
"2019 IEEE World Haptics Conference, WHC 2019",conference and proceedings
"53rd AIAA/SAE/ASEE Joint Propulsion Conference, 2017",conference and proceedings
"IEEE International Symposium on Personal, Indoor and Mobile Radio Communications, PIMRC",conference and proceedings
"International Conference on Wireless and Mobile Computing, Networking and Communications",conference and proceedings
"Proceedings - 2018 IEEE International Conference on Big Data and Smart Computing, BigComp 2018",conference and proceedings
"Proceedings - 2019 IEEE International Conference on Software Architecture, ICSA 2019",conference and proceedings
Proceedings of the IEEE International Conference on Micro Electro Mechanical Systems (MEMS),conference and proceedings
"2018 91st ARFTG Microwave Measurement Conference: Wideband Modulated Test Signals for Network Analysis of Wireless Infrastructure Building Blocks, ARFTG 2018",conference and proceedings
"2018 International Conference on Bangla Speech and Language Processing, ICBSLP 2018",conference and proceedings
"2019 Wearable Robotics Association Conference, WearRAcon 2019",conference and proceedings
"35th AIAA Applied Aerodynamics Conference, 2017",conference and proceedings
ICN 2019 - Proceedings of the 2019 Conference on Information-Centric Networking,conference and proceedings
Proceedings of the ACM Symposium on Applied Computing,conference and proceedings
"2017 4th International Conference on Advanced Computing and Communication Systems, ICACCS 2017",conference and proceedings
"2018 16th Annual Conference on Privacy, Security and Trust, PST 2018",conference and proceedings
"2019 IEEE Conference on Communications and Network Security, CNS 2019",conference and proceedings
AIAA/IEEE Digital Avionics Systems Conference - Proceedings,conference and proceedings
"Computing in Civil Engineering 2019: Visualization, Information Modeling, and Simulation - Selected Papers from the ASCE International Conference on Computing in Civil Engineering 2019",conference and proceedings
"Proceedings - 14th IEEE International Conference on Automatic Face and Gesture Recognition, FG 2019",conference and proceedings
"Proceedings - 2018 IEEE International Conference on Smart Internet of Things, SmartIoT 2018",conference and proceedings
"Proceedings of the 11th European Workshop on Systems Security, EuroSec 2018",conference and proceedings
"Proceedings of WORKS 2017: 12th Workshop on Workflows in Support of Large-Scale Science - Held in conjunction with SC 2017: The International Conference for High Performance Computing, Networking, St",conference and proceedings
SPE International Oilfield Chemistry Symposium Proceedings,conference and proceedings
"VLCS 2017 - Proceedings of the 4th ACM Workshop on Visible Light Communication Systems, co-located with MobiCom 2017",conference and proceedings
"2018 International Power Electronics Conference, IPEC-Niigata - ECCE Asia 2018",conference and proceedings
"2019 IFIP/IEEE Symposium on Integrated Network and Service Management, IM 2019",conference and proceedings
"AGERE 2018 - Proceedings of the 8th ACM SIGPLAN International Workshop on Programming Based on Actors, Agents, and Decentralized Control, co-located with SPLASH 2018",conference and proceedings
DEBS 2018 - Proceedings of the 12th ACM International Conference on Distributed and Event-Based Systems,conference and proceedings
MobiWac 2018 - Proceedings of the 16th ACM International Symposium on Mobility Management and Wireless Access,conference and proceedings
"PE-WASUN 2017 - Proceedings of the 14th ACM Symposium on Performance Evaluation of Wireless Ad Hoc, Sensor, and Ubiquitous Networks, Co-located with MSWiM 2017",conference and proceedings
Proceedings of CANOPIE-HPC 2019: 1st International Workshop on Containers and New Orchestration Paradigms for Isolated Environments in HPC - Held in conjunction with SC 2019: The International Confer,conference and proceedings
"Proceedings of the General Purpose GPUs, GPGPU-10 2017",conference and proceedings
Proceedings - PRECEDE 2019: 2019 IEEE International Symposium on Predictive Control of Electrical Drives and Power Electronics,conference and proceedings
Transport Means - Proceedings of the International Conference,conference and proceedings
"2018 IEEE 13th Image, Video, and Multidimensional Signal Processing Workshop, IVMSP 2018 - Proceedings",conference and proceedings
"2018 IEEMA Engineer Infinite Conference, eTechNxT 2018",conference and proceedings
"Proceedings - 18th IEEE International Conference on Mobile Data Management, MDM 2017",conference and proceedings
"Proceedings of the ACM SIGPLAN Conference on Languages, Compilers, and Tools for Embedded Systems (LCTES)",conference and proceedings
WebSci 2019 - Proceedings of the 11th ACM Conference on Web Science,conference and proceedings
AIChallengeIoT 2019 - Proceedings of the 2019 International Workshop on Challenges in Artificial Intelligence and Machine Learning for Internet of Things,conference and proceedings
ICER 2019 - Proceedings of the 2019 ACM Conference on International Computing Education Research,conference and proceedings
"Proceedings - 2017 IEEE 26th International Conference on Enabling Technologies: Infrastructure for Collaborative Enterprises, WETICE 2017",conference and proceedings
"Proceedings - 2019 IEEE VTS Asia Pacific Wireless Communications Symposium, APWCS 2019",conference and proceedings
"PX/17.2 - Proceedings of the 3rd ACM SIGPLAN International Workshop on Programming Experience, Co-located with SPLASH 2017",conference and proceedings
"Society of Petroleum Engineers - SPE Reservoir Simulation Conference 2019, RSC 2019",conference and proceedings
"2017 14th IEEE Annual Consumer Communications and Networking Conference, CCNC 2017",conference and proceedings
"ACM International Conference on Computing Frontiers 2017, CF 2017",conference and proceedings
IEEE International Conference on Microelectronic Test Structures,conference and proceedings
IS and T International Symposium on Electronic Imaging Science and Technology,conference and proceedings
"Proceedings - 18th IEEE/ACM International Symposium on Cluster, Cloud and Grid Computing, CCGRID 2018",conference and proceedings
"Proceedings - 2019 IEEE/ACM 3rd International Workshop on Refactoring, IWOR 2019",conference and proceedings
"Proceedings of the 12th European Workshop on Systems Security, EuroSec 2019",conference and proceedings
"Proceedings of the 43rd Annual IEEE Conference on Local Computer Networks, LCN Workshops 2018",conference and proceedings
"Proceedings of the 6th ACM International Conference on Nanoscale Computing and Communication, NANOCOM 2019",conference and proceedings
"2017 2nd International Multidisciplinary Conference on Computer and Energy Science, SpliTech 2017",conference and proceedings
"2017 International Conference on Cyber Security And Protection Of Digital Services, Cyber Security 2017",conference and proceedings
"2017 International Symposium on Networks, Computers and Communications, ISNCC 2017",conference and proceedings
"2018 5th International Conference on Social Networks Analysis, Management and Security, SNAMS 2018",conference and proceedings
"2018 International Conference on Artificial Intelligence and Big Data, ICAIBD 2018",conference and proceedings
2018 Joint Propulsion Conference,conference and proceedings
HT 2018 - Proceedings of the 29th ACM Conference on Hypertext and Social Media,conference and proceedings
"IEEE Symposium on Large Data Analysis and Visualization 2016, LDAV 2016 - Proceedings",conference and proceedings
"International Workshop on Integrated Nonlinear Microwave and Millimetre-Wave Circuits, INMMIC 2018 - Proceedings",conference and proceedings
"Proceedings of the 1st ACM MobiHoc Workshop on Mobile IoT Sensing, Security, and Privacy, Mobile IoT SSP 2018",conference and proceedings
RO-MAN 2018 - 27th IEEE International Symposium on Robot and Human Interactive Communication,conference and proceedings
Society of Petroleum Engineers - SPE Russian Petroleum Technology Conference 2017,conference and proceedings
"2017 19th International Conference on Intelligent System Application to Power Systems, ISAP 2017",conference and proceedings
"2018 IEEE 20th International Conference on e-Health Networking, Applications and Services, Healthcom 2018",conference and proceedings
"4th IEEE International Symposium on Inertial Sensors and Systems, INERTIAL 2017 - Proceedings",conference and proceedings
e-Energy 2017 - Proceedings of the 8th International Conference on Future Energy Systems,conference and proceedings
"IEEE Intelligent Vehicles Symposium, Proceedings",conference and proceedings
"International Conference on Cyber Conflict, CYCON",conference and proceedings
"Parallel Architectures and Compilation Techniques - Conference Proceedings, PACT",conference and proceedings
"Proceedings - 2016 IEEE 28th International Conference on Tools with Artificial Intelligence, ICTAI 2016",conference and proceedings
"Proceedings of the 14th Symposium on Usable Privacy and Security, SOUPS 2018",conference and proceedings
"Proceedings of the 2018 IEEE Symposium Series on Computational Intelligence, SSCI 2018",conference and proceedings
"The Web Conference 2019 - Companion of the World Wide Web Conference, WWW 2019",conference and proceedings
TMA 2018 - Proceedings of the 2nd Network Traffic Measurement and Analysis Conference,conference and proceedings
Transactions - Geothermal Resources Council,conference and proceedings
Wireless Telecommunications Symposium,conference and proceedings
"2016 9th IAPR Workshop on Pattern Recognition in Remote Sensing, PRRS 2016",conference and proceedings
"2017 25th Mediterranean Conference on Control and Automation, MED 2017",conference and proceedings
"2018 International Interdisciplinary PhD Workshop, IIPhDW 2018",conference and proceedings
"2019 53rd Annual Conference on Information Sciences and Systems, CISS 2019",conference and proceedings
"5th IFIP International Conference on Performance Evaluation and Modeling in Wired and Wireless Networks, PEMWN 2016",conference and proceedings
"Haskell 2019 - Proceedings of the 12th ACM SIGPLAN International Symposium on Haskell, co-located with ICFP 2019",conference and proceedings
"IEEE International Symposium on Precision Clock Synchronization for Measurement, Control, and Communication, ISPCS",conference and proceedings
"MAGESys 2019 - Proceedings of the 2019 ACM SIGCOMM Workshop on Mobile AirGround Edge Computing, Systems, Networks, and Applications, Part of SIGCOMM 2019",conference and proceedings
"Proceedings - 2017 IEEE/ACM 4th International Conference on Mobile Software Engineering and Systems, MOBILESoft 2017",conference and proceedings
"Proceedings - 2019 18th International Symposium on Parallel and Distributed Computing, ISPDC 2019",conference and proceedings
"Proceedings - 2nd IEEE International Conference on Smart Cloud, SmartCloud 2017",conference and proceedings
Proceedings of IEEE International Symposium on High Assurance Systems Engineering,conference and proceedings
"SLE 2017 - Proceedings of the 10th ACM SIGPLAN International Conference on Software Language Engineering, co-located with SPLASH 2017",conference and proceedings
"SOAP 2017 - Proceedings of the 6th ACM SIGPLAN International Workshop on State of the Art in Program Analysis, co-located with PLDI 2017",conference and proceedings
"WPES 2017 - Proceedings of the 2017 Workshop on Privacy in the Electronic Society, co-located with CCS 2017",conference and proceedings
"2018 IEEE PELS Workshop on Emerging Technologies: Wireless Power Transfer, Wow 2018",conference and proceedings
HAI 2017 - Proceedings of the 5th International Conference on Human Agent Interaction,conference and proceedings
"International Conference on Advanced Communication Technology, ICACT",conference and proceedings
"Proceedings - 18th International Symposium on Symbolic and Numeric Algorithms for Scientific Computing, SYNASC 2016",conference and proceedings
"Proceedings - 2017 International Conference on Computational Intelligence and Networks, CINE 2017",conference and proceedings
"Proceedings - 21st Euromicro Conference on Digital System Design, DSD 2018",conference and proceedings
"Proceedings - International Conference on Advanced Information Networking and Applications, AINA",conference and proceedings
"Proceedings of the 19th Conference on Formal Methods in Computer-Aided Design, FMCAD 2019",conference and proceedings
"Proceedings - SAP 2017, ACM Symposium on Applied Perception",conference and proceedings
"WOC 2019 - Proceedings of the 2019 5th International Workshop on Container Technologies and Container Clouds, Part of Middleware 2019",conference and proceedings
"2016 IEEE 3rd International Symposium on Telecommunication Technologies, ISTT 2016",conference and proceedings
"2018 10th International Conference on Quality of Multimedia Experience, QoMEX 2018",conference and proceedings
"Conference Record of the Asilomar Conference on Signals, Systems and Computers",conference and proceedings
"Middleware 2019 - Proceedings of the 2019 20th International Middleware Conference Tutorials, Part of Middleware 2019",conference and proceedings
"Proceedings - 2017 IEEE 13th World Congress on Services, SERVICES 2017",conference and proceedings
"Proceedings - 2018 ACM/IEEE 40th International Conference on Software Engineering: Software Engineering in Society, ICSE-SEIS 2018",conference and proceedings
"Proceedings - 2018 IEEE International Conference on Cognitive Computing, ICCC 2018 - Part of the 2018 IEEE World Congress on Services",conference and proceedings
"Proceedings - 23rd IEEE International Conference on High Performance Computing, HiPC 2016",conference and proceedings
Proceedings - Expressive 2018: Computational Aesthetics Sketch-Based Interfaces and Modeling Non-Photorealistic Animation and Rendering,conference and proceedings
Proceedings - International Symposium on Computers and Communications,conference and proceedings
SPWLA 59th Annual Logging Symposium 2018,conference and proceedings
UCC 2017 - Proceedings of the10th International Conference on Utility and Cloud Computing,conference and proceedings
"2017 Information Theory and Applications Workshop, ITA 2017",conference and proceedings
"2017 International Conference On Social Media, Wearable And Web Analytics, Social Media 2017",conference and proceedings
"2018 8th International Electric Drives Production Conference, EDPC 2018 - Proceedings",conference and proceedings
2018 Fluid Dynamics Conference,conference and proceedings
"2018 IEEE Statistical Signal Processing Workshop, SSP 2018",conference and proceedings
"2019 11th International Conference on Quality of Multimedia Experience, QoMEX 2019",conference and proceedings
ASSETS 2017 - Proceedings of the 19th International ACM SIGACCESS Conference on Computers and Accessibility,conference and proceedings
"Proceedings - 2016 IEEE International Conference on Internet of Things; IEEE Green Computing and Communications; IEEE Cyber, Physical, and Social Computing; IEEE Smart Data, iThings-GreenCom-CPSCom-Smart Data 2016",conference and proceedings
"Proceedings of 2018 Learning With MOOCS, LWMOOCS 2018",conference and proceedings
"Proceedings of the 2018 IEEE 4th International Symposium on Wireless Systems within the International Conferences on Intelligent Data Acquisition and Advanced Computing Systems, IDAACS-SWS 2018",conference and proceedings
2018 AIAA/CEAS Aeroacoustics Conference,conference and proceedings
"2018 IEEE 7th World Conference on Photovoltaic Energy Conversion, WCPEC 2018 - A Joint Conference of 45th IEEE PVSC, 28th PVSEC and 34th EU PVSEC",conference and proceedings
"9th International Conference on Advanced Computational Intelligence, ICACI 2017",conference and proceedings
"CAN 2017 - Proceedings of the 2017 Cloud-Assisted Networking Workshop, Part of CoNext 2017",conference and proceedings
CBMS-NSF Regional Conference Series in Applied Mathematics,conference and proceedings
"Proceedings - 2017 25th Euromicro International Conference on Parallel, Distributed and Network-Based Processing, PDP 2017",conference and proceedings
"Proceedings - 2017 IEEE/ACM 1st International Workshop on Software Engineering Curricula for Millennials, SECM 2017",conference and proceedings
"Proceedings - 2018 IEEE 3rd International Conference on Data Science in Cyberspace, DSC 2018",conference and proceedings
"Proceedings - 2019 IEEE/ACM 41st International Conference on Software Engineering: Software Engineering Education and Training, ICSE-SEET 2019",conference and proceedings
"Proceedings - 5th International Conference on Cloud Computing Research and Innovation, ICCCRI 2017",conference and proceedings
"Proceedings of the 17th InterSociety Conference on Thermal and Thermomechanical Phenomena in Electronic Systems, ITherm 2018",conference and proceedings
"Proceedings of the 2017 Federated Conference on Computer Science and Information Systems, FedCSIS 2017",conference and proceedings
"14th International Conference on Group IV Photonics, GFP 2017",conference and proceedings
ECS Transactions,conference and proceedings
GeMiC 2019 - 2019 German Microwave Conference,conference and proceedings
"ICCEREC 2016 - International Conference on Control, Electronics, Renewable Energy, and Communications 2016, Conference Proceedings",conference and proceedings
IMWS-AMP 2019 - 2019 IEEE MTT-S International Microwave Workshop Series on Advanced Materials and Processes for RF and THz Applications,conference and proceedings
OpenAccess Series in Informatics,conference and proceedings
"Proceedings - MIG 2018: ACM SIGGRAPH Conference on Motion, Interaction, and Games",conference and proceedings
"Proceedings of the 19th International Middleware Conference, Middleware 2018",conference and proceedings
"Proceedings of the 27th ACM Workshop on Network and Operating Systems Support for Digital Audio and Video, NOSSDAV 2017",conference and proceedings
"2018 International Symposium on Big Data Visual and Immersive Analytics, BDVA 2018",conference and proceedings
"2019 IEEE International Conference on RFID, RFID 2019",conference and proceedings
"2019 International Symposium on VLSI Technology, Systems and Application, VLSI-TSA 2019",conference and proceedings
"20th International Conference on Information Fusion, Fusion 2017 - Proceedings",conference and proceedings
Advances in the Astronautical Sciences,conference and proceedings
"Big-DAMA 2018 - Proceedings of the 2018 Workshop on Big Data Analytics and Machine Learning for Data Communication Networks, Part of SIGCOMM 2018",conference and proceedings
"Proceedings - 2017 IEEE International Conference on Cloud and Autonomic Computing, ICCAC 2017",conference and proceedings
"Proceedings - 2018 International Symposium on Educational Technology, ISET 2018",conference and proceedings
"Proceedings - 24th IEEE Symposium on Computer Arithmetic, ARITH 2017",conference and proceedings
"Proceedings of the 10th International Conference on Educational Data Mining, EDM 2017",conference and proceedings
"Proceedings of the 21st Amsterdam Colloquium, AC 2017",conference and proceedings
Progress in Biomedical Optics and Imaging - Proceedings of SPIE,conference and proceedings
"3rd Conference on Swarm Intelligence and Evolutionary Computation, CSIEC 2018",conference and proceedings
AIAA SciTech Forum - 55th AIAA Aerospace Sciences Meeting,conference and proceedings
"CoVieW 2018 - Proceedings of the 1st Workshop and Challenge on Comprehensive Video Understanding in the Wild, co-located with MM 2018",conference and proceedings
ICN 2018 - Proceedings of the 5th ACM Conference on Information-Centric Networking,conference and proceedings
"MobileHCI 2018 - Beyond Mobile: The Next 20 Years - 20th International Conference on Human-Computer Interaction with Mobile Devices and Services, Conference Proceedings Adjunct",conference and proceedings
Procedia IUTAM,conference and proceedings
"Proceedings - 13th IEEE International Conference on Ubiquitous Intelligence and Computing, 13th IEEE International Conference on Advanced and Trusted Computing, 16th IEEE International Conference on Scalable Computing and Communications, IEEE International Conference on Cloud and Big Data Computing, IEEE International Conference on Internet of People and IEEE Smart World Congress and Workshops, UIC-ATC-ScalCom-CBDCom-IoP-SmartWorld 2016",conference and proceedings
"2016 International Conference on Electrical Systems for Aircraft, Railway, Ship Propulsion and Road Vehicles and International Transportation Electrification Conference, ESARS-ITEC 2016",conference and proceedings
"2018 IEEE Conference on Control Technology and Applications, CCTA 2018",conference and proceedings
"2018 IEEE Western New York Image and Signal Processing Workshop, WNYISPW 2018",conference and proceedings
2018 Multidisciplinary Analysis and Optimization Conference,conference and proceedings
"GeoRich 2017 - 4th International ACM Workshop on Managing and Mining Enriched Geo-Spatial Data, in Conjunction with SIGMOD 2017",conference and proceedings
"Proceedings - 2019 IEEE International Conference on Fog Computing, ICFC 2019",conference and proceedings
"Proceedings - 3rd International Conference on Advanced Technologies for Signal and Image Processing, ATSIP 2017",conference and proceedings
"Proceedings - IEEE International Enterprise Distributed Object Computing Workshop, EDOCW",conference and proceedings
Proceedings of the IEEE International Conference on Industrial Technology,conference and proceedings
"2016 IEEE European Technology and Engineering Management Summit, E-TEMS 2016",conference and proceedings
"2016 IEEE Online Conference on Green Communications, OnlineGreenComm 2016",conference and proceedings
"2017 11th European Conference on Antennas and Propagation, EUCAP 2017",conference and proceedings
"2017 Cognitive Communications for Aerospace Applications Workshop, CCAA 2017",conference and proceedings
"2018 21st International Conference on Information Fusion, FUSION 2018",conference and proceedings
"7th International IEEE Conference on Renewable Energy Research and Applications, ICRERA 2018",conference and proceedings
"ACL 2018 - 56th Annual Meeting of the Association for Computational Linguistics, Proceedings of the Conference Tutorial Abstracts",conference and proceedings
Conference Proceedings of the Society for Experimental Mechanics Series,conference and proceedings
ICPE 2017 - Companion of the 2017 ACM/SPEC International Conference on Performance Engineering,conference and proceedings
"Proceedings - 2018 23rd International Conference on Electrical Machines, ICEM 2018",conference and proceedings
"Proceedings - 5th IEEE International Conference on Mobile Cloud Computing, Services, and Engineering, MobileCloud 2017",conference and proceedings
"Society of Petroleum Engineers - SPE International Heavy Oil Conference and Exhibition 2018, HOCE 2018",conference and proceedings
"Society of Petroleum Engineers - SPE Kingdom of Saudi Arabia Annual Technical Symposium and Exhibition 2018, SATS 2018",conference and proceedings
"UrbSys 2019 - Proceedings of the 1st ACM International Workshop on Urban Building Energy Sensing, Controls, Big Data Analysis, and Visualization, Part of BuildSys 2019",conference and proceedings
"10th Symposium on Space Resource Utilization, 2017",conference and proceedings
"2017 IEEE Industry Applications Society Annual Meeting, IAS 2017",conference and proceedings
"2018 Aviation Technology, Integration, and Operations Conference",conference and proceedings
"21st AIAA International Space Planes and Hypersonics Technologies Conference, Hypersonics 2017",conference and proceedings
CIRED - Open Access Proceedings Journal,conference and proceedings
Physical Modelling in Geotechnics,conference and proceedings
"Proceedings - 2017 IEEE International Conference on Cloud Engineering, IC2E 2017",conference and proceedings
"Proceedings - 2019 IEEE International Conference on Services Computing, SCC 2019 - Part of the 2019 IEEE World Congress on Services",conference and proceedings
"2017 5th IEEE International Conference on Smart Energy Grid Engineering, SEGE 2017",conference and proceedings
"2017 6th International Symposium on Advanced Control of Industrial Processes, AdCONIP 2017",conference and proceedings
"2017 IEEE International Conference on Identity, Security and Behavior Analysis, ISBA 2017",conference and proceedings
"2017 International Conference on Computer, Communications and Electronics, COMPTELIX 2017",conference and proceedings
"2019 IEEE/CIC International Conference on Communications Workshops in China, ICCC Workshops 2019",conference and proceedings
"25th AIAA/AHS Adaptive Structures Conference, 2017",conference and proceedings
"ASME 2017 15th International Conference on Fuel Cell Science, Engineering and Technology, FUELCELL 2017, collocated with the ASME 2017 Power Conference Joint with ICOPE 2017, the ASME 2017 11th Inter",conference and proceedings
ASSETS 2018 - Proceedings of the 20th International ACM SIGACCESS Conference on Computers and Accessibility,conference and proceedings
"AutomotiveUI 2017 - 9th International ACM Conference on Automotive User Interfaces and Interactive Vehicular Applications, Adjunct Proceedings",conference and proceedings
"EM-5G 2018 - Proceedings of the 2018 Workshop on Experimentation and Measurements in 5G, Part of CoNEXT 2018",conference and proceedings
"ICL-GNSS 2018 - 2018 8th International Conference on Localization and GNSS: Seamless Indoor-Outdoor Localization, Proceedings",conference and proceedings
IWBF 2018 - Proceedings: 2018 6th International Workshop on Biometrics and Forensics,conference and proceedings
"MobileHCI 2018 - Beyond Mobile: The Next 20 Years - 20th International Conference on Human-Computer Interaction with Mobile Devices and Services, Conference Proceedings",conference and proceedings
"Proceedings - 25th IEEE International Conference on High Performance Computing, HiPC 2018",conference and proceedings
Proceedings - IEEE International Symposium on Circuits and Systems,conference and proceedings
Proceedings of ScalA 2017: 8th Workshop on Latest Advances in Scalable Algorithms for Large-Scale Systems - Held in conjunction with SC 2017: The International Conference for High Performance Computi,conference and proceedings
"Proceedings of the 9th Asia-Pacific Workshop on Systems, APSys 2018",conference and proceedings
"2016 IEEE Symposium Series on Computational Intelligence, SSCI 2016",conference and proceedings
"2017 IEEE 8th International Symposium on Power Electronics for Distributed Generation Systems, PEDG 2017",conference and proceedings
"2018 IEEE 13th International Scientific and Technical Conference on Computer Sciences and Information Technologies, CSIT 2018 - Proceedings",conference and proceedings
"2018 IEEE Life Sciences Conference, LSC 2018",conference and proceedings
"2019 IEEE International Conference on Consumer Electronics, ICCE 2019",conference and proceedings
COMPASS 2019 - Proceedings of the 2019 Conference on Computing and Sustainable Societies,conference and proceedings
IEEE Green Technologies Conference,conference and proceedings
"Proceedings - 2017 IEEE 2nd International Conference on Data Science in Cyberspace, DSC 2017",conference and proceedings
"Proceedings - 2018 IEEE International Power Electronics and Application Conference and Exposition, PEAC 2018",conference and proceedings
"Proceedings - 2019 IEEE/ACM 1st International Workshop on Bots in Software Engineering, BotSE 2019",conference and proceedings
"Proceedings - International Symposium on Quality Electronic Design, ISQED",conference and proceedings
"Proceedings of the 16th InterSociety Conference on Thermal and Thermomechanical Phenomena in Electronic Systems, ITherm 2017",conference and proceedings
"2017 IEEE International Conference on Smart Grid and Smart Cities, ICSGSC 2017",conference and proceedings
2018 Applied Aerodynamics Conference,conference and proceedings
"23rd AIAA/CEAS Aeroacoustics Conference, 2017",conference and proceedings
European Signal Processing Conference,conference and proceedings
"Proceedings - 2017 5th National Conference on E-Learning and E-Learning Technologies, ELELTECH 2017",conference and proceedings
"Proceedings - 2018 International Conference on Intelligent Environments, IE 2018",conference and proceedings
Proceedings: IECON 2018 - 44th Annual Conference of the IEEE Industrial Electronics Society,conference and proceedings
Proceedings - IEEE Military Communications Conference,conference and proceedings
"Proceedings of the 2016 13th Workshop on Positioning, Navigation and Communication, WPNC 2016",conference and proceedings
