Name,Type
Current Opinion in Obstetrics and Gynecology,journal
East European Politics,journal
JBJS Open Access,journal
Journal of Clinical Psychopharmacology,journal
"Journal of frailty & aging,The",journal
Journal of Health Services Research and Policy,journal
Journal of Management Education,journal
Journal of Pharmaceutical Analysis,journal
Journal of Virological Methods,journal
Natural Language Semantics,journal
Palliative and Supportive Care,journal
Physica Status Solidi - Rapid Research Letters,journal
Publications of the Research Institute for Mathematical Sciences,journal
American Journal of International Law,journal
Archaeological Prospection,journal
Discrete Mathematics,journal
Journal of European Integration,journal
Oryx,journal
Review of Philosophy and Psychology,journal
Voluntas,journal
Annals of Dyslexia,journal
Annals of Laboratory Medicine,journal
Behavioural Processes,journal
Cardiology in Review,journal
Documenta Ophthalmologica,journal
European Management Review,journal
European Political Science,journal
Infection Ecology and Epidemiology,journal
Journal of Applied Toxicology,journal
Journal of Brand Management,journal
Journal of Hydrology and Hydromechanics,journal
Journal of Integrative Agriculture,journal
"Journal of Law, Finance, and Accounting",journal
Journal of Lower Genital Tract Disease,journal
Language Learning Journal,journal
Psychiatry Investigation,journal
Written Communication,journal
Zhongguo Dianji Gongcheng Xuebao/Proceedings of the Chinese Society of Electrical Engineering,journal
Adaptive Human Behavior and Physiology,journal
Die Naturwissenschaften,journal
Ethos,journal
Fottea,journal
IEEE Transactions on Computational Social Systems,journal
Journal of Cancer Epidemiology,journal
Journal of Philosophical Logic,journal
Measurement and Evaluation in Counseling and Development,journal
Signs and Society,journal
Toxics,journal
Acta Sociologica,journal
Africa Spectrum,journal
Batteries,journal
British Journal of Radiology,journal
Experimental Brain Research,journal
IEEE Transactions on Broadcasting,journal
Journal of Medical Virology,journal
Journal of the Science of Food and Agriculture,journal
Molecules,journal
Nuclear Physics A,journal
Sociology Compass,journal
Ad Hoc Networks,journal
Cambridge Yearbook of European Legal Studies,journal
Eye and Contact Lens,journal
IEEE Transactions on Emerging Topics in Computing,journal
International Review of Economics and Finance,journal
Journal of Organizational Effectiveness,journal
Mathematical Proceedings of the Cambridge Philosophical Society,journal
Sarcoma,journal
Surveillance & Society,journal
Clinics in Sports Medicine,journal
Journal of Surgical Research,journal
Public Personnel Management,journal
"Research in Engineering Design - Theory, Applications, and Concurrent Engineering",journal
Topics in Stroke Rehabilitation,journal
ACS Omega,journal
BMJ Supportive and Palliative Care,journal
Clinical Gerontologist,journal
Health Information and Libraries Journal,journal
Journal of Medical Imaging,journal
Molecular Omics,journal
Optometry and Vision Science,journal
Solid State Nuclear Magnetic Resonance,journal
Bioengineering,journal
Clinical Radiology,journal
"Emotion, Space and Society",journal
Health Economics Review,journal
BMC Medical Informatics and Decision Making,journal
Journal of Magnetic Resonance,journal
Journal of Pharmaceutical and Biomedical Analysis,journal
Physics and Imaging in Radiation Oncology,journal
RELC Journal,journal
Surgery Research and Practice,journal
Viral Immunology,journal
Annals of Global Analysis and Geometry,journal
Archives of Dermatological Research,journal
Human-centric Computing and Information Sciences,journal
Journal of Pharmaceutical Sciences,journal
Operations-Research-Spektrum,journal
Addiction Research and Theory,journal
European Journal of Innovation Management,journal
Innovations in Education and Teaching International,journal
International Journal of Consumer Studies,journal
Monographs in Oral Science,journal
Ocular Immunology and Inflammation,journal
Plant Foods for Human Nutrition,journal
Rheologica Acta,journal
Academic Psychiatry,journal
Acta Palaeontologica Polonica,journal
Big Data,journal
Ecological Informatics,journal
Foods,journal
Human Movement Science,journal
Infectious Agents and Cancer,journal
International Perspectives on Sexual and Reproductive Health,journal
Journal of Atmospheric and Oceanic Technology,journal
Journal of Community Genetics,journal
MIT Sloan Management Review,journal
Oxford Review of Education,journal
Scandinavian Journal of Surgery,journal
She Ji,journal
Underground Space (China),journal
Advanced Pharmaceutical Bulletin,journal
Canadian Journal of Economics,journal
Energy Efficiency,journal
Geographical Analysis,journal
Skin Appendage Disorders,journal
Slovenski Jezik,journal
Surgical Infections,journal
"Acta Paediatrica, International Journal of Paediatrics",journal
BioMed Research International,journal
Cognitive Neuropsychiatry,journal
Dermatitis,journal
Family Relations,journal
Hospital pediatrics,journal
International Journal of Algebra and Computation,journal
Journal of Food Science,journal
Journal of Plasma Physics,journal
Journal of Voice,journal
Measurement: Journal of the International Measurement Confederation,journal
SAE International Journal of Engines,journal
Systematic and Applied Acarology,journal
Systematics and Biodiversity,journal
Updates in Surgery,journal
Acta Biochimica et Biophysica Sinica,journal
Comparative Studies in Society and History,journal
Journal of Exercise Science and Fitness,journal
Journal of Public Health Management and Practice,journal
Quantitative Finance,journal
Urologia Internationalis,journal
Ageing and Society,journal
Clinical Psychopharmacology and Neuroscience,journal
Heart Lung and Circulation,journal
Journal of Developmental and Behavioral Pediatrics,journal
Journal of Fashion Marketing and Management,journal
Journal of Hydrodynamics,journal
Journal of Nonlinear and Variational Analysis,journal
Pacific Review,journal
Polymers,journal
Probation Journal,journal
Sensing and Bio-Sensing Research,journal
Asian Journal of Control,journal
Current Problems in Dermatology,journal
Current Research in Translational Medicine,journal
European Societies,journal
Geoderma Regional,journal
Information Processing in Agriculture,journal
International Journal for Quality in Health Care,journal
Journal of Veterinary Cardiology,journal
Journal of Zoological Systematics and Evolutionary Research,journal
Target,journal
Archives of Cardiovascular Diseases,journal
Curriculum Inquiry,journal
Disability and Rehabilitation,journal
European Review for Medical and Pharmacological Sciences,journal
Fluid Phase Equilibria,journal
Japanese Journal of Clinical Oncology,journal
JASSS,journal
Journal of Behavioral and Experimental Economics,journal
Journal of Dermatological Treatment,journal
Journal of Medical Ethics,journal
"Journal of Polymer Science, Part A: Polymer Chemistry",journal
Restorative Neurology and Neuroscience,journal
ACM Transactions on Mathematical Software,journal
Advances in Child Development and Behavior,journal
Aphasiology,journal
Applied Acoustics,journal
Aquacultural Engineering,journal
Biomedical Signal Processing and Control,journal
Breast Care,journal
CardioVascular and Interventional Radiology,journal
Ethnicity and Disease,journal
Extremophiles,journal
IEEE Transactions on Consumer Electronics,journal
Journal of Evolutionary Economics,journal
Neurological Sciences,journal
Physical and Occupational Therapy in Pediatrics,journal
Psychiatric Rehabilitation Journal,journal
Research in International Business and Finance,journal
Systems Biology in Reproductive Medicine,journal
Critical Criminology,journal
Discourse Studies,journal
Journal of Soils and Water Conservation,journal
Kyklos,journal
Nordic Journal of Psychiatry,journal
Oncology Letters,journal
Quantitative Imaging in Medicine and Surgery,journal
Radiation Oncology Journal,journal
Tijdschrift Voor Economische en Sociale Geografie,journal
Beilstein Journal of Organic Chemistry,journal
Biomechanics and Modeling in Mechanobiology,journal
BMC Emergency Medicine,journal
Clinical and Experimental Nephrology,journal
Current Sociology,journal
Doklady Mathematics,journal
Entomologia Experimentalis et Applicata,journal
IEEE Transactions on Haptics,journal
Journal of Intervention and Statebuilding,journal
Journal of Stroke and Cerebrovascular Diseases,journal
Mammalian Biology,journal
Molecular genetics & genomic medicine,journal
Polymer Journal,journal
Public Health Research and Practice,journal
Virology: Research and Treatment,journal
ACS Applied Bio Materials,journal
BMC Complementary Medicine and Therapies,journal
Electronic Journal of the International Federation of Clinical Chemistry and Laboratory Medicine,journal
Games for health journal,journal
International Journal of Transgenderism,journal
Journal of Computational Design and Engineering,journal
Journal of Interventional Cardiology,journal
Journal of Non-Crystalline Solids,journal
Materials Chemistry and Physics,journal
Annals of Forest Science,journal
Applied Mathematics Research eXpress,journal
Cytokine: X,journal
Erdkunde,journal
Erkenntnis,journal
International Journal of Biometeorology,journal
Journal of Foot and Ankle Research,journal
Journal of Intellectual Disabilities,journal
Michigan Mathematical Journal,journal
ACME,journal
Canadian Journal of Plant Pathology,journal
Colloids and Surfaces A: Physicochemical and Engineering Aspects,journal
Digestive Surgery,journal
Hormone and Metabolic Research,journal
Journal of Cardiovascular Pharmacology,journal
Remediation,journal
Sociology of Sport Journal,journal
Southern Economic Journal,journal
Asian Herpetological Research,journal
International Journal of Bifurcation and Chaos in Applied Sciences and Engineering,journal
International Journal of Developmental Neuroscience,journal
International Journal of Performance Analysis in Sport,journal
International Journal of Speech-Language Pathology,journal
Journal of Muscle Research and Cell Motility,journal
Marine Micropaleontology,journal
Technology Analysis and Strategic Management,journal
Chemistry Education Research and Practice,journal
Crop Science,journal
Emerging Science Journal,journal
IEEE Transactions on Parallel and Distributed Systems,journal
Journal of Astronomical Instrumentation,journal
Journal of Hydraulic Engineering,journal
Journal of Mammalian Evolution,journal
Journal of the Physical Society of Japan,journal
Music Education Research,journal
Natural Hazards,journal
World Journal of Orthopaedics,journal
Zoology,journal
Hermes (Denmark),journal
Petroleum Exploration and Development,journal
Plastic and Reconstructive Surgery - Global Open,journal
Politics and Religion,journal
Science and Technology of Archaeological Research,journal
Bio-Design and Manufacturing,journal
BMC Molecular Biology,journal
International Journal of Concrete Structures and Materials,journal
Journal of Immigrant and Minority Health,journal
Journal of Spacecraft and Rockets,journal
Pathophysiology,journal
World Journal of Microbiology and Biotechnology,journal
Archaeological Dialogues,journal
Calphad: Computer Coupling of Phase Diagrams and Thermochemistry,journal
Experimental Heat Transfer,journal
Photodiagnosis and Photodynamic Therapy,journal
World Journal of Surgical Oncology,journal
Animal Genetics,journal
Asian Population Studies,journal
Clinical Biochemistry,journal
Human Resource Development Quarterly,journal
International Journal of Clinical Practice,journal
Journal of Emerging Technologies in Accounting,journal
Journal of Obesity,journal
Journal of Physical Chemistry A,journal
Theoretical Biology and Medical Modelling,journal
Agricultural and Forest Entomology,journal
Combustion Theory and Modelling,journal
European Journal of Oncology Nursing,journal
Inverse Problems and Imaging,journal
Journal of Bioeconomics,journal
Journal of Environment and Development,journal
Materials Letters,journal
NeuroSignals,journal
Photosynthetica,journal
Research Papers in Education,journal
Sexual and Reproductive Health Matters,journal
Small Group Research,journal
Theoretical Population Biology,journal
Computational Toxicology,journal
Contemporary Politics,journal
Diagnostic and Interventional Radiology,journal
European Journal of Histochemistry,journal
Frontiers in Physics,journal
Journal of Applied Oral Science,journal
Journal of Sex and Marital Therapy,journal
Movement Disorders Clinical Practice,journal
Nordicom Review,journal
Physiology and Molecular Biology of Plants,journal
RSC Medicinal Chemistry,journal
Technology in Cancer Research and Treatment,journal
Comparative Biochemistry and Physiology Part - C: Toxicology and Pharmacology,journal
Cultural Studies,journal
Information Economics and Policy,journal
ISIJ International,journal
Journal of the Operational Research Society,journal
Microchemical Journal,journal
Science as Culture,journal
Voprosy Obrazovaniya,journal
Agronomy Journal,journal
"Bioscience of Microbiota, Food and Health",journal
BMC Physiology,journal
Children's Geographies,journal
Clinical and Experimental Pharmacology and Physiology,journal
HIV/AIDS - Research and Palliative Care,journal
Hypertension in Pregnancy,journal
IEEE Journal of Oceanic Engineering,journal
Journal of Oral and Maxillofacial Surgery,journal
Lung,journal
Manuscripta Mathematica,journal
Nephrology,journal
Revista de Psiquiatria y Salud Mental,journal
Sports Biomechanics,journal
World Trade Review,journal
"Air Quality, Atmosphere and Health",journal
Asian-Australasian Journal of Animal Sciences,journal
Cartography and Geographic Information Science,journal
Educacion XX1,journal
Journal of Regulatory Economics,journal
MRS Communications,journal
New Microbiologica,journal
Polish Journal of Sport and Tourism,journal
Respiratory Care,journal
Alcohol,journal
Botanical Studies,journal
Child Language Teaching and Therapy,journal
Current Protein and Peptide Science,journal
Electricity Journal,journal
Human Dimensions of Wildlife,journal
International Journal of Psychology,journal
Journal of Interventional Cardiac Electrophysiology,journal
Journal of Sports Economics,journal
Journal of the Experimental Analysis of Behavior,journal
Paediatric Drugs,journal
Physics of Plasmas,journal
"Substance Abuse: Treatment, Prevention, and Policy",journal
AIDS Research and Treatment,journal
Environmental Entomology,journal
Fusion Science and Technology,journal
International Journal of Offender Therapy and Comparative Criminology,journal
International Political Science Review,journal
Journal of Computer-Aided Molecular Design,journal
Journal of Global History,journal
Journal of Nervous and Mental Disease,journal
Journal of Nutritional Science,journal
Micro and Nano Engineering,journal
Resources,journal
Journal of Disability Policy Studies,journal
Journal of Raman Spectroscopy,journal
Journal of the American College of Nutrition,journal
Parkinson's Disease,journal
Pediatric Radiology,journal
Urologic Clinics of North America,journal
African Archaeological Review,journal
Alcohol and Alcoholism,journal
"Allergy, Asthma and Clinical Immunology",journal
Antiviral Therapy,journal
Biochemistry (Moscow),journal
Climacteric,journal
Current Protocols in Essential Laboratory Techniques,journal
"Energy, Sustainability and Society",journal
Forestry,journal
Fuzzy Optimization and Decision Making,journal
International Journal of Environmental Research and Public Health,journal
International Journal of Women's Dermatology,journal
Journal of Tropical Medicine,journal
"Nuclear Instruments and Methods in Physics Research, Section A: Accelerators, Spectrometers, Detectors and Associated Equipment",journal
Plant Signaling and Behavior,journal
Seminars in Thoracic and Cardiovascular Surgery,journal
Soil Science and Plant Nutrition,journal
ACI Materials Journal,journal
Economic History of Developing Regions,journal
Genomics Insights,journal
Geometriae Dedicata,journal
Geothermal Energy,journal
Journal of Preventive Medicine and Public Health,journal
Politics and Governance,journal
RSC Advances,journal
Sex Education,journal
Acta Applicandae Mathematicae,journal
Compare,journal
Drug Metabolism and Pharmacokinetics,journal
IEEE/ACM Transactions on Computational Biology and Bioinformatics,journal
Injury Prevention,journal
Journal of Pharmaceutical Investigation,journal
Journal of Pharmacy and Pharmacology,journal
Marketing Intelligence and Planning,journal
Molecular Reproduction and Development,journal
Pastoralism,journal
Pathology and Oncology Research,journal
ADHD Attention Deficit and Hyperactivity Disorders,journal
Alkaloids: Chemistry and Biology,journal
American Journal of Managed Care,journal
Basic and Applied Social Psychology,journal
Biomedical Materials (Bristol),journal
BMC Endocrine Disorders,journal
Corrosion,journal
Disasters,journal
Food Technology and Biotechnology,journal
International Journal of Hypertension,journal
Journal of Developmental Origins of Health and Disease,journal
Journal of Vascular Surgery: Venous and Lymphatic Disorders,journal
Land,journal
Mycopathologia,journal
Performance Enhancement and Health,journal
Transactions of Nonferrous Metals Society of China,journal
Veterinary Dermatology,journal
ACM Transactions on Privacy and Security,journal
Area Development and Policy,journal
BioImpacts,journal
Communications in Mathematical Sciences,journal
Comparative European Politics,journal
Education and Training,journal
Endocrine Journal,journal
Freshwater Science,journal
International Health,journal
Journal of Adolescent and Young Adult Oncology,journal
Journal of Electromyography and Kinesiology,journal
Journal of Korean Medical Science,journal
Journal of Multinational Financial Management,journal
Neuroepigenetics,journal
Primary Care Diabetes,journal
Results in Physics,journal
Sahara J,journal
Scandinavian Journal of Psychology,journal
Wind Energy,journal
Acta Crystallographica Section A: Foundations and Advances,journal
Acta Neurochirurgica,journal
Canadian Journal of Kidney Health and Disease,journal
Hand Clinics,journal
Journal of Maps,journal
Natural Resources Research,journal
Research in Number Theory,journal
Results in Mathematics,journal
Breast Cancer: Basic and Clinical Research,journal
European Transport Research Review,journal
Food Additives and Contaminants: Part B Surveillance,journal
International Journal for Numerical Methods in Biomedical Engineering,journal
International Peacekeeping,journal
Journal of Enterprise Information Management,journal
Journal of Ethnobiology and Ethnomedicine,journal
Journal of Hand Therapy,journal
Journal of Instrumentation,journal
Journal of Physics and Chemistry of Solids,journal
Journal of the Optical Society of America B: Optical Physics,journal
Leadership and Organization Development Journal,journal
Macroeconomic Dynamics,journal
Oceanologia,journal
Practical Neurology,journal
Angiology,journal
Aquaculture Reports,journal
Bioacoustics,journal
Deviant Behavior,journal
European Journal of Higher Education,journal
Helvetica Chimica Acta,journal
IEEE Transactions on Dielectrics and Electrical Insulation,journal
International Journal of Prosthodontics,journal
Journal of Early Childhood Research,journal
Journal of Pediatric and Adolescent Gynecology,journal
Journal of Research on Technology in Education,journal
Men and Masculinities,journal
Optical Materials: X,journal
Translation Spaces(Netherland),journal
Clinical Drug Investigation,journal
Education and Urban Society,journal
Ethology,journal
"Flow, Turbulence and Combustion",journal
Games and Culture,journal
Health Services Insights,journal
International Journal of Managing Projects in Business,journal
International Journal of Sediment Research,journal
Journal of Trace Elements in Medicine and Biology,journal
Postgraduate Medicine,journal
Social Work,journal
Acta Anaesthesiologica Scandinavica,journal
Bosnian Journal of Basic Medical Sciences,journal
Current Opinion in Anaesthesiology,journal
Depression Research and Treatment,journal
International Journal of Osteoarchaeology,journal
Journal of Adhesion,journal
Journal of Business and Industrial Marketing,journal
Journal of Information Display,journal
Plant Diversity,journal
Psychology in the Schools,journal
Review of Palaeobotany and Palynology,journal
Vacuum,journal
"Arctic, Antarctic, and Alpine Research",journal
Behaviour,journal
Glycoconjugate Journal,journal
Immunological Investigations,journal
Journal of Business Economics,journal
Journal of Evaluation in Clinical Practice,journal
Journal of Human Hypertension,journal
Neurological Research,journal
Nuclear Engineering and Technology,journal
Plant Production Science,journal
Current Pediatric Reviews,journal
Nuclear Technology,journal
Photodermatology Photoimmunology and Photomedicine,journal
Seminars in Ophthalmology,journal
Studia Logica,journal
American Journal on Intellectual and Developmental Disabilities,journal
Anticancer Research,journal
Australian Prescriber,journal
Geophysical Prospecting,journal
Journal of Child Sexual Abuse,journal
Journal of Human Kinetics,journal
Journal of Inequalities and Applications,journal
Journal of Medical Economics,journal
Journal of Nonparametric Statistics,journal
Linguistica Antverpiensia,journal
Neuroscience Insights,journal
Tree Genetics and Genomes,journal
Australian and New Zealand Journal of Obstetrics and Gynaecology,journal
"BMC Sports Science, Medicine and Rehabilitation",journal
Frontiers in Energy Research,journal
Hormone Molecular Biology and Clinical Investigation,journal
IEEE Internet Computing,journal
International Journal of Hepatology,journal
Journal of Rare Earths,journal
JVC/Journal of Vibration and Control,journal
"Language, Culture and Curriculum",journal
Mediterranean Marine Science,journal
Nonlinear Analysis: Modelling and Control,journal
Surgeon,journal
World Neurosurgery,journal
Algebras and Representation Theory,journal
Aquatic Botany,journal
Avian Pathology,journal
Best Practice and Research in Clinical Anaesthesiology,journal
Chinese Clinical Oncology,journal
ICT Express,journal
International Journal of Human Computer Studies,journal
International Journal of Psychiatry in Clinical Practice,journal
Magnetic Resonance Imaging Clinics of North America,journal
Neuroimaging Clinics of North America,journal
Transport in Porous Media,journal
Australian Critical Care,journal
Drug Delivery and Translational Research,journal
Evolutionary Computation,journal
Hague Journal on the Rule of Law,journal
High Voltage,journal
IEEE Transactions on Semiconductor Manufacturing,journal
International Sociology,journal
Journal of Individual Differences,journal
Laboratory Phonology,journal
Leisure Studies,journal
Mechanics of Advanced Materials and Structures,journal
Networks and Heterogeneous Media,journal
Southeastern Archaeology,journal
Topics in Catalysis,journal
"European Annals of Otorhinolaryngology, Head and Neck Diseases",journal
Foundations and Trends in Information Retrieval,journal
Journal of Marketing Theory and Practice,journal
Journal of Women and Gender in Higher Education,journal
Phycologia,journal
Advances in Data Analysis and Classification,journal
Asia-Pacific Journal of Clinical Oncology,journal
Clean Technologies and Environmental Policy,journal
"Clinical, Cosmetic and Investigational Dermatology",journal
Common Market Law Review,journal
Critical Reviews in Therapeutic Drug Carrier Systems,journal
Evolutionary Human Sciences,journal
Innovations in Clinical Neuroscience,journal
Integrative Cancer Therapies,journal
International Journal of Adaptive Control and Signal Processing,journal
International Journal of Fuzzy Systems,journal
Journal of Adolescent and Adult Literacy,journal
Journal of Human Resources in Hospitality and Tourism,journal
Journal of Marketing for Higher Education,journal
Pathology International,journal
Science and Engineering Ethics,journal
Social Service Review,journal
Acta Arithmetica,journal
Forensic Sciences Research,journal
Frontiers in Sustainable Food Systems,journal
International Feminist Journal of Politics,journal
Journal of Chromatography B: Analytical Technologies in the Biomedical and Life Sciences,journal
Journal of Genetic Engineering and Biotechnology,journal
Journal of Ocean Engineering and Marine Energy,journal
Journal of Small Business and Enterprise Development,journal
Prosthetics and Orthotics International,journal
Scandinavian Journal of Forest Research,journal
Total Quality Management and Business Excellence,journal
Veterinary Research Communications,journal
ACM Transactions on Knowledge Discovery from Data,journal
Crop and Pasture Science,journal
Egyptian Informatics Journal,journal
Eure,journal
International Journal of Retail and Distribution Management,journal
Journal of Family Nursing,journal
"Journal of King Saud University, Engineering Sciences",journal
Journal of Reproduction and Development,journal
Metrika,journal
Ophthalmic Epidemiology,journal
Sustainable Chemistry and Pharmacy,journal
WHO South-East Asia journal of public health,journal
Drying Technology,journal
Education Policy Analysis Archives,journal
HIV Research and Clinical Practice,journal
Infectious Diseases,journal
Journal of Commodity Markets,journal
Journal of Current Ophthalmology,journal
Journal of Hyperbolic Differential Equations,journal
Journal of Ocular Pharmacology and Therapeutics,journal
Molecular Medicine Reports,journal
Nagoya Mathematical Journal,journal
Redox Report,journal
Theory into Practice,journal
Tourism Planning and Development,journal
African Studies Review,journal
Applied Animal Behaviour Science,journal
Columbia Law Review,journal
International Journal of Cardiovascular Imaging,journal
International Journal of Spine Surgery,journal
Journal of Further and Higher Education,journal
Malaria Research and Treatment,journal
Quanta,journal
Regenerative Therapy,journal
Spatial and Spatio-temporal Epidemiology,journal
American Journal of Emergency Medicine,journal
Canadian Journal of Mathematics,journal
Clinics and Research in Hepatology and Gastroenterology,journal
Egyptian Journal of Aquatic Research,journal
Fisheries,journal
Geoenvironmental Disasters,journal
IEEE Photonics Journal,journal
International Journal of Sustainability in Higher Education,journal
Journal of Intellectual and Developmental Disability,journal
Journal of Petroleum Geology,journal
"Journal of Physics B: Atomic, Molecular and Optical Physics",journal
Journal of Plant Biology,journal
Nutrition in Clinical Practice,journal
Transactions of the Royal Society of Tropical Medicine and Hygiene,journal
Weed Technology,journal
Current Treatment Options in Cardiovascular Medicine,journal
European Journal of Social Work,journal
Infection and Chemotherapy,journal
"Infection, Disease and Health",journal
Information Technology and Tourism,journal
International Journal of Immunopathology and Pharmacology,journal
International Journal of Pharmaceutics: X,journal
Journal of Alternative Investments,journal
Journal of Electroceramics,journal
Journal of Physiological Anthropology,journal
Optimization Letters,journal
Physics and Chemistry of the Earth,journal
Radiologic Clinics of North America,journal
Review of African Political Economy,journal
Transgenic Research,journal
BioSocieties,journal
Cardiovascular Toxicology,journal
Frontiers in Materials,journal
Fundamenta Mathematicae,journal
Journal of Atmospheric Chemistry,journal
Magnetic Resonance Imaging,journal
Marine Mammal Science,journal
Mathematical Notes,journal
Mutagenesis,journal
Statistical Inference for Stochastic Processes,journal
Subterranean Biology,journal
Transactions of the American Ophthalmological Society,journal
Veterinary Clinics of North America - Small Animal Practice,journal
Annals of Regional Science,journal
"Culture, Medicine and Psychiatry",journal
Hand,journal
International Journal of General Medicine,journal
Journal of Heat Transfer,journal
Journal of Pediatric Urology,journal
Neuropsychological Rehabilitation,journal
Trauma Surgery and Acute Care Open,journal
Zebrafish,journal
Beilstein Journal of Nanotechnology,journal
Bioorganic and Medicinal Chemistry,journal
Ethnicities,journal
Geological Journal,journal
Journal of Bone and Mineral Metabolism,journal
Journal of Molecular Signaling,journal
Journal of Public Transportation,journal
Journal of Transformative Education,journal
Lasers in Medical Science,journal
Transactions in GIS,journal
Translational Andrology and Urology,journal
Contemporary Drug Problems,journal
Contributions to Zoology,journal
Ecotoxicology,journal
Education and Treatment of Children,journal
English Today,journal
Journal of Educational and Psychological Consultation,journal
Journal of Great Lakes Research,journal
Journal of Separation Science,journal
Multidisciplinary Respiratory Medicine,journal
Obesity Research and Clinical Practice,journal
Prehospital and Disaster Medicine,journal
Protein Journal,journal
Applied Cognitive Psychology,journal
Chinese Journal of Aeronautics,journal
International Journal of Architectural Heritage,journal
Journal of Chemical & Engineering Data,journal
Journal of Internet Commerce,journal
Journal of Sea Research,journal
Mathematical Methods in the Applied Sciences,journal
Minerva,journal
Monatshefte fur Mathematik,journal
Research in Veterinary Science,journal
South Atlantic Quarterly,journal
"Tellus, Series B: Chemical and Physical Meteorology",journal
Therapeutics and Clinical Risk Management,journal
Tissue Engineering and Regenerative Medicine,journal
Current Protocols in Cytometry,journal
Electrocatalysis,journal
FEBS Open Bio,journal
Journal of Entrepreneurship,journal
Journal of Plant Ecology,journal
Learning Organization,journal
Psychoanalytic Dialogues,journal
Tropical Conservation Science,journal
Water (Switzerland),journal
Current Molecular Pharmacology,journal
Information Technology and People,journal
Journal of Librarianship and Information Science,journal
Journal of Psychosomatic Obstetrics and Gynaecology,journal
Journal of Survey Statistics and Methodology,journal
Operations Research for Health Care,journal
Parasitology International,journal
Revue Neurologique,journal
Archaeometry,journal
Cancer Biotherapy and Radiopharmaceuticals,journal
Diabetes Spectrum,journal
Environmental Geotechnics,journal
European Journal of Emergency Medicine,journal
Food Science of Animal Resources,journal
Grass and Forage Science,journal
Health Services and Outcomes Research Methodology,journal
International Ophthalmology,journal
Journal of Education for Library and Information Science,journal
Journal of Health Psychology,journal
Parasitology Research,journal
Pure and Applied Geophysics,journal
Spine Deformity,journal
Water Science and Engineering,journal
Analysis and Applications,journal
Archives of Animal Nutrition,journal
Celestial Mechanics and Dynamical Astronomy,journal
Collectanea Mathematica,journal
European Educational Research Journal,journal
IACR Transactions on Symmetric Cryptology,journal
Journal of Forensic Sciences,journal
Journal of Thermal Biology,journal
Korean Journal of Orthodontics,journal
Petrology,journal
Primates,journal
Statistics in Biopharmaceutical Research,journal
Auris Nasus Larynx,journal
Contrast Media and Molecular Imaging,journal
IEEE Transactions on Cognitive and Developmental Systems,journal
Journal of Photochemistry and Photobiology A: Chemistry,journal
Journal of Toxicology and Environmental Health - Part A: Current Issues,journal
Language and Intercultural Communication,journal
Peace and Conflict,journal
SLAS Technology,journal
South American Journal of Herpetology,journal
Drones,journal
International Indigenous Policy Journal,journal
Journal of Behavioral Health Services and Research,journal
Journal of Social Work Education,journal
Journal of South American Earth Sciences,journal
Language and Speech,journal
Neural Computing and Applications,journal
Waste Management and Research,journal
Acta Odontologica Scandinavica,journal
Annals of the ICRP,journal
Bioactive Carbohydrates and Dietary Fibre,journal
Canadian Journal of Experimental Psychology,journal
Cell Journal,journal
Development Engineering,journal
International Journal of Applied Linguistics,journal
Journal of Occupational and Environmental Medicine,journal
Semiconductor Science and Technology,journal
Surfaces and Interfaces,journal
Synlett,journal
Asia Pacific Management Review,journal
Behavioural Pharmacology,journal
Clinical Pharmacology in Drug Development,journal
Journal of Experimental Psychopathology,journal
Journal of Family and Economic Issues,journal
Methods in Molecular Biology,journal
Millennium: Journal of International Studies,journal
Ontario Health Technology Assessment Series,journal
"Psychology, Health and Medicine",journal
World Journal of Men?s Health,journal
Foundations and Trends in Marketing,journal
Journal of Statistical Physics,journal
Neuropsychobiology,journal
Phenomenology and the Cognitive Sciences,journal
"Psychology, Crime and Law",journal
Recent Patents on Anti-Cancer Drug Discovery,journal
Research in Social and Administrative Pharmacy,journal
Saudi Journal of Biological Sciences,journal
Scientific Drilling,journal
Australian Geographer,journal
Biomedical Engineering Letters,journal
International Journal of Smart and Nano Materials,journal
Journal of Performance of Constructed Facilities,journal
"Politics, Philosophy and Economics",journal
Renewable Agriculture and Food Systems,journal
Soil Use and Management,journal
Toxicology Research,journal
Current Medical Research and Opinion,journal
ecancermedicalscience,journal
Emergency Medicine Journal,journal
Future Medicinal Chemistry,journal
History of the Family,journal
Journal of Mathematical Physics,journal
Journal of School Choice,journal
Journal of Soil Science and Plant Nutrition,journal
Journal of the Formosan Medical Association,journal
Journal of Thrombosis and Thrombolysis,journal
New Forests,journal
Agronomy,journal
Distributed Computing,journal
International Development Planning Review,journal
International journal of older people nursing,journal
Journal of Mining Institute,journal
Orthopedic Research and Reviews,journal
"Plant Cell, Tissue and Organ Culture",journal
Quantitative Biology,journal
Radiology and Oncology,journal
Twentieth Century British History,journal
Water Resources and Economics,journal
Central European Journal of Operations Research,journal
Clinical Psychologist,journal
Current Topics in Medicinal Chemistry,journal
Heat Transfer Engineering,journal
Journal of Aging Studies,journal
Leadership and Policy in Schools,journal
Pharmacological Reports,journal
Reference Services Review,journal
Saudi Pharmaceutical Journal,journal
Sexualities,journal
Annals of Hepatology,journal
Cartilage,journal
Health Promotion International,journal
Health security,journal
International Journal of Genomics,journal
International Journal of Laboratory Hematology,journal
Journal of American College Health,journal
Odontology / the Society of the Nippon Dental University,journal
Strength and Conditioning Journal,journal
Virology Reports,journal
Archives of Oral Biology,journal
