Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Open Access,Source,EID
"Somers, T., Nelson, K.","7005463610; 7403227819","The impact of critical success factors across the stages of enterprise resource planning implementations",2001,"Proceedings of the Hawaii International Conference on System Sciences",,"",,215,,,577,10.1109/HICSS.2001.927129,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0034970801&partnerID=40&md5=c41b5966d85cea5481bb3ad9ab9b0f09",Article,Final,"",Scopus,2-s2.0-0034970801
"Kaplan, S.","15220752400","Framing contests: Strategy making under uncertainty",2008,"Organization Science",19,"5",,729,752,,575,10.1287/orsc.1070.0340,"https://www.scopus.com/inward/record.url?eid=2-s2.0-61349176858&partnerID=40&md5=6c0f5e1e8b2fe41316d18ea9d4a4bfca",Article,Final,"All Open Access, Green",Scopus,2-s2.0-61349176858
"Colquitt, J.A., Zapata-Phelan, C.P.","6701797702; 13005053500","Trends in theory building and theory testing: A five-decade study of the Academy of Management Journal",2007,"Academy of Management Journal",50,"6",,1281,1303,,575,10.5465/AMJ.2007.28165855,"https://www.scopus.com/inward/record.url?eid=2-s2.0-36749003531&partnerID=40&md5=e61630d17dc04299e7507bcf864bda1c",Article,Final,"",Scopus,2-s2.0-36749003531
"Schneider, S.C., Barsoux, J."," ",[No title available],1997,"Managing Across Cultures",,"",,,,,575,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0004260304&partnerID=40&md5=83620b881d7cd602296304d436fb319a",Article,Final,"",Scopus,2-s2.0-0004260304
"Santos, F., Eisenhardt, K.","36947013200; 6701924601","Constructing markets and shaping boundaries: Entrepreneurial power in nascent fields",2009,"Academy of Management Journal",52,"4",,643,671,,574,10.5465/AMJ.2009.43669892,"https://www.scopus.com/inward/record.url?eid=2-s2.0-67650435831&partnerID=40&md5=a472d72a06bed39145ef1d1ba4ae4f3f",Article,Final,"",Scopus,2-s2.0-67650435831
"Green, B.N., Johnson, C.D., Adams, A.","7401824734; 22134717400; 7401910004","Writing narrative literature reviews for peer-reviewed journals: secrets of the trade",2006,"Journal of Chiropractic Medicine",5,"3",,101,117,,569,10.1016/S0899-3467(07)60142-6,"https://www.scopus.com/inward/record.url?eid=2-s2.0-34848925195&partnerID=40&md5=4ed8f001a6345fe57ea956639ef229ed",Article,Final,"All Open Access, Green",Scopus,2-s2.0-34848925195
"Gatignon, H., Tushman, M.L., Smith, W., Anderson, P.","6603182867; 6602681606; 9334428100; 35446616000","A structural approach to assessing innovation: Construct development of innovation locus, type, and characteristics",2002,"Management Science",48,"9",,1103,1122,,567,10.1287/mnsc.48.9.1103.174,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0036755968&partnerID=40&md5=18f907cc5eb16ed9d197b0e9711754de",Article,Final,"",Scopus,2-s2.0-0036755968
"Akrich, M., Latour, B."," ","A summary of a convenient vocabulary for the semiotics of human and nonhuman assemblies",1992,"Shaping Technology/Building Society",,"",,259,264,,565,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0002802925&partnerID=40&md5=05bce508634ba9d89afeb485cb279331",Article,Final,"",Scopus,2-s2.0-0002802925
"Hastorf, A.H., Cantril, H.","6508147882; 23084862100","They saw a game; a case study",1954,"Journal of Abnormal and Social Psychology",49,"1",,129,134,,563,10.1037/h0057880,"https://www.scopus.com/inward/record.url?eid=2-s2.0-34248977585&partnerID=40&md5=d7278d9c2173606381fc83369606809f",Article,Final,"",Scopus,2-s2.0-34248977585
"Barua, A., Konana, P., Whinston, A.B., Yin, F.","7103412387; 55904443000; 7005286020; 36874868300","An empirical investigation of net-enabled business value",2004,"MIS Quarterly: Management Information Systems",28,"4",,585,620,,562,10.2307/25148656,"https://www.scopus.com/inward/record.url?eid=2-s2.0-9744263253&partnerID=40&md5=7e2e48190cb65c73aaee95631fd2f04d",Review,Final,"",Scopus,2-s2.0-9744263253
"Orr, J.","","Sharing knowledge, celebrating identity: War stories and community memory in a service culture",1990,"Collective Remembering",,"",,169,189,,561,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0002181370&partnerID=40&md5=ebaa72ddeb2a69bfc8ce33f2ac43af7b",Article,Final,"",Scopus,2-s2.0-0002181370
"Okoli, C., Schabram, K."," ","A guide to conducting a systematic literature review of information systems research",2010,"Sprouts: Working Papers on Information Systems",10,"26",,1,49,,557,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84860650363&partnerID=40&md5=47a9eb6ab84d786afe9800ba25dbcfa5",Article,Final,"",Scopus,2-s2.0-84860650363
"Doll, W.J., Xia, W., Torkzadeh, G.","7004942927; 7102122602; 35565322800","A confirmatory factor analysis of the end-user computing satisfaction instrument",1994,"MIS Quarterly: Management Information Systems",18,"4",,453,460,,557,10.2307/249524,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0001454849&partnerID=40&md5=75dd188f87fd6807288c1915eadba414",Article,Final,"",Scopus,2-s2.0-0001454849
"Sears, S.R., Stanton, A.L., Danoff-Burg, S.","7005623723; 57139919000; 6602726289","The yellow brick road and the Emerald City: Benefit finding, positive reappraisal coping, and posttraumatic growth in women with early-stage breast cancer",2003,"Health Psychology",22,"5",,487,497,,556,10.1037/0278-6133.22.5.487,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0141919719&partnerID=40&md5=71303939612b68c950d0a66f7bedce08",Article,Final,"",Scopus,2-s2.0-0141919719
"Jay, J.","57203478232","Navigating paradox as a mechanism of change and innovation in hybrid organizations",2013,"Academy of Management Journal",56,"1",,137,159,,555,10.5465/amj.2010.0772,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84879657121&partnerID=40&md5=33f38520dc9102fa6312f2f80ea0b134",Article,Final,"",Scopus,2-s2.0-84879657121
"Kemerer, C.F.","7003627921","An Empirical Validation of Software Cost Estimation Models",1987,"Communications of the ACM",30,"5",,416,429,,553,10.1145/22899.22906,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0023349750&partnerID=40&md5=ed96b09934557ef4faf8bb96bb96b3a2",Article,Final,"All Open Access, Green",Scopus,2-s2.0-0023349750
"Baroudi, J.J., Olson, M.H., Ives, B.","6602338396; 7402052994; 6603759513","An Empirical Study of the Impact of User Involvement on System Usage and Information Satisfaction",1986,"Communications of the ACM",29,"3",,232,238,,553,10.1145/5666.5669,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0022674542&partnerID=40&md5=5b238c29b113cbd48344b09ac27d0834",Article,Final,"",Scopus,2-s2.0-0022674542
"Campbell, D.T.","35123359200","III. “Degrees of Freedom” and the case study",1975,"Comparative Political Studies",8,"2",,178,193,,553,10.1177/001041407500800204,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84965950014&partnerID=40&md5=62b086888c6a2295292d026a3435b307",Article,Final,"",Scopus,2-s2.0-84965950014
"Turner, B.A.","","The organizational and interorganizational development of disasters",1976,"Administrative Science Quarterly",21,"3",,378,397,,552,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84855943482&partnerID=40&md5=a514ffaadb77b7668586934c76dcdc27",Article,Final,"",Scopus,2-s2.0-84855943482
"Jaworski, B.J.","","Toward a theory of marketing control: Environmental context, control types, and consequences",1988,"Journal of Marketing",52,"JULY",,23,39,,551,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0002552704&partnerID=40&md5=a91614e33b30eb360ec4c1a7a12a681f",Article,Final,"",Scopus,2-s2.0-0002552704
"Lyytinen, K., Hirschheim, R."," ","Information systems failures - A survey and classification of the empirical literature",1987,"Oxford Surveys in Information Technology",4,"",,257,309,,551,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0001071156&partnerID=40&md5=fec192b0b3119c8563f3a69872a7ce3e",Article,Final,"",Scopus,2-s2.0-0001071156
"Dingsøyr, T., Nerur, S., Balijepally, V., Moe, N.B.","6602308355; 55897149500; 14017577500; 8300213700","A decade of agile methodologies: Towards explaining agile software development",2012,"Journal of Systems and Software",85,"6",,1213,1221,,550,10.1016/j.jss.2012.02.033,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84859527852&partnerID=40&md5=b2d884f71e51d9828d06583f204a3481",Editorial,Final,"All Open Access, Hybrid Gold",Scopus,2-s2.0-84859527852
"Schwalbe, K.","",[No title available],2002,"Information Technology Project Management",,"",,387,425,,548,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0037727513&partnerID=40&md5=7ebf5941a170be9f5b520df95c8074ca",Article,Final,"",Scopus,2-s2.0-0037727513
"Abrahamsson, P., Salo, O., Ronkainen, J., Warsta, J.","   ","Agile software development methods - review and analysis",2002,"Agile Software Development Methods: Review and Analysis",,"",,,,,547,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0038356767&partnerID=40&md5=0b1254c421e32ed063c4f62b6f717833",Article,Final,"",Scopus,2-s2.0-0038356767
"Rose, N.","",[No title available],1990,"Governing the Soul",,"",,,,,546,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0004265251&partnerID=40&md5=1da2c394f0d55c0df54de8bc422f2faa",Article,Final,"",Scopus,2-s2.0-0004265251
"Gergen, K.J., Gergen, M.M.","7004542147; 7003349798","Narrative and the Self as Relationship",1988,"Advances in Experimental Social Psychology",21,"C",,17,56,,546,10.1016/S0065-2601(08)60223-3,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77957817387&partnerID=40&md5=afba1a93acc4b51de7c4b58681fb3a91",Article,Final,"",Scopus,2-s2.0-77957817387
"Keen, P.G.W.","7006452750","Information systems and organizational change",1981,"Communications of the ACM",24,"1",,24,33,,545,10.1145/358527.358543,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84974744330&partnerID=40&md5=5a6abcdf5f359316b642ae40628b5078",Article,Final,"All Open Access, Green",Scopus,2-s2.0-84974744330
"Zmud, Robert W.","7004338389","INDIVIDUAL DIFFERENCES AND MIS SUCCESS: A REVIEW OF THE EMPIRICAL LITERATURE.",1979,"Management Science",25,"10",,966,979,,544,10.1287/mnsc.25.10.966,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0018529135&partnerID=40&md5=98cd2746321527dafdabd9fc1544c2c1",Article,Final,"",Scopus,2-s2.0-0018529135
"Chase, R.B., Aquilano, N.J., Jacobs, F.R.","  ",[No title available],2001,"Operations Management for Competitive Advantage",,"",,,,,543,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0003908748&partnerID=40&md5=f5c2fe5fa73c7ec7597ed5d2575c0148",Article,Final,"",Scopus,2-s2.0-0003908748
"Miller, D.","7407279089","Configurations revisited",1996,"Strategic Management Journal",17,"7",,505,512,,543,10.1002/(sici)1097-0266(199607)17:7<505::aid-smj852>3.0.co;2-i,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0000625996&partnerID=40&md5=2191a5bc31245022a7a43fd3f7cefcd6",Article,Final,"",Scopus,2-s2.0-0000625996
"Barki, H., Hartwick, J.","57202939159; 35274731300","Measuring user participation, user involvement, and user attitude",1994,"MIS Quarterly: Management Information Systems",18,"1",,59,79,,542,10.2307/249610,"https://www.scopus.com/inward/record.url?eid=2-s2.0-18444418621&partnerID=40&md5=fccc871ed01abe0ad0e23485340c919b",Article,Final,"",Scopus,2-s2.0-18444418621
"Chiu, C.-M., Wang, E.T.G., Fang, Y.-H., Huang, H.-Y.","7402303944; 7403414376; 55469320100; 56138767600","Understanding customers' repeat purchase intentions in B2C e-commerce: The roles of utilitarian value, hedonic value and perceived risk",2014,"Information Systems Journal",24,"1",,85,114,,540,10.1111/j.1365-2575.2012.00407.x,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84889639493&partnerID=40&md5=e65060b508247f2ab213a0ab699ba71a",Article,Final,"",Scopus,2-s2.0-84889639493
"Abdel-Hamid, T.K., Madnick, S.E."," ",[No title available],1991,"Software Project Dynamics: An Integrated Approach",,"",,,,,539,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0003544287&partnerID=40&md5=be5e7a33b49e706937c7640e9778c48a",Article,Final,"",Scopus,2-s2.0-0003544287
"Reich, B.H., Benbasat, I.","7006146796; 7003698467","Measuring the linkage between business and information technology objectives",1996,"MIS Quarterly: Management Information Systems",20,"1",,55,77,,538,10.2307/249542,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0013359382&partnerID=40&md5=87ae4bb57e60afc0e654e90412b92f56",Article,Final,"",Scopus,2-s2.0-0013359382
"Welsh, J.A., White, J.F."," ","A small business is not a little big business",1981,"Harvard Business Review",59,"4",,18,32,,537,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0003032619&partnerID=40&md5=e5029d2ef771483f6ea02dd032af5af1",Article,Final,"",Scopus,2-s2.0-0003032619
"Hirschheim, R., Klein, H.K.","6701576604; 7403472173","Four Paradigms of Information Systems Development",1989,"Communications of the ACM",32,"10",,1199,1216,,536,10.1145/67933.67937,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0024749290&partnerID=40&md5=70c5d4a95a47bf08c065a6282e39462a",Article,Final,"",Scopus,2-s2.0-0024749290
"Lesser, E.L., Storck, J.","15028570500; 7004123053","Communities of practice and organizational performance",2001,"IBM Systems Journal",40,"4",,831,841,,534,10.1147/sj.404.0831,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0035216671&partnerID=40&md5=90aca75c4b0e495a4f2c4a79481318ae",Article,Final,"",Scopus,2-s2.0-0035216671
"Pinto, Jeffrey K., Slevin, Dennis P.","7402584749; 6603094038","CRITICAL FACTORS IN SUCCESSFUL PROJECT IMPLEMENTATION.",1987,"IEEE Transactions on Engineering Management",EM-34,"1",,22,27,,532,10.1109/TEM.1987.6498856,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0023292122&partnerID=40&md5=7cbeb1988250bf0cb9ae0b4780425ce3",Article,Final,"",Scopus,2-s2.0-0023292122
"Bechky, B.A.","6508005473","Gaffers, gofers, and grips: Role-based coordination in temporary organizations",2006,"Organization Science",17,"1",,3,21,,531,10.1287/orsc.1050.0149,"https://www.scopus.com/inward/record.url?eid=2-s2.0-33644595202&partnerID=40&md5=58d4d6476734a4e7d684a39ff5cecf6a",Review,Final,"",Scopus,2-s2.0-33644595202
"Levina, N., Ross, J.W.","8779298100; 7404965319","From the vendor's perspective: Exploring the value proposition in information technology outsourcing",2003,"MIS Quarterly: Management Information Systems",27,"3",,331,364,,531,10.2307/30036537,"https://www.scopus.com/inward/record.url?eid=2-s2.0-4444374135&partnerID=40&md5=6753eb56143f2c60ffba980690cbf0c7",Article,Final,"All Open Access, Green",Scopus,2-s2.0-4444374135
"Orlikowski, W.J.","6701858440","The sociomateriality of organisational life: Considering technology in management research",2009,"Cambridge Journal of Economics",34,"1",,125,141,,530,10.1093/cje/bep058,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77950937513&partnerID=40&md5=bb06d9cd112a85e9edbdb2d7e1020322",Article,Final,"All Open Access, Green",Scopus,2-s2.0-77950937513
"Amoako-Gyampah, K., Salam, A.F.","6603851103; 7102612981","An extension of the technology acceptance model in an ERP implementation environment",2004,"Information and Management",41,"6",,731,745,,530,10.1016/j.im.2003.08.010,"https://www.scopus.com/inward/record.url?eid=2-s2.0-2342518828&partnerID=40&md5=1111c71cdcaac9caab0779e4906346bd",Article,Final,"",Scopus,2-s2.0-2342518828
"Christopher, M., Towill, D.R.","56276254100; 7007047559","Supply chain migration from lean and functional to agile and customised",2000,"Supply Chain Management",5,"4",,206,213,,527,10.1108/13598540010347334,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0001634042&partnerID=40&md5=7a625370ae913b7f4e7a526885137fb5",Review,Final,"",Scopus,2-s2.0-0001634042
"Goody, J., Watt, I.","6603760565; 36508093900","The Consequences of Literacy",1963,"Comparative Studies in Society and History",5,"3",,304,345,,527,10.1017/S0010417500001730,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0002019271&partnerID=40&md5=af8a5590d9e2d08839dc5aeeeb16d93a",Article,Final,"",Scopus,2-s2.0-0002019271
"Lamb, R., Kling, R.","7203086724; 7006456037","Reconceptualizing users as social actors in information systems research",2003,"MIS Quarterly: Management Information Systems",27,"2",,197,236,,526,10.2307/30036529,"https://www.scopus.com/inward/record.url?eid=2-s2.0-4444269660&partnerID=40&md5=d3365fd97cee3964002d9c320996f163",Article,Final,"",Scopus,2-s2.0-4444269660
"Turner, J.R., Müller, R.","7404250149; 56030912000","On the nature of the project as a temporary organization",2003,"International Journal of Project Management",21,"1",,1,8,,525,10.1016/S0263-7863(02)00020-0,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0037210846&partnerID=40&md5=24a3c3b749c77cfc381237bce6e5942f",Article,Final,"",Scopus,2-s2.0-0037210846
"Highsmith, J.","",[No title available],2002,"Agile Software Development Ecosystems",,"",,,,,525,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0012457837&partnerID=40&md5=a056fc4724b5009a9ddf10fd56c86939",Article,Final,"",Scopus,2-s2.0-0012457837
"Campbell, D.T.","","Variation and selective retention in socio-cultural evolution",1965,"Social Change in Developing Areas: A Reinterpretation of Evolutionary Theory",,"",,19,49,,525,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0001829056&partnerID=40&md5=d67ee8337f0163dbc8cb67d9ab91b55d",Article,Final,"",Scopus,2-s2.0-0001829056
"Woodward, J.","",[No title available],1958,"Management and Technology",,"",,,,,525,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0004019965&partnerID=40&md5=9b529371bf52d024ce96f23a7c9bba31",Article,Final,"",Scopus,2-s2.0-0004019965
"Lee, A.S.","","Integrating positivist and interpretive approaches to organizational research",1991,"Organization Science",2,"4",,342,365,,523,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0346383178&partnerID=40&md5=6933c840d8fd17f8368fb214ed25429b",Article,Final,"",Scopus,2-s2.0-0346383178
"McFarlan, F.W.","","Portfolio approach to information systems",1981,"Harvard Business Review",59,"5",,142,150,,520,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0001591897&partnerID=40&md5=ba55eee075e70a073a8c19dd24c0d83c",Article,Final,"",Scopus,2-s2.0-0001591897
"Pich, M.T., Loch, C.H., De Meyer, A.","6603578543; 7006408173; 6701335113","On uncertainty, ambiguity, and complexity in project management",2002,"Management Science",48,"8",,1008,1023,,519,10.1287/mnsc.48.8.1008.163,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0036697280&partnerID=40&md5=803be79202825a86d4584dc0b9144272",Article,Final,"All Open Access, Green",Scopus,2-s2.0-0036697280
"Culnan, M.J., Markus, M.L."," ","Information technologies",1987,"Handbook of Organizational Communication: An Interdisciplinary Perspective",,"",,420,443,,519,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0002856688&partnerID=40&md5=e6d043772e2b38c28bf4276a15869eec",Article,Final,"",Scopus,2-s2.0-0002856688
"Winter, M., Smith, C., Morris, P., Cicmil, S.","55438373600; 57198967474; 7402150289; 6602640167","Directions for future research in project management: The main findings of a UK government-funded research network",2006,"International Journal of Project Management",24,"8",,638,649,,518,10.1016/j.ijproman.2006.08.009,"https://www.scopus.com/inward/record.url?eid=2-s2.0-33750933500&partnerID=40&md5=b0c60e55a8791653eeb67b6bde259f0e",Article,Final,"",Scopus,2-s2.0-33750933500
"Van De Ven, A.H., Poole, M.S.","7006753715; 7102423839","Alternative approaches for studying organizational change",2005,"Organization Studies",26,"9",,1377,1404,,512,10.1177/0170840605056907,"https://www.scopus.com/inward/record.url?eid=2-s2.0-26844549594&partnerID=40&md5=0e4f4574f0e09ee5b911585a6c9a6521",Article,Final,"",Scopus,2-s2.0-26844549594
"Yukl, G., Falbe, C.M.","6602200017; 6506887144","Influence Tactics and Objectives in Upward, Downward, and Lateral Influence Attempts",1990,"Journal of Applied Psychology",75,"2",,132,140,,511,10.1037/0021-9010.75.2.132,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0001686205&partnerID=40&md5=0a4332d42bc9be3f70af050937d4ee7b",Article,Final,"",Scopus,2-s2.0-0001686205
"Shepherd, D.A.","7201684101","Learning from business failure: Propositions of grief recovery for the self-employed",2003,"Academy of Management Review",28,"2",,318,328,,509,10.5465/AMR.2003.9416377,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0037394338&partnerID=40&md5=36d54ce455fac7b25a806ef7df5a682c",Review,Final,"",Scopus,2-s2.0-0037394338
"Farh, J.-L., Tsui, A.S., Xin, K., Cheng, B.-S.","6603400378; 7006812715; 7005986265; 7202389973","The Influence of Relational Demography and Guanxi: The Chinese Case",1998,"Organization Science",9,"4",,471,488,,509,10.1287/orsc.9.4.471,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0032359448&partnerID=40&md5=bb77a4f19367819b1a2766dafe51c0a8",Article,Final,"",Scopus,2-s2.0-0032359448
[No author name available],[No author name available],"The chaos report",1994,"The CHAOS Report",,"",,,,,509,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0002846126&partnerID=40&md5=527ea273f805098c434cb37788bd6afb",Article,Final,"",Scopus,2-s2.0-0002846126
"Bearden, W.O., Netemeyer, R.G., Mobley, M.F.","  ",[No title available],1993,"Handbook of Marketing Scales",,"",,,,,509,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0003673375&partnerID=40&md5=7d7936c1ce4bad54287610fc960f7dcf",Article,Final,"",Scopus,2-s2.0-0003673375
"Johnston, H.R., Vitale, M.R.","25632355700; 55574209392","Creating competitive advantage with interorganizational information systems",1988,"MIS Quarterly: Management Information Systems",12,"2",,153,165,,509,10.2307/248839,"https://www.scopus.com/inward/record.url?eid=2-s2.0-55249116628&partnerID=40&md5=0254a1411016a83a790e55ccb7a8a816",Article,Final,"",Scopus,2-s2.0-55249116628
"Ford, J.D., Ford, L.W."," ","The role of conversations in producing intentional change in organizations",1995,"Academy of Management Review",20,"3",,541,570,,508,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0040084454&partnerID=40&md5=e9d0e05e92f57345da6d377218f16e56",Article,Final,"",Scopus,2-s2.0-0040084454
"Jain, A., Hong, L., Pankanti, S.","36071504600; 55165734200; 6603692799","Biometric identification",2000,"Communications of the ACM",43,"2",,90,98,,506,10.1145/328236.328110,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0002326595&partnerID=40&md5=c12d458617515b3b49f8957823ff996b",Article,Final,"",Scopus,2-s2.0-0002326595
"Kaplan, B., Duchon, D.","7402531668; 6602823929","Combining qualitative and quantitative methods in information systems research: A case study",1988,"MIS Quarterly: Management Information Systems",12,"4",,571,586,,505,10.2307/249133,"https://www.scopus.com/inward/record.url?eid=2-s2.0-55249113766&partnerID=40&md5=4237792e75745a484cb13150000bef21",Article,Final,"All Open Access, Green",Scopus,2-s2.0-55249113766
"Weick, K.E., Sutcliffe, K.M.","7003539767; 6701582026","Mindfulness and the quality of organizational attention",2006,"Organization Science",17,"4",,514,524,,504,10.1287/orsc.1060.0196,"https://www.scopus.com/inward/record.url?eid=2-s2.0-33746698903&partnerID=40&md5=60bf194735cd36dfbd861d5a867f30ce",Article,Final,"",Scopus,2-s2.0-33746698903
"Byrd, T.A., Turner, D.E.","7005307355; 7402934775","Measuring the flexibility of information technology infrastructure: Exploratory analysis of a construct",2000,"Journal of Management Information Systems",17,"1",,167,208,,504,10.1080/07421222.2000.11045632,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0034434541&partnerID=40&md5=7615cfab266ecab6efa9351fff680ac4",Article,Final,"",Scopus,2-s2.0-0034434541
"Heidegger, M.","","Being and Time. A translation of Sein und Zeit",1996,"Being and Time: A Translation of Sein und Zeit",,"",,,,,504,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0003475071&partnerID=40&md5=d9dabf38ba57ffd7171411517865d32c",Article,Final,"",Scopus,2-s2.0-0003475071
"Hong, W., Thong, J.Y.L., Wong, W.-M., Tam, K.-Y.","7401528074; 7006658274; 7403972279; 55667247700","Determinants of user acceptance of digital libraries: An empirical examination of individual differences and system characteristics",2001,"Journal of Management Information Systems",18,"3",,97,124,,503,10.1080/07421222.2002.11045692,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0035673264&partnerID=40&md5=6605eb1aa13cf0e518665ef104fbbf22",Article,Final,"",Scopus,2-s2.0-0035673264
"Krueger, N., Dickson, P.R.","7003458483; 7005285166","How Believing in Ourselves Increases Risk Taking: Perceived Self‐Efficacy and Opportunity Recognition",1994,"Decision Sciences",25,"3",,385,400,,503,10.1111/j.1540-5915.1994.tb01849.x,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84990586591&partnerID=40&md5=ad2a57d99601748339e6aaa51380ae38",Article,Final,"",Scopus,2-s2.0-84990586591
"Alvesson, M.","6603942588","ORGANIZATIONS AS RHETORIC: KNOWLEDGE‐INTENSIVE FIRMS AND THE STRUGGLE WITH AMBIGUITY",1993,"Journal of Management Studies",30,"6",,997,1015,,503,10.1111/j.1467-6486.1993.tb00476.x,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85025238383&partnerID=40&md5=e2faa51b28eecccf2d2f1efb25f4928e",Article,Final,"",Scopus,2-s2.0-85025238383
"Baccarini, D.","","The logical framework method for defining project success",1999,"Project Management Journal",30,"4",,25,32,,502,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0001842404&partnerID=40&md5=81db6da5eb6d71fefc63dce316540e3f",Article,Final,"",Scopus,2-s2.0-0001842404
"Kidd, P.T.","",[No title available],1994,"Agile Manufacturing: Forging New Frontiers",,"",,,,,502,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0004053753&partnerID=40&md5=d076cf1e980c7b574b626cde339dd59e",Article,Final,"",Scopus,2-s2.0-0004053753
"Hendricks, K.B., Singhal, V.R., Stratman, J.K.","7005773142; 7006151063; 6602473922","The impact of enterprise systems on corporate performance: A study of ERP, SCM, and CRM system implementations",2007,"Journal of Operations Management",25,"1",,65,82,,500,10.1016/j.jom.2006.02.002,"https://www.scopus.com/inward/record.url?eid=2-s2.0-33845338757&partnerID=40&md5=c4a29d354af3f4fc3f9ce018237549cf",Article,Final,"",Scopus,2-s2.0-33845338757
"Kotter, J.P., Cohen, D.S."," ",[No title available],2002,"The Heart of Change: Real-Life Stories of How People Change Their Organizations",,"",,,,,500,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0346369572&partnerID=40&md5=2a660a5f80b07eaf8d1b04eddaaae1f5",Article,Final,"",Scopus,2-s2.0-0346369572
"Premkumar, G., Ramamurthy, K., Nilakanta, S.","6701496143; 7006783806; 6603366067","Implementation of electronic data interchange: An innovation diffusion perspective",1994,"Journal of Management Information Systems",11,"2",,157,186,,499,10.1080/07421222.1994.11518044,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0000076972&partnerID=40&md5=44e55f408e1b3d09b1f21afd2575761c",Article,Final,"",Scopus,2-s2.0-0000076972
"Robey, D., Boudreau, M.-C.","7003803987; 7003975342","Accounting for the Contradictory Organizational Consequences of Information Technology: Theoretical Directions and Methodological Implications",1999,"Information Systems Research",10,"2",,167,185,,498,10.1287/isre.10.2.167,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0033422813&partnerID=40&md5=99cbad93fe4318444b586ad37d89b3d1",Article,Final,"",Scopus,2-s2.0-0033422813
"Zucker, L.G.","","Organizations as institutions",1983,"Research in the Sociology of Organizations",2,"",,1,47,,498,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0002086749&partnerID=40&md5=f69a473b4838c629dc046e9eb5c637ac",Article,Final,"",Scopus,2-s2.0-0002086749
"Ansoff, H.I.","6506564189","Managing Strategic Surprise by Response to Weak Signals",1975,"California Management Review",18,"2",,21,33,,498,10.2307/41164635,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84968297734&partnerID=40&md5=b4cb8a5fac18d2162826b3aa727515f0",Article,Final,"",Scopus,2-s2.0-84968297734
