Authors,Title,Year,Source title,Link,Document Type,Source
"Thong J.Y.L., Hong S.-J., Tam K.Y.","The effects of post-adoption beliefs on the expectation-confirmation model for information technology continuance",2006,"International Journal of Human Computer Studies","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33745556600&doi=10.1016%2fj.ijhcs.2006.05.001&partnerID=40&md5=3ea9707fcf3df3a9af14c5dcb8797f0d",Article,Scopus
"Bagozzi R.P., Edwards J.R.","A general approach for representing constructs in organizational research",1998,"Organizational Research Methods","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0001925985&doi=10.1177%2f109442819800100104&partnerID=40&md5=6a3e663dc4c78d5d0e433542a3e74fff",Article,Scopus
"Huber G.P.","A theory of the effects of advanced information technologies on organizational design, intelligence, and decision making",1990,"Academy of Management Review",,,Scopus
"Heeks R.","Information systems and developing countries: Failure, success, and local improvisations",2002,"Information Society","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036017133&doi=10.1080%2f01972240290075039&partnerID=40&md5=8aa03b264b82e32cd8d53c651a9f874f",Article,Scopus
"Snell S.A., Dean J.W. Jr.","Integrated manufacturing and human resource management: A human capital perspective",1992,"Academy of Management Journal",,,Scopus
"Long J.S.","Confirmatory factor analysis",1983,"Confirmatory Factor Analysis",,,Scopus
"Berry L.L., Seiders K., Grewal D.","Understanding service convenience",2002,"Journal of Marketing","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036021514&doi=10.1509%2fjmkg.66.3.1.18505&partnerID=40&md5=0bf76cf913ae4775a8c51733c21118f6",Article,Scopus
"Orlikowski W.J., Robey D.","Information technology and the structuring of organizations",1991,"Information Systems Research","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0001229464&doi=10.1287%2fisre.2.2.143&partnerID=40&md5=a9339ea3244c396681ece5b3e19ae5e2",Article,Scopus
"Goodhue D.L.","Understanding user evaluations of information systems",1995,"Management Science",,,Scopus
"Robey D., Ross J.W., Boudreau M.-C.","Learning to implement enterprise systems: An exploratory study of the dialectics of change",2002,"Journal of Management Information Systems","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036608268&doi=10.1080%2f07421222.2002.11045713&partnerID=40&md5=e09a78126eebeccfed87b6d593e6b124",Article,Scopus
"Mingers J.","Combining IS Research Methods: Towards a Pluralist Methodology",2001,"Information Systems Research","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0035599029&doi=10.1287%2fisre.12.3.240.9709&partnerID=40&md5=a9ed96b21bf31ebae41cb0ab498f28a9",Article,Scopus
"Wanberg C.R., Banas J.T.","Predictors and outcomes of openness to changes in a reorganizing workplace",2000,"Journal of Applied Psychology","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0034131551&doi=10.1037%2f0021-9010.85.1.132&partnerID=40&md5=5d33f01d8c4070b41429106018a915a5",Article,Scopus
"Brown S.P., Peterson R.A.","Antecedents and consequences of salesperson job satisfaction: Meta-analysis and assessment of causal effects",1993,"Journal of Marketing Research",,,Scopus
"Wirth N.","Program Development by Stepwise Refinement",1971,"Communications of the ACM","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84976773567&doi=10.1145%2f362575.362577&partnerID=40&md5=6955def1df9bcd360eaea466a772d409",Article,Scopus
"Humphrey W.S.","A discipline for software engineering",1995,"A Discipline for Software Engineering",,,Scopus
"Katz R.","The effects of group longevity on project communication and performance",1982,"Administrative Science Quarterly",,,Scopus
"Holland C.P., Light B.","Critical success factors model for ERP implementation",1999,"IEEE Software","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0032628083&doi=10.1109%2f52.765784&partnerID=40&md5=40eb2f01e07f3ddc662c441f1a56379d",Article,Scopus
"Burton-Jones A., Straub Jr. D.W.","Reconceptualizing system usage: An approach and empirical test",2006,"Information Systems Research","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33748526148&doi=10.1287%2fisre.1060.0096&partnerID=40&md5=919a9f1c7372f63ac723309bb2e36fbe",Article,Scopus
"Wegner D.M., Wheatley T.","Apparent mental causation: Sources of the experience of will",1999,"American Psychologist","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0033159020&doi=10.1037%2f0003-066X.54.7.480&partnerID=40&md5=9c071fe7a500cc7b464bd0ced6b0d668",Article,Scopus
"Chou C.P., Bentler P.M.","Estimates and tests in structural equation modeling",1995,"Structural Equation Modeling: Concepts, Issues, and Applications",,,Scopus
"Terry D.J., Hogg M.A., White K.M.","The theory of planned behaviour : Self- Identity, social identity and group norms",1999,"British Journal of Social Psychology","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0013435035&doi=10.1348%2f014466699164149&partnerID=40&md5=473abe5cc22c6459f34ee5fa716ff6cb",Article,Scopus
"Wang Y.-S., Wang Y.-M., Lin H.-H., Tang T.-I.","Determinants of user acceptance of Internet banking: An empirical study",2003,"International Journal of Service Industry Management","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0344980727&doi=10.1108%2f09564230310500192&partnerID=40&md5=e1049061582257511adb96934ac81dcc",Conference Paper,Scopus
"Soh C., Kien S.S., Tay-Yap J.","Cultural fits and misfits: Is ERP a universal solution?",2000,"Communications of the ACM","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0002227327&doi=10.1145%2f332051.332070&partnerID=40&md5=27ebd441374329d3f42747fe6840236e",Article,Scopus
"Venkatesh V., Morris M.G., Ackerman P.L.","A Longitudinal Field Investigation of Gender Differences in Individual Technology Adoption Decision-Making Processes",2000,"Organizational Behavior and Human Decision Processes","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0001900517&doi=10.1006%2fobhd.2000.2896&partnerID=40&md5=3de54b2e84d507edc20c058d3003a7f5",Article,Scopus
"Straub D., Keil M., Brenner W.","Testing the technology acceptance model across cultures: A three country study",1997,"Information and Management","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0002630371&doi=10.1016%2fS0378-7206%2897%2900026-8&partnerID=40&md5=bb7ca5e374fb6b7b88271cb6a73f754a",Article,Scopus
"Gatignon H., Robertson T.S.","A propositional inventory for new diffusion research",1985,"Journal of Consumer Research",,,Scopus
"Weick K.E.","Improvisation as a Mindset for Organizational Analysis",1998,"Organization Science","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0032356190&doi=10.1287%2forsc.9.5.543&partnerID=40&md5=a0fb9c8e5c7037f24a6f964a7cde2b76",Article,Scopus
"Moorman C., Miner A.S.","Organizational improvisation and organizational memory",1998,"Academy of Management Review","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0032346983&doi=10.5465%2fAMR.1998.1255634&partnerID=40&md5=472755c91a42a54f75d20df9cc356520",Article,Scopus
"Srite M., Karahanna E.","The role of espoused national cultural values in technology acceptance",2006,"MIS Quarterly: Management Information Systems","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33846076044&doi=10.2307%2f25148745&partnerID=40&md5=f666f37e69ec8f5e4b852f73408bfc51",Article,Scopus
"Boudreau M.-C., Robey D.","Enacting integrated information technology: A human agency perspective",2005,"Organization Science","https://www.scopus.com/inward/record.uri?eid=2-s2.0-14944380946&doi=10.1287%2forsc.1040.0103&partnerID=40&md5=3946024fc59d4c2453a9dea275f977d7",Conference Paper,Scopus
"Chin W.W., Todd P.A.","On the use, usefulness, and ease of use of structural equation modeling in mis research: A note of caution",1995,"MIS Quarterly: Management Information Systems","https://www.scopus.com/inward/record.uri?eid=2-s2.0-4243109031&doi=10.2307%2f249690&partnerID=40&md5=1df7577764f3dd26f20cc9e6efa9c64a",Article,Scopus
"Igbaria M., Guimaraes T., Davis G.B.","Testing the determinants of microcomputer usage via a structural equation model",1995,"Journal of Management Information Systems",,,Scopus
"Bennett S., Woods T., Liyanage W.M., Smith D.L.","A simplified general method for cluster-sample surveys of health in developing countries",1991,"World Health Statistics Quarterly","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0025946182&partnerID=40&md5=0d7ecf361e96854b76ecd0ea336c493c",Short Survey,Scopus
"Orlikowski W.J., Barley S.R.","Technology and institutions: What can research on information technology and research on organizations learn from each other?",2001,"MIS Quarterly: Management Information Systems","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0013189304&doi=10.2307%2f3250927&partnerID=40&md5=e17fa81775909d17acc060d915d1f8e2",Article,Scopus
"Taylor S., Todd P.","Decomposition and crossover effects in the theory of planned behavior: A study of consumer adoption intentions",1995,"International Journal of Research in Marketing","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0000527674&doi=10.1016%2f0167-8116%2894%2900019-K&partnerID=40&md5=10bcdd94f37c783e8c2bf2c226716357",Article,Scopus
"Webster J., Martocchio J.J.","Microcomputer playfulness: Development of a measure with workplace implications",1992,"MIS Quarterly: Management Information Systems","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0000720688&doi=10.2307%2f249576&partnerID=40&md5=9a91a9b3caaa51d6daaf99a96b639793",Article,Scopus
"Hall R.H.","Professionalization and bureaucratization",1968,"American Sociological Review",,,Scopus
"Welch E.W., Hinnant C.C., Moon M.J.","Linking citizen satisfaction with e-government and trust in government",2005,"Journal of Public Administration Research and Theory","https://www.scopus.com/inward/record.uri?eid=2-s2.0-25144457211&doi=10.1093%2fjopart%2fmui021&partnerID=40&md5=42bb2eccff0661f1575f2e2110c3ca1c",Review,Scopus
"Jeyaraj A., Rottman J.W., Lacity M.C.","A review of the predictors, linkages, and biases in IT innovation adoption research",2006,"Journal of Information Technology","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33344465188&doi=10.1057%2fpalgrave.jit.2000056&partnerID=40&md5=89c4ffa1db37e60485738bd33348196d",Review,Scopus
"Gefen D., Straub D.","Managing user trust in B2C e-services",2003,"E-Service Journal",,,Scopus
"Lee M.-C.","Explaining and predicting users' continuance intention toward e-learning: An extension of the expectation-confirmation model",2010,"Computers and Education","https://www.scopus.com/inward/record.uri?eid=2-s2.0-71549137163&doi=10.1016%2fj.compedu.2009.09.002&partnerID=40&md5=6915654dfd333d6555ec6605b3b9aee9",Article,Scopus
"Sparks P., Shepherd R.","Self-identity and the theory of planned behavior: Assessing the role of identification with green consumerism",1992,"Social Psychology Quarterly",,,Scopus
"Lewis W., Agarwal R., Sambamurthy V.","Sources of influence on beliefs about information technology use: An empirical study of knowledge workers",2003,"MIS Quarterly: Management Information Systems","https://www.scopus.com/inward/record.uri?eid=2-s2.0-9744226442&doi=10.2307%2f30036552&partnerID=40&md5=804cd2d5cf13acabb5f8123a3de2967e",Article,Scopus
"Teo T.S.H., Srivastava S.C., Jiang L.","Trust and electronic government success: An empirical study",2008,"Journal of Management Information Systems","https://www.scopus.com/inward/record.uri?eid=2-s2.0-66549112612&doi=10.2753%2fMIS0742-1222250303&partnerID=40&md5=4ac3dc9ddfdcc0f5b762e889e632104c",Article,Scopus
"West M.A., Anderson N.R.","Innovation in top management teams",1996,"Journal of Applied Psychology","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0030350620&doi=10.1037%2f0021-9010.81.6.680&partnerID=40&md5=ee2c0db0923fbe3255c27721cbb02d8c",Article,Scopus
"Lee M.K.O., Cheung C.M.K., Chen Z.","Acceptance of Internet-based learning medium: The role of extrinsic and intrinsic motivation",2005,"Information and Management","https://www.scopus.com/inward/record.uri?eid=2-s2.0-28044472075&doi=10.1016%2fj.im.2003.10.007&partnerID=40&md5=b737a825a8c4703e91d253f5522c13ea",Article,Scopus
"Yi M.Y., Jackson J.D., Park J.S., Probst J.C.","Understanding information technology acceptance by individual professionals: Toward an integrative view",2006,"Information and Management","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33644689400&doi=10.1016%2fj.im.2005.08.006&partnerID=40&md5=7ce6d689eced13e4445ed988748430a5",Article,Scopus
"Coleman J.S.","Social capital in the creation of human capital",1988,"American Journal of Sociology",,,Scopus
"Mintzberg H.","An emerging strategy of ""direct"" research",1979,"Administrative Science Quarterly",,,Scopus
"Verplanken B., Aarts H.","Habit, Attitude, and Planned Behaviour: Is Habit an Empty Construct or an Interesting Case of Goal-directed Automaticity?",1999,"European Review of Social Psychology","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85051111546&doi=10.1080%2f14792779943000035&partnerID=40&md5=af6f997d9185e2b7ba2c0b4de34e4905",Article,Scopus
"Zanna M.P., Rempel J.K.","Attitudes: A new look at an old concept",1988,"The Social Psychology of Knowledge",,,Scopus
"Leonard-Barton D.","Implementation as mutual adaptation of technology and organization",1988,"Research Policy","https://www.scopus.com/inward/record.uri?eid=2-s2.0-13644249522&doi=10.1016%2f0048-7333%2888%2990006-6&partnerID=40&md5=94a6fd6e819571869e1ae1e9fe30b690",Article,Scopus
"Noe R.A.","Trainees' attributes and attitudes: Neglected influences on training effectiveness",1986,"Academy of Management Review",,,Scopus
"Chau P.Y.K., Hu P.J.-H.","Investigating healthcare professionals' decisions to accept telemedicine technology: An empirical test of competing theories",2002,"Information and Management","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036132564&doi=10.1016%2fS0378-7206%2801%2900098-2&partnerID=40&md5=51b3d656de53c542878cc719abfc4171",Article,Scopus
"Beach L.R., Mitchell T.R.","A contingency model for the selection of decision strategies",1978,"Academy of Management Review",,,Scopus
"Srivastava R.K., Shervani T.A., Fahey L.","Marketing, business processes, and shareholder value: An organizationally embedded view of marketing activities and the discipline of marketing",1999,"Journal of Marketing","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0033461744&doi=10.2307%2f1252110&partnerID=40&md5=c3aa1daac59f12925f2877c93ecebdea",Article,Scopus
"Alvesson M., Kärreman D.","Constructing mystery: Empirical matters in theory development",2007,"Academy of Management Review","https://www.scopus.com/inward/record.uri?eid=2-s2.0-35349027260&doi=10.5465%2fAMR.2007.26586822&partnerID=40&md5=b8fc6d326004ce62bccc6770d909cae9",Article,Scopus
"Beer M., Eisenstat R.A., Spector B.","Why change programs don't produce change.",1990,"Harvard business review","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0025519097&partnerID=40&md5=977ae18de342bf3601dedec991852e0e",Article,Scopus
"Segars A.H.","Assessing the unidimensionality of measurement: A paradigm and illustration within the context of information systems research",1997,"Omega","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0031066695&doi=10.1016%2fS0305-0483%2896%2900051-5&partnerID=40&md5=0cc1684b1d3deaac745e41d36dec37ac",Article,Scopus
"Ibarra H., Andrews S.B.","Power, social influence, and sense making: Effects of network centrality and proximity on employee perceptions",1993,"Administrative Science Quarterly",,,Scopus
"Straub D., Limayem M., Karahanna-Evaristo E.","Measuring system usage: Implications for IS theory testing",1995,"Management Science",,,Scopus
"Hedges L.V.","Estimation of effect size from a series of independent experiments",1982,"Psychological Bulletin","https://www.scopus.com/inward/record.uri?eid=2-s2.0-58149404513&doi=10.1037%2f0033-2909.92.2.490&partnerID=40&md5=97c91412d87a98963416d3b924963555",Article,Scopus
"Markus M.L.","Toward a “Critical Mass” Theory of Interactive Media: Universal Access, Interdependence and Diffusion",1987,"Communication Research","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84965565212&doi=10.1177%2f009365087014005003&partnerID=40&md5=7d1e7b6c3473b4e5f15969d32a1e53cd",Article,Scopus
"Weill P.","The relationship between investment in information technology and firm performance: A study of the valve manufacturing sector",1992,"Information Systems Research","https://www.scopus.com/inward/record.uri?eid=2-s2.0-73549107428&doi=10.1287%2fisre.3.4.307&partnerID=40&md5=3b7e441e20b9f6baff03d0bbbaf28cd4",Article,Scopus
"Boudreau M.-C., Gefen D., Straub D.W.","Validation in information systems research: A state-of-the-art assessment",2001,"MIS Quarterly: Management Information Systems","https://www.scopus.com/inward/record.uri?eid=2-s2.0-9744260316&doi=10.2307%2f3250956&partnerID=40&md5=602990434739fdc44c51c8e0e7a1d5cd",Article,Scopus
"Kim S.S., Malhotra N.K.","A longitudinal model of continued IS use: An integrative view of four mechanisms underlying postadoption phenomena",2005,"Management Science","https://www.scopus.com/inward/record.uri?eid=2-s2.0-20944439353&doi=10.1287%2fmnsc.1040.0326&partnerID=40&md5=3d0c911bd3d7cbb35d38b717884bee3d",Article,Scopus
"Burkhardt M.E., Brass D.J.","Changing patterns or patterns of change: The effects of a change in technology on social network structure and power",1990,"Administrative Science Quarterly",,,Scopus
"Karahanna E., Straub D.W.","The psychological origins of perceived usefulness and ease-of-use",1999,"Information and Management","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0001282226&doi=10.1016%2fS0378-7206%2898%2900096-2&partnerID=40&md5=c3f18dba337401745014effc9f41c6a4",Article,Scopus
"Barley S.R.","The alignment of technology and structure through roles and networks.",1990,"Administrative science quarterly","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0025392421&doi=10.2307%2f2393551&partnerID=40&md5=28337ecd9f27d7e2489dd870b497af2a",Review,Scopus
"Fulk J.","Social construction of communication technology",1993,"Academy of Management Journal",,,Scopus
"Lin J.C-C., Lu H.","Towards an understanding of the behavioural intention to use a web site",2000,"International Journal of Information Management","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0342572606&doi=10.1016%2fS0268-4012%2800%2900005-0&partnerID=40&md5=4fd2dc7b8c146898b5cb68b98d82761c",Article,Scopus
"Strauss A., Schatzman L., Ehrlich D., Bucher R., Sabshin M.","The hospital and its negotiated order",1963,"The Hospital in Modern Society",,,Scopus
"Chin W.W., Gopal A.","Adoption intention in gss: Relative importance of beliefs",1995,"ACM SIGMIS Database","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84976722216&doi=10.1145%2f217278.217285&partnerID=40&md5=f5c5aae00b1b1abccbf289a21a7e85fe",Article,Scopus
"Gupta A.K., Raj S.P., Wilemon D.","A model for studying R&D-marketing interface in the product innovation process",1986,"Journal of Marketing",,,Scopus
"Stryker S., Serpe R.T.","Identity salience and psychological centrality: Equivalent, overlapping, or complementary concepts?",1994,"Social Psychology Quarterly",,,Scopus
"Rhodes S.R.","Age-related differences in work attitudes and behavior: A review and conceptual analysis",1983,"Psychological Bulletin","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33751007318&doi=10.1037%2f0033-2909.93.2.328&partnerID=40&md5=41843f53cd0f6d17f6c57f501f61ce4b",Article,Scopus
"Gefen D., Karahanna E., Straub D.W.","Inexperience and experience with online stores: The importance of TAM and trust",2003,"IEEE Transactions on Engineering Management","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0242365487&doi=10.1109%2fTEM.2003.817277&partnerID=40&md5=494289f621d781e25de8182b9b6b4a82",Article,Scopus
"Fichman R.G., Kemerer C.F.","The assimilation of software process innovations: An organizational learning perspective",1997,"Management Science","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0031248486&doi=10.1287%2fmnsc.43.10.1345&partnerID=40&md5=1cec8b1d2f0cc7b3236c11577eee36be",Review,Scopus
"Downs G.W., Mohr L.B.","Conceptual issues in the study of innovation",1976,"Administrative Science Quarterly",,,Scopus
"Miner A.S., Bassoff P., Moorman C.","Organizational improvisation and learning: A field study",2001,"Administrative Science Quarterly","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0035539608&doi=10.2307%2f2667089&partnerID=40&md5=3cafa1706b232271850dca4238f37a02",Article,Scopus
"Doll W.J., Xia W., Torkzadeh G.","A confirmatory factor analysis of the end-user computing satisfaction instrument",1994,"MIS Quarterly: Management Information Systems","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0001454849&doi=10.2307%2f249524&partnerID=40&md5=45e948f7406fb70bffdb0f0d4cacde3a",Article,Scopus
"Burnkrant R.E., Cousineau A.","Informational and normative social influence in buyer behavior",1975,"Journal of Consumer Research",,,Scopus
"Lin C.S., Wu S., Tsai R.J.","Integrating perceived playfulness into expectation-confirmation model for web portal context",2005,"Information and Management","https://www.scopus.com/inward/record.uri?eid=2-s2.0-18544370704&doi=10.1016%2fj.im.2004.04.003&partnerID=40&md5=b5c0b1ad579ed5994b4bd82c1754581c",Article,Scopus
"Davis F.D., Venkatesh V.","A critical assessment of potential measurement biases in the technology acceptance model: Three experiments",1996,"International Journal of Human Computer Studies","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0030196246&doi=10.1006%2fijhc.1996.0040&partnerID=40&md5=ab36a6a95cd6c6617f386f7a0a777548",Article,Scopus
"Chau P.Y.K.","An Empirical Assessment of a Modified Technology Acceptance Model",1996,"Journal of Management Information Systems","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0030307369&doi=10.1080%2f07421222.1996.11518128&partnerID=40&md5=e5a8d7e74a8e0248a2e5e5c5cdf86955",Article,Scopus
"Lyytinen K., Hirschheim R.","Information systems failures - A survey and classification of the empirical literature",1987,"Oxford Surveys in Information Technology",,,Scopus
"Marakas G.M., Yi M.Y., Johnson R.D.","The Multilevel and Multifaceted Character of Computer Self-Efficacy: Toward Clarification of the Construct and an Integrative Framework for Research",1998,"Information Systems Research","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0032341068&doi=10.1287%2fisre.9.2.126&partnerID=40&md5=7bc1276f3276d9871a20ecf2bf9bfd4e",Article,Scopus
"Keen P.G.W.","Information systems and organizational change",1981,"Communications of the ACM","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84974744330&doi=10.1145%2f358527.358543&partnerID=40&md5=d4cb21b625d91ec236679f6f6f21034e",Article,Scopus
"Igbaria M., Parasuraman S., Baroudi J.J.","A Motivational Model of Microcomputer Usage",1996,"Journal of Management Information Systems","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0030307377&doi=10.1080%2f07421222.1996.11518115&partnerID=40&md5=e9bead63a4135dacc7b77c595a7a43b9",Article,Scopus
"Barki H., Hartwick J.","Measuring user participation, user involvement, and user attitude",1994,"MIS Quarterly: Management Information Systems","https://www.scopus.com/inward/record.uri?eid=2-s2.0-18444418621&doi=10.2307%2f249610&partnerID=40&md5=8f6c838200091fba3f572ec705ebc964",Article,Scopus
"Warkentin M., Gefen D., Pavlou P., Rose G.","Encouraging citizen adoption of e-government by building trust",2002,"Electronic Markets",,,Scopus
"Saadé R., Bahli B.","The impact of cognitive absorption on perceived usefulness and perceived ease of use in on-line learning: An extension of the technology acceptance model",2005,"Information and Management","https://www.scopus.com/inward/record.uri?eid=2-s2.0-10644286699&doi=10.1016%2fj.im.2003.12.013&partnerID=40&md5=eb51d88bae723c900522dfb58d6b7cc2",Article,Scopus
"Sewell G., Wilkinson B.","Someone to Watch Over Me: Surveillance, Discipline and the Just-in-Time Labour Process",1992,"Sociology","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84965409764&doi=10.1177%2f0038038592026002009&partnerID=40&md5=e9077353c8b7e00d64212b38c5c7d117",Article,Scopus
"Nicholson N.","A theory of work role transitions",1984,"Administrative Science Quarterly",,,Scopus
"Abrams D., Hogg M.A.",[No title available],1990,"Social Identity Theory: Constructive and Critical Advances",,,Scopus
"Roberts S., Pashler H.","How persuasive is a good fit? A comment on theory testing",2000,"Psychological Review","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0034168516&doi=10.1037%2f0033-295X.107.2.358&partnerID=40&md5=21346961cf9b5b6ce6fbb83b1b3491a9",Review,Scopus
"Applegate L.M., McFarlan F.W., McKenney J.L.",[No title available],1996,"Corporate Information Systems Management: Text and Cases, 4th Edition",,,Scopus
"Agarwal R., Sambamurthy V., Stair R.M.","Research Report: The Evolving Relationship between General and Specific Computer Self-Efficacy - An Empirical Assessment",2000,"Information Systems Research","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0034557459&doi=10.1287%2fisre.11.4.418.11876&partnerID=40&md5=380b63a0d6fd8ff4afb2faefb549eda7",Article,Scopus
"Straub Jr. D.W.","Effective IS security: An empirical study",1990,"Information Systems Research","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0000280419&doi=10.1287%2fisre.1.3.255&partnerID=40&md5=7254de37c6c52ffe8d5f097ec5ac2cb0",Article,Scopus
"Ram S., Sheth J.N.","Consumer resistance to innovations: The marketing problem and its solutions",1989,"Journal of Consumer Marketing","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0001786531&doi=10.1108%2fEUM0000000002542&partnerID=40&md5=e5563b0a5dc6aff092f03b00e10c8783",Article,Scopus
"Guttman L.","A basis for analyzing test-retest reliability",1945,"Psychometrika","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0000087428&doi=10.1007%2fBF02288892&partnerID=40&md5=377cdf2a9a0d060fb19e43c9bf699d20",Article,Scopus
"Humphrey W.S.",[No title available],1997,"Introduction to the Personal Software Process",,,Scopus
"Sun H., Zhang P.","The role of moderating factors in user technology acceptance",2006,"International Journal of Human Computer Studies","https://www.scopus.com/inward/record.uri?eid=2-s2.0-27944507315&doi=10.1016%2fj.ijhcs.2005.04.013&partnerID=40&md5=fd0e1803cff3cce49ce43cd79005bd6b",Article,Scopus
"West M.A.","The social psychology of innovation in groups",1990,"Innovation and Creativity at Work: Psychological and Organizational Strategies",,,Scopus
"Ford J.D., Ford L.W.","The role of conversations in producing intentional change in organizations",1995,"Academy of Management Review",,,Scopus
"Zajonc R.B., Markus H.","Affective and cognitive factors in preferences",1982,"Journal of Consumer Research",,,Scopus
"Wang W., Benbasat I.","Trust in and adoption of online recommendation agents",2005,"Journal of the Association for Information Systems",,,Scopus
"Hong W., Thong J.Y.L., Wong W.-M., Tam K.-Y.","Determinants of user acceptance of digital libraries: An empirical examination of individual differences and system characteristics",2001,"Journal of Management Information Systems","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0035673264&doi=10.1080%2f07421222.2002.11045692&partnerID=40&md5=9f3e41c9964935542ac285814d10e8e9",Article,Scopus
"Venkatesh V., Speier C., Morris M.G.","User acceptance enablers in individual decision making about technology: Towards an integrated model",2002,"Decision Sciences","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036059147&doi=10.1111%2fj.1540-5915.2002.tb01646.x&partnerID=40&md5=feb4735b139afde95167161a889378f4",Article,Scopus
"Premkumar G., Ramamurthy K., Nilakanta S.","Implementation of electronic data interchange: An innovation diffusion perspective",1994,"Journal of Management Information Systems","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0000076972&doi=10.1080%2f07421222.1994.11518044&partnerID=40&md5=f028ae323b3427bbda7999977fe8508f",Article,Scopus
"Robey D., Boudreau M.-C.","Accounting for the Contradictory Organizational Consequences of Information Technology: Theoretical Directions and Methodological Implications",1999,"Information Systems Research","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0033422813&doi=10.1287%2fisre.10.2.167&partnerID=40&md5=6da1ce243b0f3b3fadd3bb2b8e864a3d",Article,Scopus
"Tannenbaum S.I., Yukl G.","Training and development in work organizations",1992,"Annual Review of Psychology","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0001547680&doi=10.1146%2fannurev.ps.43.020192.002151&partnerID=40&md5=a94ed2614951e64d0ddda2976a8393d5",Article,Scopus
"Leonard-Barton D., Deschamps I.","Managerial influence in the implementation of new technology",1988,"Management Science",,,Scopus
"Webster J., Hackley P.","Teaching effectiveness in technology-mediated distance learning",1997,"Academy of Management Journal","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0031283931&doi=10.2307%2f257034&partnerID=40&md5=bca73690a261f18ab1eeef90450e2ee5",Article,Scopus
"LaRose R., Eastin M.S.","A social cognitive theory of Internet uses and gratifications: Toward a new model of media attendance",2004,"Journal of Broadcasting & Electronic Media",,,Scopus
"Melone N.P.","A theoretical assessment of the user-satisfaction construct in information systems research",1990,"Management Science",,,Scopus
"Swanson E.B., Ramiller N.C.","The Organizing Vision in Information Systems Innovation",1997,"Organization Science","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0031512927&doi=10.1287%2forsc.8.5.458&partnerID=40&md5=451f6188728f855f69a83fbc46d3c3b4",Article,Scopus
