Author,Title,Year,Source Title,Document Type,FAMILY_TYPE
"Smith D., Eastcroft M., Mahmood N., Rode H.",Risk factors affecting software projects in South Africa,2006,South African Journal of Business Management,,CHILD
"Straub D.W., Welke R.J.",Coping with systems risk: Security planning models for management decision making,1998,MIS Quarterly: Management Information Systems,Article,CHILD
Taylor H.,Risk management and problem resolution strategies for IT projects: Prescription and practice,2006,Project Management Journal,,CHILD
"Tesch D., Kloppenborg T.J., Frolick M.N.",It project risk factors: The project management professionals perspective,2007,Journal of Computer Information Systems,Article,CHILD
[No author name available],China Offshore Software Outsourcing Market Quarterly Tracker Q1 2008,2008,,,CHILD
[No author name available],2004-2005 Chinese Software Industry Research Report (Hitting the headlines article),2005,,,CHILD
"Tiwana A., Keil M.",The one-minute risk assessment tool,2004,Communications of the ACM,Review,CHILD
"Turoff M., Hiltz S.R.",Computer based Delphi processes,1996,Gazing into the Oracle: The Delphi Method and Its Application to Social Policy and Public Health,,CHILD
"Wallace L., Keil M., Rai A.",Understanding software project risk: A cluster analysis,2004,Information and Management,Article,CHILD
"Wat F.K.T., Ngai E.W.T., Cheng T.C.E.",Potential risks to e-commerce development using exploratory factor analysis,2005,"International Journal of Services, Technology and Management",Article,CHILD
Reference Count: 56,,,,,
,,,,,
"de Bakker K., Boonstra A., Wortmann H.",Does risk management contribute to IT project success? A meta-analysis of empirical evidence,2010,International Journal of Project Management,Article,PARENT
"Agarwal N., Rathod U.",Defining 'success' for software projects: An exploratory revelation,2006,International Journal of Project Management,Article,CHILD
"Akkermans H., Van Helden K.",Vicious and virtuous cycles in ERP implementation: A case study of interrelations between critical success factors,2002,European Journal of Information Systems,Article,CHILD
Aladwani A.M.,"IT project uncertainty, planning and success:An empirical investigation from Kuwait",2002,Information Technology & People,Article,CHILD
"Alter S., Ginzberg M.",Managing uncertainty in MIS implementation,1978,Sloan Management Review,,CHILD
[No author name available],APM Body of Knowledge,2006,APM Body of Knowledge,,CHILD
Bannerman P.L.,Risk and risk management in software projects: A reassessment,2008,Journal of Systems and Software,Article,CHILD
"Barki H., Rivard S., Talbot J.",An integrative contingency model of software project risk management,2001,Journal of Management Information Systems,Article,CHILD
"Besner C., Hobbs B.",The perceived value and potential contribution of project management practices to project success,2006,Project Management Journal,,CHILD
Boehm B.W.,Software Risk Management: Principles and Practices,1991,IEEE Software,Article,CHILD
Charette Robert N.,Large-scale project management is risk management,1996,IEEE Software,Article,CHILD
"Chen Charlie C. C.C., Law C.C.H., Yang S.C.",Managing ERP implementation failure: A project management perspective,2009,IEEE Transactions on Engineering Management,Article,CHILD
"Cicmil S., Williams T., Thomas J., Hodgson D.",Rethinking Project Management: Researching the actuality of projects,2006,International Journal of Project Management,Article,CHILD
"Conrow E.H., Shishido P.S.",Implementing risk management on software intensive projects,1997,IEEE Software,Article,CHILD
de Wit A.,Measurement of project success,1988,International Journal of Project Management,Article,CHILD
"Del Caño A., De La Cruz M.P.",Integrated methodology for project risk management,2002,Journal of Construction Engineering and Management,Article,CHILD
"Dey P.K., Kinch J., Ogunlana S.O.",Managing risk in software development projects: A case study,2007,Industrial Management and Data Systems,Article,CHILD
"Ehie I.C., Madsen M.",Identifying critical issues in enterprise resource planning (ERP) implementation,2005,Computers in Industry,Article,CHILD
"Flyvbjerg B., Bruzelius N., Rothengatter W.",Megaprojects and risk: An anatomy of ambition,2014,Megaprojects and Risk: An Anatomy of Ambition,Book,CHILD
"Han W.-M., Huang S.-J.",An empirical analysis of risk components and performance on software projects,2007,Journal of Systems and Software,Article,CHILD
Holt R.,Risk Management: The Talking Cure,2004,Organization,Review,CHILD
"Jiang J.J., Klein G.",Risks to different aspects of system success,1999,Information and Management,Article,CHILD
"Jiang J.J., Klein G., Means T.L.",Project risk impact on software development team performance,2000,Project Management Journal,,CHILD
"Keil M., Cule P.E., Lyytinen K., Schmidt R.C.",A framework for identifying software project risks,1998,Communications of the ACM,Article,CHILD
Kruchten P.,The Rational Unified Process,2000,The Rational Unified Process: An Introduction,,CHILD
Kumar R.L.,Managing risks in IT projects: An options perspective,2002,Information and Management,Article,CHILD
"Kutsch E., Hall M.",Intervening conditions on the management of project risk: Dealing with uncertainty in information technology projects,2005,International Journal of Project Management,Article,CHILD
"Lassudrie C., Gullà-Menez G.",An experience in using risk management in a software process improvement programme,2004,Software Process Improvement and Practice,Article,CHILD
"Lyytinen K., Mathiassen L., Ropponen J.",A Framework for software risk management,1996,Journal of Information Technology,Article,CHILD
"Lyytinen K., Mathiassen L., Ropponen J.",Attention Shaping and Software Risk -A Categorical Analysis of Four Classical Risk Management Approaches,1998,Information Systems Research,Article,CHILD
Maguire S.,Identifying risks during information system development: Managing the process,2002,Information Management and Computer Security,Article,CHILD
"March James G., Shapira Zur",MANAGERIAL PERSPECTIVES ON RISK AND RISK TAKING.,1987,Management Science,Article,CHILD
McFarlan F.W.,Portfolio approach to information systems,1981,Harvard Business Review,,CHILD
Pender S.,Managing incomplete knowledge: Why risk management is not sufficient,2001,International Journal of Project Management,Note,CHILD
"Pich M.T., Loch C.H., De Meyer A.","On uncertainty, ambiguity, and complexity in project management",2002,Management Science,Article,CHILD
Pinto J.K.,Project Management: Achieving Competitive Advantage,2007,Project Management: Achieving Competitive Advantage,,CHILD
"Drew Procaccino J., Verner J.M., Overmyer S.P., Darter M.E.",Case study: Factors for early prediction of software development success,2002,Information and Software Technology,Article,CHILD
"Procaccino J.D., Verner J.M.",Software project managers and project success: An exploratory study,2006,Journal of Systems and Software,Article,CHILD
[No author name available],Project management body of knowledge (PMBoK),1986,Project Management Journal,,CHILD
"Raz T., Shenhar A.J., Dvir D.","Risk management, project success, and technological uncertainty",2002,R and D Management,Article,CHILD
"Ropponen J., Lyytinen K.",Components of software development risk: how to address them? A project manager survey,2000,IEEE Transactions on Software Engineering,Article,CHILD
"Sarker S., Lee A.S.",Using a case study to test the role of three key social enablers in ERP implementation,2003,Information and Management,Article,CHILD
"Sauer C., Gemino A., Reich B.H.",The impact of size and volatility on IT project performance,2007,Communications of the ACM,Article,CHILD
"Scott J.E., Vessey I.",Managing Risks in Enterprise Systems Implementations,2002,Communications of the ACM,Article,CHILD
"Shenhar A.J., Dvir D., Levy O., Maltz A.C.",Project success: A multidimensional strategic concept,2001,Long Range Planning,Article,CHILD
"Tesch D., Kloppenborg T.J., Frolick M.N.",It project risk factors: The project management professionals perspective,2007,Journal of Computer Information Systems,Article,CHILD
"Turner J.R., Cochrane R.A.",Goals-and-methods matrix: coping with projects with ill defined goals and/or methods of achieving them,1993,International Journal of Project Management,Article,CHILD
Turner J.R.,Project management: A profession based on knowledge or faith?,1999,International Journal of Project Management,,CHILD
"Voetsch R.J., Cioffi D.F., Anbari F.T.",Project risk management practices and their association with reported project success,2004,Proceedings of 6th IRNOP Project Research Conference,,CHILD
"Wallace L., Keil M., Rai A.",Understanding software project risk: A cluster analysis,2004,Information and Management,Article,CHILD
"Wallace L., Keil M., Rai A.",How software project risk affects project performance: An investigation of the dimensions of risk and an exploratory model,2004,Decision Sciences,Article,CHILD
Whittaker B.,What went wrong? Unsuccessful information technology projects,1999,Information Management and Computer Security,Article,CHILD
Zmud R.W.,Management of large software development efforts,1980,MIS Quarterly: Management Information Systems,Article,CHILD
Reference Count: 52,,,,,
,,,,,
"Kutsch E., Hall M.",Deliberate ignorance in project risk management,2010,International Journal of Project Management,Article,PARENT
Arrow K.J.,Behaviour under uncertainty and its implications for policy,1983,Foundations of Utility and Risk Theory with Applications,,CHILD
"Ben-David I., Raz T.",An integrated approach for risk response development in project planning,2001,Journal of the Operational Research Society,Article,CHILD
Congleton R.D.,In defense of ignorance,2001,Eastern Economic Journal,,CHILD
"Einhorn H.J., Hogarth R.M.",Decision making under ambiguity,1986,Journal of Business,,CHILD
Frosdick S.,The techniques of risk analysis are insufficient in themselves,1997,Disaster Prevention and Management: An International Journal,Article,CHILD
"Ghosh D., Manash R R.","Risk, ambiguity, and decision choice: Some additional evidence",1997,Decision Sciences,Article,CHILD
Greisdorf H.,Relevance thresholds: A multi-stage predictive model of how users evaluate information,2003,Information Processing and Management,Article,CHILD
Hale A.R.,Subjective risk,1987,Risk and Decisions,,CHILD
"Heath C., Tversky A.",Preference and belief: Ambiguity and competence in choice under uncertainty,1991,Journal of Risk and Uncertainty,Article,CHILD
Holt R.,Risk Management: The Talking Cure,2004,Organization,Review,CHILD
Kadefors A.,Trust in project relationships-inside the black box,2004,International Journal of Project Management,Article,CHILD
"Larrick R.P., Soll J.B.",Intuitions about combining opinions: Misappreciation of the averaging principle,2006,Management Science,Article,CHILD
"Machlis G.E., Rosa E.A.",Desired Risk: Broadening the Social Amplification of Risk Framework,1990,Risk Analysis,Article,CHILD
Michalsen A.,Risk assessment and perception.,2003,Injury control and safety promotion,Review,CHILD
"Parker D., Mobey A.",Perceptions in risk evaluation for project management,2003,EurOMA - POMS Conference,,CHILD
Pender S.,Managing incomplete knowledge: Why risk management is not sufficient,2001,International Journal of Project Management,Note,CHILD
"Poortinga W., Pidgeon N.F.",Exploring the dimensionality of trust in risk regulation,2003,Risk Analysis,Article,CHILD
Ramgopal M.,Project uncertainty management,2003,"Cost Engineering (Morgantown, West Virginia)",Article,CHILD
Redmill F.,Risk analysis - A subjective process,2002,Engineering Management Journal,Article,CHILD
"Ritchie B., Marshall D.",Business Risk Management,1993,Business Risk Management,,CHILD
Robson C.,Real world research,1993,Real World Research,,CHILD
Rowe W.D.,Understanding Uncertainty,1994,Risk Analysis,Article,CHILD
Royer P.S.,Risk management: The undiscovered dimension of project management,2000,Project Management Journal,,CHILD
"Sheppard B.H., Sherman D.M.",The grammars of trust: A model and general implications,1998,Academy of Management Review,Article,CHILD
Short J.F.,"On defining, describing, and explaining elephants (and reactions to them): Hazards, disasters, and risk analysis",1989,Mass Emergencies and Disasters,,CHILD
Simon H.A.,Theories of decision-making in economics and behavioral science,1959,American Economic Review,,CHILD
Slovic P.,Perception of risk,1987,Science,Article,CHILD
Slovic P.,"Perceived Risk, Trust, and Democracy",1993,Risk Analysis,Article,CHILD
"Slovic P., Finucane M.L., Peters E., MacGregor D.G.",Risk as analysis and risk as feelings,2002,"Decision Research, Eugene",,CHILD
Smallman C.,Challenging the orthodoxy in risk management,1996,Safety Science,Article,CHILD
Stake R.E.,The art of case study research,1995,The Art of Case Study Research,,CHILD
"Tversky A., Kahneman D.",Advances in prospect theory: Cumulative representation of uncertainty,1992,Journal of Risk and Uncertainty,Article,CHILD
"Walker D.H.T., Aranda-Mena G., Arlt M., Stark J.",E-business and project procurement,2007,Procurement Systems: A Cross-Industry Project Management Perspective,Book Chapter,CHILD
"Weber J.M., Kopelman S., Messick D.M.",A conceptual review of decision making in social dilemmas: Applying a logic of appropriateness,2004,Personality and Social Psychology Review,Review,CHILD
"White M.P., Pahl S., Buehner M., Haye A.",Trust in risky messages: The role of prior attitudes,2003,Risk Analysis,Article,CHILD
Williams T.,Assessing and moving on from the dominant project management discourse in the light of project overruns,2005,IEEE Transactions on Engineering Management,Review,CHILD
"Yang B., Burns N.D., Backhouse C.J.",Management of uncertainty through postponement,2004,International Journal of Production Research,Article,CHILD
Reference Count: 37,,,,,
,,,,,
Bannerman P.L.,Risk and risk management in software projects: A reassessment,2008,Journal of Systems and Software,Article,PARENT
"Abe Joichi, Sakamura Ken, Aiso Hideo",ANALYSIS OF SOFTWARE PROJECT FAILURE.,1979,"Institution of Mechanical Engineers, Conference Publications",Conference Paper,CHILD
"Addison T., Vallabh S.",Controlling software project risks: An empirical study of methods used by experienced project managers,2002,Proceedings of SAICSIT,,CHILD
Atkinson R.,"Project management: Cost, time and quality, two best guesses and a phenomenon, its time to accept other success criteria",1999,International Journal of Project Management,Article,CHILD
"Baker B.N., Fisher D., Murphy D.C.",Project management in the public sector: Success and failure patterns compared to private sector projects,1988,Project Management Handbook,,CHILD
Bannerman P.L.,Software project risk in the public sector,2007,"Proceedings of the Australian Software Engineering Conference, ASWEC",Conference Paper,CHILD
Bannerman P.L.,Toward an integrated framework of software project threats,2008,"Proceedings of the Australian Software Engineering Conference, ASWEC",Conference Paper,CHILD
Bannerman P.L.,Macro-processes informing micro-processes: The case of software project performance,2008,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),Conference Paper,CHILD
"Barki H., Rivard S., Talbot J.",Toward an assessment of software development risk,1993,Journal of Management Information Systems,Article,CHILD
"Barki H., Rivard S., Talbot J.",An integrative contingency model of software project risk management,2001,Journal of Management Information Systems,Article,CHILD
Boehm B.W.,A Spiral Model of Software Development and Enhancement,1988,Computer,Article,CHILD
Boehm B.W.,Software Risk Management: Principles and Practices,1991,IEEE Software,Article,CHILD
"Boehm B.W., Ross R.",Theory-W Software Project Management: Principles and Examples,1989,IEEE Transactions on Software Engineering,Article,CHILD
"Boehm B., Turner R.",Using risk to balance agile and plan-driven methods,2003,Computer,Review,CHILD
Brooks F.P.,The Mythical Man-Month,1975,The Mythical Man-Month,,CHILD
Charette R.N.,The mechanics of managing IT risk,1996,Journal of Information Technology,Article,CHILD
Charette R.N.,Why software fails,2005,IEEE Spectrum,Article,CHILD
Davis G.B.,STRATEGIES FOR INFORMATION REQUIREMENTS DETERMINATION.,1982,IBM Systems Journal,Article,CHILD
"de Camprieu R., Desbiens J., Feixue Y.",'Cultural' differences in project risk perception: An empirical comparison of China and Canada,2007,International Journal of Project Management,Article,CHILD
"Elkington P., Smallman C.",Managing project risks: A case study from the utilities sector,2002,International Journal of Project Management,Article,CHILD
Ferlie E.,Quasi strategy: Strategic management in the contemporary public sector,2002,Handbook of Strategy and Management,,CHILD
"Ibbs C.W., Kwak Y.H.",Assessing project management maturity,2000,Project Management Journal,,CHILD
Jaques T.,"Issue management and crisis management: An integrated, non-linear, relational construct",2007,Public Relations Review,Article,CHILD
"Jiang J.J., Klein G., Ellis T.S.",A measure of software development risk,2002,Project Management Journal,,CHILD
"Johnson J., Boucher K.D., Connors K., Robinson J.",The criteria for success,2001,Software Magazine,,CHILD
"Jugdev K., Mathur G., Fung T.S.",Project management assets and their relationship with the project management capability of the firm,2007,International Journal of Project Management,Article,CHILD
"Keil M., Cule P.E., Lyytinen K., Schmidt R.C.",A framework for identifying software project risks,1998,Communications of the ACM,Article,CHILD
"Keil M., Wallace L., Turk D., Dixon-Randall G., Nulden U.",Investigation of risk perception and risk propensity on the decision to continue a software development project,2000,Journal of Systems and Software,Article,CHILD
Lam W.,Technical risk management on enterprise integration projects,2004,Communications of the AIS,,CHILD
"Lyytinen K., Robey D.",Learning failure in information systems development,1999,Information Systems Journal,Article,CHILD
"Lyytinen K., Mathiassen L., Ropponen J.",A Framework for software risk management,1996,Journal of Information Technology,Article,CHILD
"Lyytinen K., Mathiassen L., Ropponen J.",Attention Shaping and Software Risk -A Categorical Analysis of Four Classical Risk Management Approaches,1998,Information Systems Research,Article,CHILD
"March James G., Shapira Zur",MANAGERIAL PERSPECTIVES ON RISK AND RISK TAKING.,1987,Management Science,Article,CHILD
McFarlan F.W.,Portfolio approach to information systems,1981,Harvard Business Review,,CHILD
Morris P.,Project management: Lessons from IT and non-IT projects,1996,Information Management: The Organizational Dimension,,CHILD
"Mursu A., Lyytinen K., Soriyan H., Korpela M.",Identifying software project risks in nigeria: An International Comparative Study,2003,European Journal of Information Systems,Article,CHILD
Pavlak A.,Project troubleshooting: Tiger teams for reactive risk management,2004,Project Management Journal,,CHILD
"Pearson C.M., Mitroff I.I.",From crisis prone to crisis prepared: A framework for crisis management,1993,Academy of Management Executive,,CHILD
Pender S.,Managing incomplete knowledge: Why risk management is not sufficient,2001,International Journal of Project Management,Note,CHILD
Pfleeger S.L.,Risky business: What we have yet to learn about risk management,2000,Journal of Systems and Software,Article,CHILD
Ropponen J.,Risk assessment and management practices in software development,1999,Beyond the IT Productivity Paradox,,CHILD
"Ropponen J., Lyytinen K.",Can software risk management improve system development: An exploratory study,1997,European Journal of Information Systems,Article,CHILD
"Ropponen J., Lyytinen K.",Components of software development risk: how to address them? A project manager survey,2000,IEEE Transactions on Software Engineering,Article,CHILD
Rubinstein D.,Standish group report: There's less development chaos today,2007,Software Development Times,,CHILD
"Sauer C., Cuthbertson C.",The State of IT Project Management in the UK,2003,The State of IT Project Management in the UK 2002-2003,,CHILD
"Sauer C., Liu L., Johnston K.",Where project managers are kings,2001,Project Management Journal,,CHILD
"Schmidt R., Lyytinen K., Keil M., Cule P.",Identifying software project risks: An international Delphi study,2001,Journal of Management Information Systems,Article,CHILD
"Schultz R.L., Slevin D.P., Pinto J.K.",Strategy and tactics in a process model of project implementation,1987,Interfaces,,CHILD
Schwalbe K.,Project Risk Management,2007,Information Technology Project Management. fifth ed.,,CHILD
Shenhar A.J.,One size does not fit all projects: Exploring classical contingency domains,2001,Management Science,Article,CHILD
"Shenhar A.J., Dvir D.",Project management research: the challenge and opportunity,2007,Project Management Journal,,CHILD
Simister S.J.,Qualitative and quantitative risk management,2004,The Wiley Guide to Managing Projects,,CHILD
"Sommer S.C., Loch C.H.",Selectionism and learning in projects with complexity and unforeseeable uncertainty,2004,Management Science,Article,CHILD
Taylor H.,Risk management and problem resolution strategies for IT projects: Prescription and practice,2006,Project Management Journal,,CHILD
"Tiwana A., Keil M.",The one-minute risk assessment tool,2004,Communications of the ACM,Review,CHILD
"Wallace L., Keil M., Rai A.",How software project risk affects project performance: An investigation of the dimensions of risk and an exploratory model,2004,Decision Sciences,Article,CHILD
"Ward S., Chapman C.",Making risk management more effective,2004,The Wiley Guide to Managing Projects,,CHILD
Wateridge J.,How can IS/IT projects be measured for success?,1998,International Journal of Project Management,Article,CHILD
"Willcocks L.P., Griffiths C.",Management and risk in major information technology projects,1997,Managing IT As A Strategic Resource,,CHILD
Zhang H.,A redefinition of the project risk process: Using vulnerability to open up the event-consequence link,2007,International Journal of Project Management,Article,CHILD
Zmud Robert W.,INDIVIDUAL DIFFERENCES AND MIS SUCCESS: A REVIEW OF THE EMPIRICAL LITERATURE.,1979,Management Science,Article,CHILD
Reference Count: 60,,,,,
,,,,,
"Keil M., Li L., Mathiassen L., Zheng G.",The influence of checklists and roles on software practitioner risk perception and decision-making,2008,Journal of Systems and Software,Article,PARENT
"Arthur J.D., Nance R.E.",Independent verification and validation: a missing link in simulation methodology?,1996,Winter Simulation Conference Proceedings,Conference Paper,CHILD
"Barki H., Rivard S., Talbot J.",Toward an assessment of software development risk,1993,Journal of Management Information Systems,Article,CHILD
Boehm B.W.,Software Risk Management: Principles and Practices,1991,IEEE Software,Article,CHILD
"Calder B.J., Phillips L.W., Tybout A.M.",Designing research for application,1981,Journal of Consumer Research,,CHILD
Calhoun C.C.,Applying independent verification and validation to the automatic test equipment life cycle,1998,IEEE Aerospace and Electronic Systems Magazine,Article,CHILD
"Costa H.R., Barros M.d.O., Travassos G.H.",Evaluating software project portfolio risks,2007,Journal of Systems and Software,Article,CHILD
"Du S., Keil M., Mathiassen L., Shen Y., Tiwana A.","The role of perceived control, attention-shaping, and expertise in IT project risk assessment",2006,Proceedings of the Annual Hawaii International Conference on System Sciences,Conference Paper,CHILD
Fairley R.,Risk management for software projects,1994,IEEE Software,Article,CHILD
"Galliers R.D., Land F.F.",Viewpoint: Choosing Appropriate Information Systems Research Methodologies,1987,Communications of the ACM,Article,CHILD
Gibbs W.W.,Software's chronic crisis,1994,Scientific American,,CHILD
"Han W.-M., Huang S.-J.",An empirical analysis of risk components and performance on software projects,2007,Journal of Systems and Software,Article,CHILD
"Jiang J.J., Klein G., Discenza R.",Information system success as impacted by risks and development strategies,2001,IEEE Transactions on Engineering Management,Article,CHILD
"Keil M., Cule P.E., Lyytinen K., Schmidt R.C.",A framework for identifying software project risks,1998,Communications of the ACM,Article,CHILD
"Keil M., Mann J., Rai A.",Why software projects escalate: An empirical analysis and test of four theoretical models,2000,MIS Quarterly: Management Information Systems,Article,CHILD
"Keil M., Robey D.",Turning around troubled software projects: An exploratory study of the deescalation of commitment to failing courses of action,1999,Journal of Management Information Systems,Article,CHILD
"Keil M., Robey D.",Blowing the whistle on troubled software projects,2001,Communications of the ACM,Article,CHILD
"Keil M., Tiwana A., Bush A.",Reconciling user and project manager perceptions of IT project risk: A Delphi study,2002,Information Systems Journal,Review,CHILD
"Keil M., Wallace L., Turk D., Dixon-Randall G., Nulden U.",Investigation of risk perception and risk propensity on the decision to continue a software development project,2000,Journal of Systems and Software,Article,CHILD
"Li Y., Liao X.",Decision support for risk analysis on dynamic alliance,2007,Decision Support Systems,Article,CHILD
"Lyytinen K., Mathiassen L., Ropponen J.",Attention Shaping and Software Risk -A Categorical Analysis of Four Classical Risk Management Approaches,1998,Information Systems Research,Article,CHILD
Moynihan T.,How experienced project managers assess risk,1997,IEEE Software,Review,CHILD
"Na K.-S., Simpson J.T., Li X., Singh T., Kim K.-Y.",Software development risk and project performance measurement: Evidence in Korea,2007,Journal of Systems and Software,Article,CHILD
"Ngai E.W.T., Wat F.K.T.",Fuzzy decision support system for risk analysis in e-commerce development,2005,Decision Support Systems,Article,CHILD
"Parnas D.L., Clements P.C.",A Rational Design Process: How and Why to Fake It,1986,IEEE Transactions on Software Engineering,Article,CHILD
"Ropponen J., Lyytinen K.",Can software risk management improve system development: An exploratory study,1997,European Journal of Information Systems,Article,CHILD
"Ropponen J., Lyytinen K.",Components of software development risk: how to address them? A project manager survey,2000,IEEE Transactions on Software Engineering,Article,CHILD
"Schmidt R., Lyytinen K., Keil M., Cule P.",Identifying software project risks: An international Delphi study,2001,Journal of Management Information Systems,Article,CHILD
"Kadous K., Sedor L.M.",The Efficacy of Third-Party Consultation in Preventing Managerial Escalation of Commitment: The Role of Mental Representations,2004,Contemporary Accounting Research,Article,CHILD
"Shadish W.R., Cook T.D., Campbell D.T.",Experimental and quasi-experimental designs for generalized causal inference,2002,Experimental and Quasi-experimental Designs for Generalized Causal Inference,,CHILD
Staw B.M.,The escalation of commitment to a course of action,1981,Academy of Management Review,,CHILD
"Tan B.C.Y., Smith H.J., Keil M., Montealegre R.",Reporting bad news about software projects: Impact of organizational climate and information asymmetry in an individualistic and a collectivistic culture,2003,IEEE Transactions on Engineering Management,Article,CHILD
"Wallace L., Keil M., Rai A.",How software project risk affects project performance: An investigation of the dimensions of risk and an exploratory model,2004,Decision Sciences,Article,CHILD
Reference Count: 32,,,,,
,,,,,
Taylor H.,An examination of decision-making in it projects from rational and naturalistic perspectives,2007,ICIS 2007 Proceedings - Twenty Eighth International Conference on Information Systems,Conference Paper,PARENT
"Baccarini D., Salm G., Love P.E.D.",Management of risks in information technology projects,2004,Industrial Management and Data Systems,Review,CHILD
"Barki H., Rivard S., Talbot J.",Toward an assessment of software development risk,1993,Journal of Management Information Systems,Article,CHILD
"Barki H., Rivard S., Talbot J.",An integrative contingency model of software project risk management,2001,Journal of Management Information Systems,Article,CHILD
"Baskerville R.L., Stage J.",Controlling prototype development through risk analysis,1996,MIS Quarterly: Management Information Systems,Article,CHILD
Boehm B.W.,Software Risk Management: Principles and Practices,1991,IEEE Software,Article,CHILD
Charette Robert N.,Large-scale project management is risk management,1996,IEEE Software,Article,CHILD
Charette R.N.,The mechanics of managing IT risk,1996,Journal of Information Technology,Article,CHILD
Davis G.B.,STRATEGIES FOR INFORMATION REQUIREMENTS DETERMINATION.,1982,IBM Systems Journal,Article,CHILD
"Dey P.K., Kinch J., Ogunlana S.O.",Managing risk in software development projects: A case study,2007,Industrial Management and Data Systems,Article,CHILD
DuBois D.A.,"Leveraging hidden expertise: Why, when, and how to use cognitive task analysis",2002,"Creating, Implementing, and Managing Effective Training and Development: State-of-the-art Lessons for Practice",,CHILD
Flanagan J.C.,The critical incident technique,1954,Psychological Bulletin,Article,CHILD
"Heemstra F.J., Kusters R.J.",Dealing with risk: A practical approach,1996,Journal of Information Technology,Article,CHILD
Keil M.,Pulling the plug: Software project management and the problem of project escalation,1995,MIS Quarterly: Management Information Systems,Article,CHILD
Klein G.A.,A recognition-primed decision (RPD) model of rapid decision making,1993,Decision Making in Action: Models and Methods,,CHILD
Klein G.,An overview of naturalistic decision making applications,1997,Naturalistic Decision Making,,CHILD
Klein G.,"The recognition-primed decision (RPD) model: Looking back, looking forward",1997,Naturalistic Decision Making,,CHILD
Klein G.A.,Applied decision making,1999,Human Performance and Ergonomics,,CHILD
"Klein G.A., Calderwood R., Macgregor D.",Critical Decision Method for Eliciting Knowledge,1989,"IEEE Transactions on Systems, Man and Cybernetics",Article,CHILD
"Klemp G.O., McClelland D.C.",What characterizes intelligent functioning among senior managers?,1986,Practical Intelligence: Nature and Origins of Competence in the Everyday World,,CHILD
"Kutsch E., Hall M.",Intervening conditions on the management of project risk: Dealing with uncertainty in information technology projects,2005,International Journal of Project Management,Article,CHILD
"Kwak Y.H., Stoddard J.",Project risk management: Lessons learned from software development environment,2004,Technovation,Article,CHILD
"Lyytinen K., Mathiassen L., Ropponen J.",A Framework for software risk management,1996,Journal of Information Technology,Article,CHILD
"Lyytinen K., Mathiassen L., Ropponen J.",Attention Shaping and Software Risk -A Categorical Analysis of Four Classical Risk Management Approaches,1998,Information Systems Research,Article,CHILD
"March James G., Shapira Zur",MANAGERIAL PERSPECTIVES ON RISK AND RISK TAKING.,1987,Management Science,Article,CHILD
McFarlan F.W.,Portfolio approach to information systems,1981,Harvard Business Review,,CHILD
Moynihan T.,An inventory of personal constructs for information systems project risk researchers,1996,Journal of Information Technology,Article,CHILD
Pablo A.L.,Managerial risk interpretations: Does industry make a difference?,1999,Journal of Managerial Psychology,Article,CHILD
"Powell P.L., Klein J.H.",Risk management for information systems development,1996,Journal of Information Technology,Article,CHILD
[No author name available],Project management body of knowledge (PMBoK),1986,Project Management Journal,,CHILD
"Schmidt R., Lyytinen K., Keil M., Cule P.",Identifying software project risks: An international Delphi study,2001,Journal of Management Information Systems,Article,CHILD
Scribner S.,Thinking in action: Some characteristics of practical thought,1986,Practical Intelligence: Nature and Origins of Competence in the Everyday World,,CHILD
Simon H.A.,Rational decision making in business organizations,1979,American Economic Review,Article,CHILD
"Sternberg R.J., Forsythe G.B., Hedlund J., Horvath J., Snook S., Williams W.M., Wagner R.K., Grigorenko E.L.",Practical intelligence in everyday life,2000,Practical Intelligence in Everyday Life,,CHILD
"Sutcliffe K.M., McNamara G.",Controlling Decision-Making Practice in Organizations,2001,Organization Science,Article,CHILD
Wolcott H.F.,"Transforming qualitative data: Description, analysis and interpretation",1994,"Transforming Qualitative Data: Description, Analysis, and Interpretation",,CHILD
Zsambok C.E.,Naturalistic decision making: Where are we now?,1997,Naturalistic Decision Making,,CHILD
Reference Count: 36,,,,,
,,,,,
"Gemino A., Reich B.H., Sauer C.",A temporal model of information technology project performance,2007,Journal of Management Information Systems,Article,PARENT
"Barki H., Rivard S., Talbot J.",Toward an assessment of software development risk,1993,Journal of Management Information Systems,Article,CHILD
"Barki H., Rivard S., Talbot J.",An integrative contingency model of software project risk management,2001,Journal of Management Information Systems,Article,CHILD
"Bassellier G., Reich B.H., Benbasat I.",Information technology competence of business managers: A definition and research model,2001,Journal of Management Information Systems,Article,CHILD
"Bollen K., Lennox R.",Conventional Wisdom on Measurement: A Structural Equation Perspective,1991,Psychological Bulletin,Article,CHILD
Chin W.W.,Issues and opinion on structural equation modeling,1998,MIS Quarterly: Management Information Systems,Review,CHILD
Chin W.W.,The partial least squares approach to structural equation modeling,1998,Modern Methods for Business Research,,CHILD
"Diamantopoulos A., Winklhofer H.M.",Index construction with formative indicators: An alternative to scale development,2001,Journal of Marketing Research,Article,CHILD
"Ewusi-Mensah K., Przasnyski Z.H.",On information systems project abandonment: An exploratory study of organizational practices,1991,MIS Quarterly: Management Information Systems,Article,CHILD
"Faraj S., Sproull L.",Coordinating expertise in software development teams,2000,Management Science,Article,CHILD
