Authors,Title,Year,Source title,Link,Document Type,Source
"Am Worren N., Moore K., Elliott R.","When theories become tools: Toward a framework for pragmatic validity",2002,"Human Relations","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036798050&doi=10.1177%2f0018726702055010082&partnerID=40&md5=bf774f095ba0d68a9aea6ad7380c01b0",Article,Scopus
"Renn O.","Concepts of risk: An interdisciplinary review - Part 1: Disciplinary risk concepts",2008,"GAIA","https://www.scopus.com/inward/record.uri?eid=2-s2.0-41249102630&doi=10.14512%2fgaia.17.1.13&partnerID=40&md5=7a5b68ab7e07747b98d6a9af3ea4b09c",Review,Scopus
"Tesch D., Kloppenborg T.J., Frolick M.N.","It project risk factors: The project management professionals perspective",2007,"Journal of Computer Information Systems","https://www.scopus.com/inward/record.uri?eid=2-s2.0-34547903603&partnerID=40&md5=dd04baae66e214ad41ab9b6e99a1a7bf",Article,Scopus
"Bown N.J., Read D., Summers B.","The Lure of Choice",2003,"Journal of Behavioral Decision Making","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0142040729&doi=10.1002%2fbdm.447&partnerID=40&md5=fdc75aad146f48399c13b7c5ee5004ff",Article,Scopus
"Larson Erik W., Gobeli David H.","Significance of project management structure on development success",1992,"IEEE Transactions on Engineering Management","https://www.scopus.com/inward/record.uri?eid=2-s2.0-34250893931&partnerID=40&md5=61d122419ac526b485fcc637ed28f55e",Article,Scopus
"Mayo D.G., Hollander R.D.",[No title available],1991,"Acceptable Evidence: Science and Values in Risk Management",,,Scopus
"Gorgone J.T., Davis G.B., Valacich J.S., Topi H., Feinstein D.L., Longenecker Jr. H.E.","IS 2002: Model curriculum and guidelines for undergraduate degree programs in information systems",2003,"Data Base for Advances in Information Systems","https://www.scopus.com/inward/record.uri?eid=2-s2.0-1242286324&partnerID=40&md5=6264d1187169d5a1fc0b503417e868e2",Review,Scopus
"Royer P.S.","Risk management: The undiscovered dimension of project management",2000,"Project Management Journal",,,Scopus
"Sawyer S.","Packaged software: Implications of the differences from custom approaches to software development",2000,"European Journal of Information Systems","https://www.scopus.com/inward/record.uri?eid=2-s2.0-23044520697&doi=10.1057%2fpalgrave.ejis.3000345&partnerID=40&md5=2ece71598f97bce2438fffecb6462474",Article,Scopus
"Ralston B., Wilson I.","The Scenario-planning Handbook: A Practitioner's Guide to Developing and Using Scenarios to Direct Strategy in Today's Uncertain Times",2006,"Scenario Planning Handbook: Developing Strategies in Uncertain Times",,,Scopus
"Crawford L.H., Hobbs J.B., Turner J.R.","Project Categorization Systems: Aligning Capability with Strategy for Better Results",2005,"Project Categorization Systems",,,Scopus
"Marakas G.M., Elam J.J.","Semantic Structuring in Analyst Acquisition and Representation of Facts in Requirements Analysis",1998,"Information Systems Research","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0032385074&doi=10.1287%2fisre.9.1.37&partnerID=40&md5=d4df97186d0a6522897d843148228ce3",Article,Scopus
"Deephouse C., Mukhopadhyay T., Goldenson D.R., Kellner M.I.","Software processes and project performance",1996,"Journal of Management Information Systems","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0001695876&doi=10.1080%2f07421222.1995.11518097&partnerID=40&md5=3ecc72816cb3b2ea5071c6aa7acef6f8",Article,Scopus
"Shrader-Frechette K.S.",[No title available],1985,"Risk Analysis and Scientific Method",,,Scopus
"Zmud R.W., Cox J.F.","The implementation process: A change approach",1979,"MIS Quarterly",,,Scopus
"Addison T., Vallabh S.","Controlling software project risks: An empirical study of methods used by experienced project managers",2002,"Proceedings of SAICSIT",,,Scopus
"Jones M.C., Harrison A.W.","IS project team performance: An empirical assessment",1996,"Information and Management","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0002561617&doi=10.1016%2fS0378-7206%2896%2901068-3&partnerID=40&md5=521347b9de4e97e6fef9bc87261a6a39",Article,Scopus
"Willcocks L., Margetts H.","Risk assessment and information systems",1994,"European Journal of Information Systems",,,Scopus
"Belcher L.W., Watson H.J.","Assessing the value of Conoco's EIS",1993,"MIS Quarterly: Management Information Systems","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0000961306&doi=10.2307%2f249770&partnerID=40&md5=68261749afb3cecce0f0e8c298097570",Article,Scopus
"DeMarco T., Lister T.","Peopleware",1987,"Peopleware",,,Scopus
"Otway H., Thomas K.","Reflections on Risk Perception and Policy",1982,"Risk Analysis","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0020142803&doi=10.1111%2fj.1539-6924.1982.tb01368.x&partnerID=40&md5=f243e3bb3a009172392339a915df1812",Article,Scopus
"Wagner E.L., Newell S.","Repairing ERP: Producing social order to create a working information system",2006,"Journal of Applied Behavioral Science","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33744528013&doi=10.1177%2f0021886305284290&partnerID=40&md5=b1e1358dd8ec8817edce4bc200805b4e",Article,Scopus
"Chapman R.J.","The effectiveness of working group risk identification and assessment techniques",1998,"International Journal of Project Management","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0032346794&doi=10.1016%2fS0263-7863%2898%2900015-5&partnerID=40&md5=db6a95bc81133c0ca5443ed533cb5e07",Article,Scopus
"Baskerville R.L., Stage J.","Controlling prototype development through risk analysis",1996,"MIS Quarterly: Management Information Systems","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0000111181&doi=10.2307%2f249565&partnerID=40&md5=64d1dc5322bccb37a0b5e3434726c8c9",Article,Scopus
"Kangari R., Riggs L.S.","Construction Risk Assessment by Linguistics",1989,"IEEE Transactions on Engineering Management","https://www.scopus.com/inward/record.uri?eid=2-s2.0-34250807025&doi=10.1109%2f17.18829&partnerID=40&md5=a348618261219886d69d48146504f5d7",Article,Scopus
"MacCrimmon K.R., Wehrung D.A.",[No title available],1986,"Taking Risks",,,Scopus
"Longstaff T.A., Chittister C., Pethia R., Haimes Y.Y.","Are we forgetting the risks of information technology?",2000,"Computer","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0034501202&doi=10.1109%2f2.889092&partnerID=40&md5=a581bac0dec33276aca882303a509875",Article,Scopus
"Slovic P.","Convergent validation of risk taking measures",1962,"Journal of Abnormal and Social Psychology","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0002837567&doi=10.1037%2fh0048048&partnerID=40&md5=9c149ef3913b07139216b5ed89a635e4",Article,Scopus
"Alter S., Sherer S.","A general, but readily adaptable model of information system risk",2004,"Communications of the AIS",,,Scopus
"Elaine L.A.","How to survive ERP",1997,"Datamation","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33845227225&partnerID=40&md5=589cc0ce874939b5d5ffd583092b7046",Article,Scopus
"Cooke S., Slack N.","Making Management Decisions",1991,"Making Management Decisions",,,Scopus
"Jenkins A.M., Naumann J.D., Wetherbe J.C.","Empirical investigation of systems development practices and results",1984,"Information and Management","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0021411777&doi=10.1016%2f0378-7206%2884%2990012-0&partnerID=40&md5=8e85d230bb69dbde6c28aa3e69a29773",Article,Scopus
"Couger J.D.","Curriculum Recommendations for Undergraduate Programs in Information Systems",1973,"Communications of the ACM","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84976665105&doi=10.1145%2f362552.362554&partnerID=40&md5=8267e67a778d9263a09324c7eab77774",Article,Scopus
"Cho S., Mathiassen L., Nilsson A.","Contextual dynamics during health information systems implementation: An event-based actor-network approach",2008,"European Journal of Information Systems","https://www.scopus.com/inward/record.uri?eid=2-s2.0-58149177489&doi=10.1057%2fejis.2008.49&partnerID=40&md5=3553907fe89abd0b39653b54d0f4a574",Article,Scopus
"Keil M., Rai A., Mann J.E.C., Zhang G.P.","Why software projects escalate: The importance of project management constructs",2003,"IEEE Transactions on Engineering Management","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0242270696&doi=10.1109%2fTEM.2003.817312&partnerID=40&md5=5894f89dc73a40e6f56b95ac9e631652",Article,Scopus
"Willcocks L., Feeny D., Islei G.",[No title available],1997,"Managing IT as a Strategic Resource",,,Scopus
"Davis G.B., Gorgone J.T., Couger J.D., Feinstein D.L., Longenecker Jr. H.E.","IS'97: Model curriculum and guidelines for undergraduate degree programs in information systems",1997,"IS '97 Model Curriculum and Guidelines for Undergraduate Degree Programs in Information Systems",,,Scopus
"White M.P., Pahl S., Buehner M., Haye A.","Trust in risky messages: The role of prior attitudes",2003,"Risk Analysis","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0041663916&doi=10.1111%2f1539-6924.00350&partnerID=40&md5=93421011a138aad2db9930b775dc1531",Article,Scopus
"Oz E.",[No title available],2002,"Management Information Systems",,,Scopus
"Mitchell V.W., Boustani P.","A preliminary investigation into pre- and post-purchase risk perception and reduction",1994,"European Journal of Marketing",,,Scopus
"Davis G.B., Lee A.S., Nickles K.R., Chatterjee S., Hartung R., Wu Y.","Diagnosis of an information system failure. A framework and interpretive process",1992,"Information and Management","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0040938847&doi=10.1016%2f0378-7206%2892%2990059-O&partnerID=40&md5=8d9a0c49f428a14daad567cc0e8bbe40",Article,Scopus
"Garrity J.T.","Top management and computer profits",1963,"Harvard Business Review",,,Scopus
"Straub D., Ang S.","Rigor and relevance in IS research: Redefining the debate and a call for future research",2011,"MIS Quarterly: Management Information Systems","https://www.scopus.com/inward/record.uri?eid=2-s2.0-80052098308&doi=10.2307%2f23043485&partnerID=40&md5=2eb45f12c5a764bc353b10043cd37e55",Review,Scopus
"Li Y., Liao X.","Decision support for risk analysis on dynamic alliance",2007,"Decision Support Systems","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33845695878&doi=10.1016%2fj.dss.2004.11.008&partnerID=40&md5=780741b6d5ee2467a90fd5dbcb7022d7",Article,Scopus
"Houston D.X., Mackulak G.T., Collofello J.S.","Stochastic simulation of risk factor potential effects for software development risk management",2001,"Journal of Systems and Software","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0034754411&doi=10.1016%2fS0164-1212%2801%2900066-8&partnerID=40&md5=5901af0b601f8e52f00c61ed1a8c44d2",Article,Scopus
"Scott J.E.","The FoxMeyer drugs' bankruptcy: Was it a failure of ERP?",1999,"Proceedings of the Fifth Americas Conference on Information Systems",,,Scopus
"Marshall C., Prusak L., Shpilberg D.","Financial Risk and the Need for Superior Knowledge Management",1996,"California Management Review","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0030528046&doi=10.2307%2f41165844&partnerID=40&md5=72b650aa91a7213f618cce5a332a31c5",Article,Scopus
"Yetton P., Bottger P.","The relationships among group size, member ability, social decision schemes, and performance",1983,"Organizational Behavior and Human Performance","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0000892470&doi=10.1016%2f0030-5073%2883%2990144-7&partnerID=40&md5=996d94d1337de30e2b9aea102664d567",Article,Scopus
"Chapman C., Ward S.","Why risk efficiency is a key aspect of best practice projects",2004,"International Journal of Project Management","https://www.scopus.com/inward/record.uri?eid=2-s2.0-5444222841&doi=10.1016%2fj.ijproman.2004.05.001&partnerID=40&md5=d1ef447c34941b3eab655686b6aa0fc3",Article,Scopus
"DeMarco T., Lister T.",[No title available],2003,"Waltzing with Bears: Managing Risk on Software Projects",,,Scopus
"Crawford J.K.",[No title available],2002,"Project Management Maturity Model",,,Scopus
"Pritchard C.L.",[No title available],2001,"Risk Management: Concepts and Guidance",,,Scopus
"Agresti W.W.","New Paradigms for Software Development",1986,"New Paradigms for Software Development",,,Scopus
"Hansson S.O.","Risk: Objective or subjective, facts or values",2010,"Journal of Risk Research","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77049083149&doi=10.1080%2f13669870903126226&partnerID=40&md5=d354ad272da0123433c7cb697c574a34",Article,Scopus
"Mähring M., Keil M.","Information technology project escalation: A process model",2008,"Decision Sciences","https://www.scopus.com/inward/record.uri?eid=2-s2.0-43649108347&doi=10.1111%2fj.1540-5915.2008.00191.x&partnerID=40&md5=9200275f26dd9e40786582b66c442a9d",Article,Scopus
"Basili V.R., Musa J.D.","The future engineering of software: A management perspective",1991,"Computer",,,Scopus
"Hansson S.O.","Dimensions of Risk",1989,"Risk Analysis","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0024506240&doi=10.1111%2fj.1539-6924.1989.tb01225.x&partnerID=40&md5=cdb4f659aec6660cec16109e9d0580b7",Article,Scopus
"Keil M., Depledge G., Rai A.","Escalation: The role of problem recognition and cognitive bias",2007,"Decision Sciences","https://www.scopus.com/inward/record.uri?eid=2-s2.0-34548288524&doi=10.1111%2fj.1540-5915.2007.00164.x&partnerID=40&md5=cb0a1fcb5c368e4f19d076166763259d",Article,Scopus
"Abdel-Hamid T.K., Madnick S.E.","The elusive silver lining: How we fail to learn from software development failures",1990,"Sloan Management Review",,,Scopus
"Miller C.C., Glick W.H., Wang Y.D., Huber G.P.","Understanding technology-structure relationships: Theory development and meta-analytic theory testing",1991,"Academy of Management Journal",,,Scopus
"De Brabander Bert, Edstrom Anders","SUCCESSFUL INFORMATION SYSTEM DEVELOPMENT PROJECTS.",1977,"Management Science","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0017547759&doi=10.1287%2fmnsc.24.2.191&partnerID=40&md5=90681be616661b15cd0893f373b9b8b5",Article,Scopus
"Kerzner H.","In search of excellence in project management",1987,"Journal of Systems Management",,,Scopus
"Hollnagel E.","Resilience: The challenge of the unstable",2006,"Resilience Engineering: Concepts and Precepts",,,Scopus
"Bartlett J.",[No title available],2004,"Project Risk Analysis and Management Guide",,,Scopus
"Stefanou C.","Supply chain management (SCM) and organizational key factors for successful implementation of enterprise resource planning (ERP) systems",1999,"Proceedings of the Americas Conference on Information Systems",,,Scopus
"Klein W.M., Kunda Z.","Exaggerated self-assessments and the preference for controllable risks",1994,"Organizational Behavior and Human Decision Processes","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0000215035&doi=10.1006%2fobhd.1994.1067&partnerID=40&md5=e027e56b9518553d5055e2c7ce95315f",Article,Scopus
"Ritchie B., Marshall D.","Business Risk Management",1993,"Business Risk Management",,,Scopus
"Leitheiser R.L., Wetherbe J.C.","Service support levels: An organized approach to end-user computing",1986,"MIS Quarterly: Management Information Systems","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0040404453&doi=10.2307%2f249187&partnerID=40&md5=880da7e37f7d547cd2c5bdf4b3ba0abc",Article,Scopus
"Mills F.",[No title available],1955,"Statistical Methods",,,Scopus
"Addison T.","E-commerce project development risks: Evidence from a Delphi survey",2003,"International Journal of Information Management","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0037291222&doi=10.1016%2fS0268-4012%2802%2900066-X&partnerID=40&md5=787a699aab5133e530d369fac8a420e6",Article,Scopus
"Elkington P., Smallman C.","Managing project risks: A case study from the utilities sector",2002,"International Journal of Project Management","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036132320&doi=10.1016%2fS0263-7863%2800%2900034-X&partnerID=40&md5=a63580bc16ab94c1e1bce613383864c2",Article,Scopus
"Frosdick S.","The techniques of risk analysis are insufficient in themselves",1997,"Disaster Prevention and Management: An International Journal","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0346481810&doi=10.1108%2f09653569710172937&partnerID=40&md5=3736e97d6ce38135c3da937f0c03890d",Article,Scopus
"Ropponen J., Lyytinen K.","Can software risk management improve system development: An exploratory study",1997,"European Journal of Information Systems","https://www.scopus.com/inward/record.uri?eid=2-s2.0-21744458498&doi=10.1057%2fpalgrave.ejis.3000253&partnerID=40&md5=ad73d1a1d50d244cf1ad438394e69096",Article,Scopus
"Carmel E., Becker S.","A Process Model for Packaged Software Development",1995,"IEEE Transactions on Engineering Management","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0029256069&doi=10.1109%2f17.366403&partnerID=40&md5=e152c14af712b80d34068fc56daa3896",Article,Scopus
"Osborn R.N., Jackson D.H.","Leaders, riverboat gamblers, or purposeful unintended consequences in the management of complex, dangerous technologies",1988,"Academy of Management Journal",,,Scopus
"Boar B.H.",[No title available],1984,"Application Prototyping: A Requirements Definition Strategy for the 80s",,,Scopus
"Crick B.",[No title available],1962,"Defence of Politics",,,Scopus
"Cleden D.","Managing Project Uncertainty",2009,"Managing Project Uncertainty",,,Scopus
"Subramanian G.H., Jiang J.J., Klein G.","Software quality and IS project performance improvements from software development process maturity and IS implementation strategies",2007,"Journal of Systems and Software","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33847420414&doi=10.1016%2fj.jss.2006.06.014&partnerID=40&md5=bf792d96098078f8dfaca1115e272d17",Article,Scopus
"Van Rekom J., Van Riel C.B.M., Wierenga B.","A methodology for assessing organizational core values",2006,"Journal of Management Studies","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33645141377&doi=10.1111%2fj.1467-6486.2006.00587.x&partnerID=40&md5=65b2fe24b47085949a17db7ed8957803",Article,Scopus
"Keil M., Montealegre R.","Cutting your losses: Extricating your organization when a big project goes awry",2000,"Sloan Management Review",,,Scopus
"Van De Ven A.H.","A framework for organization assessment",1976,"Academy of Management Review",,,Scopus
"Blum F.","Action research - A scientific approach?",1955,"Philosophy of Science",,,Scopus
"Shehu Z., Akintoye A.","Major challenges to the successful implementation and practice of programme management in the construction environment: A critical analysis",2010,"International Journal of Project Management","https://www.scopus.com/inward/record.uri?eid=2-s2.0-70549098193&doi=10.1016%2fj.ijproman.2009.02.004&partnerID=40&md5=7f59a20a219bf7f6c2aa69c68cb29fa9",Article,Scopus
"Moynihan T.","How experienced project managers assess risk",1997,"IEEE Software","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0031141365&doi=10.1109%2f52.589229&partnerID=40&md5=267a3eacbbad9b416e986c59d76de2f8",Review,Scopus
"Jiang J.J., Klein G., Balloun J.","Ranking of system implementation success factors",1996,"Project Management Journal",,,Scopus
"Dey P.K., Kinch J., Ogunlana S.O.","Managing risk in software development projects: A case study",2007,"Industrial Management and Data Systems","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33947110929&doi=10.1108%2f02635570710723859&partnerID=40&md5=9055036bc4b2dbf9e95e4b7a91486136",Article,Scopus
"Jiang J.J., Klein G., Discenza R.","Information system success as impacted by risks and development strategies",2001,"IEEE Transactions on Engineering Management","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0035246037&doi=10.1109%2f17.913165&partnerID=40&md5=58fde24ba87b6cbeb1fb6c78b1b87972",Article,Scopus
"Ben-David I., Raz T.","An integrated approach for risk response development in project planning",2001,"Journal of the Operational Research Society","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0034818337&doi=10.1057%2fpalgrave.jors.2601029&partnerID=40&md5=4090b0998f26036ff15777d50c63c057",Article,Scopus
"Rai A., Al-Hindi H.","The effects of development process modeling and task uncertainty on development quality performance",2000,"Information and Management","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0034275875&doi=10.1016%2fS0378-7206%2800%2900047-1&partnerID=40&md5=ef36d09b48aa290de71026fca760f9c8",Article,Scopus
"Galliers R.D., Baets W.R.J.","Information technology and organizational transformation: The holy grail of IT?",1998,"Information Technology and Organizational Transformation",,,Scopus
"Sironopolis N.",[No title available],1994,"Small Business Management: A Guide to Entrepreneurship",,,Scopus
"Machlis G.E., Rosa E.A.","Desired Risk: Broadening the Social Amplification of Risk Framework",1990,"Risk Analysis","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0025321374&doi=10.1111%2fj.1539-6924.1990.tb01030.x&partnerID=40&md5=a5ee4592446efe5cabb0b446c5519135",Article,Scopus
"Boehm B.W.","Tutorial: Software Risk Management",1989,"Tutorial: Software Risk Management",,,Scopus
"Hedberg B., Jonsson S.","Strategy formulation as a discontinuous process",1977,"International Studies of Management and Organization",,,Scopus
"Cox D.F., Good R.E.","How to build a marketing information system",1967,"Harvard Business Review",,,Scopus
"Huang S.-J., Han W.-M.","Exploring the relationship between software project duration and risk exposure: A cluster analysis",2008,"Information and Management","https://www.scopus.com/inward/record.uri?eid=2-s2.0-41749098358&doi=10.1016%2fj.im.2008.02.001&partnerID=40&md5=860735c7bb0d9a5b43b6dda3285470f9",Article,Scopus
"Wrong D.H.",[No title available],1979,"Power: Its forms, bases and uses",,,Scopus
"Boehm B.W., Mcclean R.K., Urfrig D.E.","Some Experience with Automated Aids to the Design of Large-Scale Reliable Software",1975,"IEEE Transactions on Software Engineering","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0016486209&doi=10.1109%2fTSE.1975.6312826&partnerID=40&md5=a8dbc7265beb0a14c0e68a8b5302e7d7",Article,Scopus
"Anderson J.R., Jeffries R.","Novice LISP Errors: Undetected Losses of Information from Working Memory",1985,"Human-Computer Interaction","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84948491027&doi=10.1207%2fs15327051hci0102_2&partnerID=40&md5=f83cc616ffee12891c32b0dd9393ebff",Article,Scopus
"Na K.-S., Simpson J.T., Li X., Singh T., Kim K.-Y.","Software development risk and project performance measurement: Evidence in Korea",2007,"Journal of Systems and Software","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33847413188&doi=10.1016%2fj.jss.2006.06.018&partnerID=40&md5=166bc1614e2d3c53bc231e0c5e3219fd",Article,Scopus
"Sauer C., Cuthbertson C.","The State of IT Project Management in the UK",2003,"The State of IT Project Management in the UK 2002-2003",,,Scopus
"Johnson J.",[No title available],2006,"My Life is Failure",,,Scopus
"Kutsch E., Hall M.","Intervening conditions on the management of project risk: Dealing with uncertainty in information technology projects",2005,"International Journal of Project Management","https://www.scopus.com/inward/record.uri?eid=2-s2.0-27944460283&doi=10.1016%2fj.ijproman.2005.06.009&partnerID=40&md5=90be33582ca098d90e3aefc7cb22e458",Article,Scopus
"Sutcliffe K.M., McNamara G.","Controlling Decision-Making Practice in Organizations",2001,"Organization Science","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0035620124&doi=10.1287%2forsc.12.4.484.10634&partnerID=40&md5=374e34eb2ee8588bf7c30ca9db5def24",Article,Scopus
"Moynihan T.","An inventory of personal constructs for information systems project risk researchers",1996,"Journal of Information Technology","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0030361295&doi=10.1057%2fjit.1996.9&partnerID=40&md5=e9441ea4b0bb040a03a2e7f5fd1d99f0",Article,Scopus
"Brynjolfsson E., Mendelson H.","Information systems and the organization of modern enterprise",1993,"Journal of Organizational Computing",,,Scopus
"Shafer R.J.",[No title available],1974,"A Guide to Historical Method",,,Scopus
"Metzger P.W.",[No title available],1973,"Managing a Programming Project",,,Scopus
"Jugdev K., Mathur G., Fung T.S.","Project management assets and their relationship with the project management capability of the firm",2007,"International Journal of Project Management","https://www.scopus.com/inward/record.uri?eid=2-s2.0-34447631225&doi=10.1016%2fj.ijproman.2007.01.009&partnerID=40&md5=d2cfa0df4023c7a93c930b25f922f35b",Article,Scopus
"Raykov T., Marcoulides G.A.","On desirability of parsimony in structural equation model selection",1999,"Structural Equation Modeling","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0001694492&doi=10.1080%2f10705519909540135&partnerID=40&md5=ac7775d2413ce431cbaaaa480741e8fb",Article,Scopus
"Ewusi-Mensah K., Przasnyski Z.H.","Factors contributing to the abandonment of information systems development projects",1994,"Journal of Information Technology","https://www.scopus.com/inward/record.uri?eid=2-s2.0-71549142027&doi=10.1057%2fjit.1994.19&partnerID=40&md5=2909c6cfa94368ba2248ee4934c71b53",Article,Scopus
"Ansell J., Wharton F.",[No title available],1992,"Risk: Analysis, Assessment and Management",,,Scopus
"Bryman A., Bresnen M., Beardsworth A.D., Ford J., Keil E.T.","The concept of the temporary system: The case of the construction project",1987,"Research in the Sociology of Organizations",,,Scopus
"Klemp G.O., McClelland D.C.","What characterizes intelligent functioning among senior managers?",1986,"Practical Intelligence: Nature and Origins of Competence in the Everyday World",,,Scopus
"Mumford E.",[No title available],1983,"Designing Human Systems",,,Scopus
"Tversky A., Kahneman D.","Belief in the law of small numbers",1982,"Judgment under Uncertainty: Heuristics and Biases",,,Scopus
"Yourdon E.",[No title available],1982,"Managing the System Life Cycle",,,Scopus
"Zhang H.","A redefinition of the project risk process: Using vulnerability to open up the event-consequence link",2007,"International Journal of Project Management","https://www.scopus.com/inward/record.uri?eid=2-s2.0-34548568922&doi=10.1016%2fj.ijproman.2007.02.004&partnerID=40&md5=073f7c15acc2ea706ab2f8e506b43b1a",Article,Scopus
"Gable G.","Large package software: A neglected technology?",1998,"Journal of Global Information Management",,,Scopus
"Mulvey J.M., Rosenbaum D.P., Shetty B.","Strategic financial risk management and operations research",1997,"European Journal of Operational Research","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0031076374&doi=10.1016%2fS0377-2217%2896%2900222-6&partnerID=40&md5=8dff18506042f848c2743c12644bc0bd",Review,Scopus
"Willcocks L.",[No title available],1996,"Investing in Information Systems: Evaluation and Management",,,Scopus
"Neumann S.",[No title available],1994,"Strategic Information Systems: Competition Through Information Technologies",,,Scopus
"Nicholas J.M.",[No title available],1990,"Managing Business and Engineering Projects: Concepts and Implementation",,,Scopus
"Etzioni A.","Humble decision making.",1989,"Harvard Business Review","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0024707541&partnerID=40&md5=2693b4b69b2759e8864b34c3bfa02c6f",Article,Scopus
"Jemison D.B.","Risk and the relationship among strategy, organizational processes, and performance",1987,"Management Science",,,Scopus
"Burns R.N., Dennis A.R.","Selecting the appropriate application development methodology",1985,"ACM SIGMIS Database","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84976748356&doi=10.1145%2f1040694.1040696&partnerID=40&md5=13f71f729f3c004476776346104902c0",Article,Scopus
"Oz E., Sosik J.J.","Why information systems projects are abandoned: A leadership and communication theory and exploratory study",2000,"Journal of Computer Information Systems","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0034368314&partnerID=40&md5=e14ac5e30b74e0bc931d165d085d0969",Article,Scopus
"Sauer C., Yetton P.W.",[No title available],1997,"Steps to the Future: Fresh Thinking on the Management of IT-based Organisational Transformation",,,Scopus
"Currim I.S., Sarin R.K.","Prospect versus utility",1989,"Management Science",,,Scopus
"Crockford N.","An Introduction to Risk Management",1986,"An Introduction to Risk Management",,,Scopus
"Yetton P., Sharma R., Southon G.","Successful IS innovation: The contingent contributions of innovation characteristics and implementation process",1999,"Journal of Information Technology","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0033245470&doi=10.1080%2f026839699344746&partnerID=40&md5=c6c3ef064439f3e0ebe92618f761371b",Article,Scopus
"Jasanoff S.","Acceptable evidence in a pluralistic society",1991,"Acceptable Evidence: Science and Values in Risk Management",,,Scopus
"Harnett D.L., Cummings L.L.","Bargaining behavior: An international study",1980,"Bargaining Behavior: An International Study",,,Scopus
"Hopkins A.","The problem of defining high reliability organisations",2009,"Learning from High Reliability Organisations",,,Scopus
"Procaccino J.D., Verner J.M.","Software project managers and project success: An exploratory study",2006,"Journal of Systems and Software","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33748369668&doi=10.1016%2fj.jss.2006.01.010&partnerID=40&md5=0da175c2755651cb0f0d798cb460f029",Article,Scopus
"Bollen K.A.","Modeling strategies: In search of the Holy Grail",2000,"Structural Equation Modeling","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0001998766&doi=10.1207%2fS15328007SEM0701_03&partnerID=40&md5=5d891d147b6da10af39e4b3ef6ecceb5",Article,Scopus
"Zheng S., Yen D.C., Tarn J.M.","The new spectrum of the cross-enterprise solution: The integration of supply chain management and enterprise resources planning systems",2000,"Journal of Computer Information Systems","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0034364079&partnerID=40&md5=28edca3a965ef3f03e2366946881f47a",Article,Scopus
