Authors,Title,Year,Source title,Link,Document Type,Source
"Herath T., Rao H.R.","Encouraging information security behaviors in organizations: Role of penalties, pressures and perceived effectiveness",2009,"Decision Support Systems","https://www.scopus.com/inward/record.uri?eid=2-s2.0-67349144062&doi=10.1016%2fj.dss.2009.02.005&partnerID=40&md5=1e21120db97acf85510a72f3026cd070",Article,Scopus
"Ellen P.S., Wiener J.L., Cobb-Walgren C.","The role of perceived consumer effectiveness in motivating environmentally conscious behaviors",1991,"Journal of Public Policy & Marketing",,,Scopus
"Krueger N., Jr., Dickson P.R.","How Believing in Ourselves Increases Risk Taking: Perceived Self‐Efficacy and Opportunity Recognition",1994,"Decision Sciences","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84990586591&doi=10.1111%2fj.1540-5915.1994.tb01849.x&partnerID=40&md5=c8b37a28f6b6708fb2862be083aee6f1",Article,Scopus
"AGNEW R., WHITE H.R.","AN EMPIRICAL TEST OF GENERAL STRAIN THEORY",1992,"Criminology","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84984334513&doi=10.1111%2fj.1745-9125.1992.tb01113.x&partnerID=40&md5=11a2ae516008cbb082bfb9a4fa8c0d57",Article,Scopus
"Brancheau J.C., Janz B.D., Wetherbe J.C.","Key issues in information systems management: 1994-95 SIM delphi results",1996,"MIS Quarterly: Management Information Systems","https://www.scopus.com/inward/record.uri?eid=2-s2.0-9744281201&doi=10.2307%2f249479&partnerID=40&md5=b4e1a562f321f6eb0395c91b74be2905",Article,Scopus
"Armitage C.J., Conner M.","Social cognition models and health behaviour: A structured review",2000,"Psychology and Health","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0013062469&doi=10.1080%2f08870440008400299&partnerID=40&md5=3f357b151661fe402973b908b04dd215",Review,Scopus
"Braithwaite J.","Restorative justice: Assessing optimistic and pessimistic accounts",1999,"Crime and Justice: A Review of Research",,,Scopus
"Tenbrunsel A.E., Messick D.M.","Sanctioning systems, decision frames, and cooperation",1999,"Administrative Science Quarterly","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0033235167&doi=10.2307%2f2667052&partnerID=40&md5=9b568b1c9bad75c6f5ea383bc84da4a7",Article,Scopus
"Paternoster R., Simpson S.","Sanction threats and appeals to morality: Testing a rational choice model of corporate crime",1996,"Law and Society Review","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0030521693&doi=10.2307%2f3054128&partnerID=40&md5=8d972f8a26cf6c06498777220d613742",Article,Scopus
"Stanton J.M., Stam K.R., Mastrangelo P., Jolton J.","Analysis of end user security behaviors",2005,"Computers and Security","https://www.scopus.com/inward/record.uri?eid=2-s2.0-17844366573&doi=10.1016%2fj.cose.2004.07.001&partnerID=40&md5=6daf0282a6a43ba95b6ebb06ecd862ee",Article,Scopus
"DeLone W.H.","Determinants of success for computer usage in small business",1988,"MIS Quarterly: Management Information Systems","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0002681615&doi=10.2307%2f248803&partnerID=40&md5=a58888f00afedc4b2ecccbdda6f10b0b",Article,Scopus
"Rest J.R., Narvaez D.",[No title available],1994,"Moral Development in the Professions: Psychology and Applied Ethics",,,Scopus
"Maruna S., Copes H.","What have we learned from five decades of neutralization research?",2005,"Crime and Justice","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33645465637&doi=10.1086%2f655355&partnerID=40&md5=248a9a4244b6f64cbba422e4d640a83c",Review,Scopus
"Tittle C.R.",[No title available],1980,"Sanctions and Social Deviance: The Question of Deterrence",,,Scopus
"Paternoster R.","The deterrent effect of the perceived certainty and severity of punishment: A review of the evidence and issues",1987,"Justice Quarterly","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0000802230&doi=10.1080%2f07418828700089271&partnerID=40&md5=58d004182025e6bc076d69724400df37",Article,Scopus
"Thompson R.L., Higgins C.A., Howell J.M.","Influence of experience on personal computer utilization: Testing a conceptual model",1994,"Journal of Management Information Systems","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0001466354&doi=10.1080%2f07421222.1994.11518035&partnerID=40&md5=7370b149742c74faccb200ce98f2b65b",Article,Scopus
"Siponen M.T.","Conceptual foundation for organizational information security awareness",2000,"Information Management and Computer Security","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0033683516&doi=10.1108%2f09685220010371394&partnerID=40&md5=564f6d61a00018d1c43da00591ea02bf",Article,Scopus
"Dhillon G., Backhouse J.","Current directions in IS security research: Towards socio-organizational perspectives",2001,"Information Systems Journal",,,Scopus
"Lim V.K.G.","The IT way of loafing on the job: Cyberloafing, neutralizing and organizational justice",2002,"Journal of Organizational Behavior","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0142123338&doi=10.1002%2fjob.161&partnerID=40&md5=30fd96fdaa9178d895ede3f310303fc6",Article,Scopus
"Thong J.Y.L., Yap C.-S., Raman K.S.","Top Management Support, External Expertise and Information Systems Implementation in Small Businesses",1996,"Information Systems Research","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0030488640&doi=10.1287%2fisre.7.2.248&partnerID=40&md5=593d2f6a7345022d666b1d72b071bda3",Article,Scopus
"Bandura A., Adams N.E., Hardy A.B., Howells G.N.","Tests of the generality of self-efficacy theory",1980,"Cognitive Therapy and Research","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0018853041&doi=10.1007%2fBF01173354&partnerID=40&md5=e3171f4f947b65fab98c49e98ee4f14a",Article,Scopus
"Ein-Dor P., Segev E.","Organizational context and the success of management information systems",1978,"Management Science",,,Scopus
"Kohn A.","Why incentive plans cannot work",1993,"Harvard Business Review",,,Scopus
"Tangney J.P.","Shame and guilt in interpersonal relationships",1995,"Self-conscious Emotions: The Psychology of Shame, Guilt, Embarrassment, and Pride",,,Scopus
"Fornell C.",[No title available],1982,"A Second Generation of Multivariate Analysis",,,Scopus
"Piquero A., Tibbetts S.","Specifying the direct and indirect effects of low self- control and situational factors in offenders’ decision makingi toward a more complete model of rational offending",1996,"Justice Quarterly","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0000392842&doi=10.1080%2f07418829600093061&partnerID=40&md5=a0ddb135ff11e2fabd23acca63e584f5",Article,Scopus
"Marcoulides G.A., Saunders C.","PLS: A silver bullet?",2006,"MIS Quarterly: Management Information Systems","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33845445515&doi=10.2307%2f25148727&partnerID=40&md5=1295b510dede025688767d4698b5b274",Review,Scopus
"Terry D.J., O'Leary J.E.","The theory of planned behaviour: The effects of perceived behavioural control and self‐efficacy",1995,"British Journal of Social Psychology","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84977288233&doi=10.1111%2fj.2044-8309.1995.tb01058.x&partnerID=40&md5=d1de6f5ad874e248440d346b854bf3d2",Article,Scopus
"Conner K.R., Rumelt R.P.","Software piracy: An analysis of protection strategies",1991,"Management Science",,,Scopus
"Ringle C.M., Wende S., Will A.",[No title available],2005,"Smart PLS 2.0",,,Scopus
"Nagin D.S., Pogarsky G.","Integrating celerity, impulsivity, and extralegal sanction threats into a model of general deterrence: Theory and evidence",2001,"Criminology","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0012801298&doi=10.1111%2fj.1745-9125.2001.tb00943.x&partnerID=40&md5=63340e1f3d7e1f1525b9154224d9232e",Article,Scopus
"Ehrlich I.","Crime, Punishment, and the Market for Offenses",1996,"Journal of Economic Perspectives","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0001985405&doi=10.1257%2fjep.10.1.43&partnerID=40&md5=2a4fd4c88216babfb2db1ae13e64a261",Article,Scopus
"Rossi P.H., Nock S.L.",[No title available],1982,"Measuring Social Judgments: The Factorial Survey Approach",,,Scopus
"Peace A.G., Galletta D.F., Thong J.Y.L.","Software piracy in the workplace: A model and empirical test",2003,"Journal of Management Information Systems","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0041426663&doi=10.1080%2f07421222.2003.11045759&partnerID=40&md5=0b726001fcc7b2908300219254a16514",Article,Scopus
"Kankanhalli A., Teo H.-H, Tan B.C.Y., Wei K.-K","An integrative study of information systems security effectiveness",2003,"International Journal of Information Management","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0037400028&doi=10.1016%2fS0268-4012%2802%2900105-6&partnerID=40&md5=22b4bc8093798fddb205045fa6f9b993",Article,Scopus
"Riemenschneider C.K., Harrison D.A., Mykytyn Jr. P.P.","Understanding it adoption decisions in small business: Integrating current theories",2003,"Information and Management","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0037373508&doi=10.1016%2fS0378-7206%2802%2900010-1&partnerID=40&md5=d6479a2ed209bcc0ae7586b34a49e917",Article,Scopus
"Oliver P.","Rewards and punishments as selective incentives for collective action: Theoretical investigations",1980,"American Journal of Sociology",,,Scopus
"Vazsonyi A.T., Pickering L.E., Junger M., Hessing D.","An empirical test of a general theory of crime: A four-nation comparative study of self-control and the prediction of deviance",2001,"Journal of Research in Crime and Delinquency","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0035717119&doi=10.1177%2f0022427801038002001&partnerID=40&md5=f41e17989c4b5e582430f520a7d81115",Article,Scopus
"Pahnila S., Siponen M., Mahmood A.","Employees' behavior towards IS security policy compliance",2007,"Proceedings of the Annual Hawaii International Conference on System Sciences","https://www.scopus.com/inward/record.uri?eid=2-s2.0-39749168050&doi=10.1109%2fHICSS.2007.206&partnerID=40&md5=bc5b9a9f00882b4a64365ddb0493254d",Conference Paper,Scopus
"Pechmann C., Zhao G., Goldberg M.E., Reibling E.T.","What to convey in antismoking advertisements for adolescents: The use of protection motivation theory to identify effective message themes",2003,"Journal of Marketing","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0037396112&doi=10.1509%2fjmkg.67.2.1.18607&partnerID=40&md5=e828e0651a4e0aea5a37dcf0f16aab81",Review,Scopus
"Sutinen J.G., Kuperan K.","A socio-economic theory of regulatory compliance",1999,"International Journal of Social Economics","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0005176244&doi=10.1108%2f03068299910229569&partnerID=40&md5=d54d16c1adfabda4b6cf3b2a5661b1dd",Article,Scopus
"Paternoster R., Mazerolle P.","General Strain Theory and Delinquency: A Replication and Extension",1994,"Journal of Research in Crime and Delinquency","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0027931269&doi=10.1177%2f0022427894031003001&partnerID=40&md5=f6cd1861bf8369e561e8b68340ac4db7",Article,Scopus
"Parker D.B.",[No title available],1998,"Fighting Computer Crime: A New Framework for Protecting Information",,,Scopus
"Brekke K.A., Kverndokk S., Nyborg K.","An economic model of moral motivation",2003,"Journal of Public Economics","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0141761212&doi=10.1016%2fS0047-2727%2801%2900222-5&partnerID=40&md5=d257df19ff58edf6208cc11049da31bf",Article,Scopus
"Williams K.R., Hawkins R.","Perceptual research on general deterrence: A critical review",1986,"Law and Society Review",,,Scopus
"Matsueda R.L.","Testing control theory and differential association: A causal modeling approach",1982,"American Sociological Review",,,Scopus
"Sheeran P., Orbell S.","Augmenting the theory of planned behavior: Roles for anticipated regret and descriptive norms",1999,"Journal of Applied Social Psychology","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0033201389&doi=10.1111%2fj.1559-1816.1999.tb02298.x&partnerID=40&md5=a8fff018b303ada531b73e16ecfa9fdb",Article,Scopus
"Li D., Browne G.J., Wetherbe J.C.","Why do internet users stick with a specific web site? A relationship perspective",2006,"International Journal of Electronic Commerce","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33746883863&doi=10.2753%2fJEC1086-4415100404&partnerID=40&md5=6ee3390cf53b9e94b9658d148bb4344b",Review,Scopus
"Vroom C., Von Solms R.","Towards information security behavioural compliance",2004,"Computers and Security","https://www.scopus.com/inward/record.uri?eid=2-s2.0-2342475711&doi=10.1016%2fj.cose.2004.01.012&partnerID=40&md5=faf4e88d9877693196d8b3324ce1e002",Article,Scopus
"Tanner J.F., Hunt J.B., Eppright D.R.","The protection motivation model: A normative model of fear appeals",1991,"Journal of Marketing",,,Scopus
"Loch K.D., Carr H.H., Warkentin M.E.","Threats to information systems: Today's reality, yesterday's understanding",1992,"MIS Quarterly: Management Information Systems","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0000133760&doi=10.2307%2f249574&partnerID=40&md5=c5021ce0afea10a3d423a0ce1e4c12c4",Article,Scopus
"Von Hirsch A., Bottoms A.E., Burney E., Wikstrom P.O.","Criminal Deterrence and Sentence Severity: An Analysis of Recent Research",1999,"Criminal Deterrence and Sentence Severity: An Analysis of Recent Research",,,Scopus
"Harrington S.J.","The effect of codes of ethics and personal denial of responsibility on computer abuse judgments and intentions",1996,"MIS Quarterly: Management Information Systems","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0000917858&doi=10.2307%2f249656&partnerID=40&md5=83f5ed046cbb04704b4ef89e24b29d93",Article,Scopus
"Dhillon G., Backhouse J.","Information system security management in the new millennium",2000,"Communications of the ACM","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0002698747&doi=10.1145%2f341852.341877&partnerID=40&md5=e156db714d80d43d9646b35c250185fe",Article,Scopus
"Loch K.D., Straub D.W., Kamel S.","Diffusing the Internet in the Arab world: The role of social norms and technological culturation",2003,"IEEE Transactions on Engineering Management","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0037322632&doi=10.1109%2fTEM.2002.808257&partnerID=40&md5=133589ffb351dc4cad0791b95bdf13aa",Article,Scopus
"Stone E.",[No title available],1978,"Research Methods in Organizational Behavior",,,Scopus
"Klockars C.B.",[No title available],1974,"The Professional Fence",,,Scopus
"Wiesenfeld B.M., Raghuram S., Garud R.","Communication Patterns as Determinants of Organizational Identification in a Virtual Organization",1999,"Organization Science","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0033266882&doi=10.1287%2forsc.10.6.777&partnerID=40&md5=391dfdf6cb128052fd9e85f908dab1ba",Article,Scopus
"Straub D., Karahanna E.","Knowledge Worker Communications and Recipient Availability: Toward a Task Closure Explanation of Media Choice",1998,"Organization Science","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0032386942&doi=10.1287%2forsc.9.2.160&partnerID=40&md5=b5a295d5319b69abf222ac77016fff58",Article,Scopus
"Patnayakuni R., Rai A., Seth N.","Relational antecedents of information flow integration for supply chain coordination",2006,"Journal of Management Information Systems","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33845791644&doi=10.2753%2fMIS0742-1222230101&partnerID=40&md5=72ed91de742f361f2f67f7f568a694fe",Article,Scopus
"Krohn M.D., Massey J.L.","Social Control and Delinquent Behavior: An Examination of the Elements of the Social Bond",1980,"Sociological Quarterly","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84984053688&doi=10.1111%2fj.1533-8525.1980.tb00634.x&partnerID=40&md5=4eb34fd96ac5d75dc53af2036654e325",Article,Scopus
"Saleth R.M., Dinar A.","The institutional economics of water: A cross-country analysis of institutions and performance",2004,"The Institutional Economics of Water: A Cross-Country Analysis of Institutions and Performance","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84896146910&doi=10.4337%2f9781845421496&partnerID=40&md5=6545955f5e97935f5fc0df3c366371ea",Book,Scopus
"Minor W.W.","Techniques of Neutralization: A Reconceptualization and Empirical Examination",1981,"Journal of Research in Crime and Delinquency","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0019495519&doi=10.1177%2f002242788101800206&partnerID=40&md5=f195c330f20cd5d5ffa3f77b70c22391",Article,Scopus
"Bachman R., Paternoster R., Ward S.","The rationality of sexual offending: Testing a deterrence/rational choice conception of sexual assault",1992,"Law and Society Review",,,Scopus
"Dhillon G., Torkzadeh G.","Value-focused assessment of information system security in organizations",2006,"Information Systems Journal","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33744830087&doi=10.1111%2fj.1365-2575.2006.00219.x&partnerID=40&md5=cabcd84e48f7c4ec8d8b6f6bcc7369be",Article,Scopus
"Straub D.W., Nance W.D.","Discovering and disciplining computer abuse in organizations: A field study",1990,"MIS Quarterly",,,Scopus
"Albrechtsen E.","A qualitative study of users' view on information security",2007,"Computers and Security","https://www.scopus.com/inward/record.uri?eid=2-s2.0-34249871944&doi=10.1016%2fj.cose.2006.11.004&partnerID=40&md5=eb2ebf5690ecc1c9cd1eec263b667def",Article,Scopus
"Akers R.L.","Rational choice, deterrence, and social learning theory in criminology: The path not taken",1990,"Journal of Criminal Law and Criminology",,,Scopus
"Mowday R.T.","Reflections on the study and relevance of organizational commitment",1998,"Human Resource Management Review",,,Scopus
"Jasso G.","Factorial survey methods for studying beliefs and judgments",2006,"Sociological Methods and Research","https://www.scopus.com/inward/record.uri?eid=2-s2.0-31944451470&doi=10.1177%2f0049124105283121&partnerID=40&md5=3151c11f64cca0e4246b9e6880e07b25",Article,Scopus
"Al-Rafee S., Cronan T.P.","Digital piracy: Factors that influence attitude toward behavior",2006,"Journal of Business Ethics","https://www.scopus.com/inward/record.uri?eid=2-s2.0-30344460323&doi=10.1007%2fs10551-005-1902-9&partnerID=40&md5=8e0a34072c4d8e8f39cf388ff671956f",Article,Scopus
"Whitman M.E.","Enemy at the gate: Threats to information security",2003,"Communications of the ACM","https://www.scopus.com/inward/record.uri?eid=2-s2.0-4243198165&doi=10.1145%2f859670.859675&partnerID=40&md5=2779f86f0fd625871756bb8f845065d6",Review,Scopus
"Choudhury V., Karahanna E.","The relative advantage of electronic channels: A multidimensional view",2008,"MIS Quarterly: Management Information Systems","https://www.scopus.com/inward/record.uri?eid=2-s2.0-40749127579&doi=10.2307%2f25148833&partnerID=40&md5=bcbf9990e6e5a500714cea8873f9a9cb",Article,Scopus
"Moores T.T., Chang J.C.-J.","Ethical decision making in software piracy: Initial development and test of a four-component model",2006,"MIS Quarterly: Management Information Systems","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33845728874&doi=10.2307%2f25148722&partnerID=40&md5=1745dd638d9243e5d040482651c8b220",Article,Scopus
"Gopal R.D., Sanders G.L.","Preventive and deterrent controls for software piracy",1997,"Journal of Management Information Systems","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0031288375&doi=10.1080%2f07421222.1997.11518141&partnerID=40&md5=0ddeca8a19f3f93a33f07672a6c42780",Article,Scopus
"Bagozzi R.P.","An examination of the validity of two models of attitude",1981,"Multivariate Behavioral Research","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84948894637&doi=10.1207%2fs15327906mbr1603_4&partnerID=40&md5=eac1aed355b4cd82729dd5c194f34171",Article,Scopus
"Banerjee D., Cronan T.P., Jones T.W.","Modeling IT ethics: A study in situational ethics",1998,"MIS Quarterly: Management Information Systems","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0002520483&doi=10.2307%2f249677&partnerID=40&md5=e39174c75e340fedc5397ece51e6cb08",Article,Scopus
"Cochran J.K., Wood P.B., Sellers C.S., Wilkerson W., Chamlin M.B.","Academic dishonesty and low self‐control: An empirical test of a general theory of crime",1998,"Deviant Behavior","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0346939218&doi=10.1080%2f01639625.1998.9968087&partnerID=40&md5=4b35c9e7ae2d812129939f53f9e3f103",Article,Scopus
"Skinner W.F., Fream A.M.","A social learning theory analysis of computer crime among college students",1997,"Journal of Research in Crime and Delinquency","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0030668250&doi=10.1177%2f0022427897034004005&partnerID=40&md5=2cd59a8fd35272440466a336c9d6642e",Article,Scopus
"Premkumar G., King W.R.","Organizational characteristics and information systems planning: An empirical study",1994,"Information Systems Research","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0002904380&doi=10.1287%2fisre.5.2.75&partnerID=40&md5=d4b976d43571620c657453a0dafd3929",Article,Scopus
"Cook P.J.","Research in criminal deterrence: Laying the groundwork for the second decade",1980,"Crime and Justice: An Annual Review of Research",,,Scopus
"Wright B.R.E., Caspi A., Moffitt T.E., Paternoster R.","Does the perceived risk of punishment deter criminally prone individuals? Rational choice, self-control, and crime",2004,"Journal of Research in Crime and Delinquency","https://www.scopus.com/inward/record.uri?eid=2-s2.0-4043110723&doi=10.1177%2f0022427803260263&partnerID=40&md5=1eb475a657c544bf443c651056d5be60",Article,Scopus
"Weber J.","Scenarios in business ethics research: Review, critical assessment, and recommendations",1992,"Business Ethics Quarterly",,,Scopus
"Wong C.-S., Law K.S.","Multidimensional constructs in structural equation analysis: An illustration using the job perception and job satisfaction constructs",1999,"Journal of Management","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0033474625&doi=10.1177%2f014920639902500202&partnerID=40&md5=0f3095eb392a8f2b58c35ea325cb90ea",Article,Scopus
"Wenzel M.","The social side of sanctions: Personal and social norms as moderators of deterrence",2004,"Law and Human Behavior","https://www.scopus.com/inward/record.uri?eid=2-s2.0-4143085400&doi=10.1023%2fB%3aLAHU.0000046433.57588.71&partnerID=40&md5=59bb9cd0addfefb12c7acf373f0f4f03",Article,Scopus
"Chiou J.-S., Huang C.-Y., Lee H.-H.","The antecedents of music piracy attitudes and intentions",2005,"Journal of Business Ethics","https://www.scopus.com/inward/record.uri?eid=2-s2.0-17444428885&doi=10.1007%2fs10551-004-5263-6&partnerID=40&md5=60b612c706bf044179c591aa9a6cb26f",Article,Scopus
"Chan M., Woon I., Kankanhalli A.","Perceptions of information security in the workplace: Linking information security climate to compliant behavior",2005,"Journal of Information Privacy and Security",,,Scopus
"Pogarsky G.","Identifying ""deterrable"" offenders: Implications for research on deterrence",2002,"Justice Quarterly","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0012889664&doi=10.1080%2f07418820200095301&partnerID=40&md5=4f01096f35b7be256140672197c1fc1b",Article,Scopus
"Agnew R.","A Longitudinal Test of Social Control Theory and Delinquency",1991,"Journal of Research in Crime and Delinquency","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0025775038&doi=10.1177%2f0022427891028002002&partnerID=40&md5=a727f0b9c1c40c167ad0b7fc13266dc4",Article,Scopus
"Swinyard W.R., Rinne H., Kau A.K.","The morality of software piracy: A cross-cultural analysis",1990,"Journal of Business Ethics","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0001354192&doi=10.1007%2fBF00383392&partnerID=40&md5=c451772a8437dbcb81a90290740e9177",Article,Scopus
"Cheng H.K., Sims R.R., Teegen H.","To purchase or to pirate software: An empirical study",1997,"Journal of Management Information Systems","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0031288383&doi=10.1080%2f07421222.1997.11518142&partnerID=40&md5=22c45f848b3a8cc8d7c8a23206092f2f",Article,Scopus
"Woon I.M.Y., Tan G.W., Low R.T.","A protection motivation theory approach to home wireless security",2005,"Association for Information Systems - 26th International Conference on Information Systems, ICIS 2005: Forever New Frontiers","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84869780575&partnerID=40&md5=005a94bb0cec1e0016baa3a7216d84cd",Conference Paper,Scopus
"Lee S.M., Lee S.-G., Yoo S.","An integrative model of computer abuse based on social control and general deterrence theories",2004,"Information and Management","https://www.scopus.com/inward/record.uri?eid=2-s2.0-2342489402&doi=10.1016%2fj.im.2003.08.008&partnerID=40&md5=4a02286bcccde6418fd1def4c0821223",Article,Scopus
"Nagin D.S., Pogarsky G.","An experimental investigation of deterrence: Cheating, self-serving bias, and impulsivity",2003,"Criminology","https://www.scopus.com/inward/record.uri?eid=2-s2.0-1642628237&doi=10.1111%2fj.1745-9125.2003.tb00985.x&partnerID=40&md5=77a6911624494acacc21df4bc192bb54",Article,Scopus
"Thomson M.E., Von Solms R.","Information security awareness: Educating your users effectively",1998,"Information Management and Computer Security","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0242517401&doi=10.1108%2f09685229810227649&partnerID=40&md5=212dc45803e09acfe56ae3cc5b8aa3e2",Article,Scopus
"KLEPPER S., NAGIN D.","THE DETERRENT EFFECT OF PERCEIVED CERTAINTY AND SEVERITY OF PUNISHMENT REVISITED",1989,"Criminology","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0024447728&doi=10.1111%2fj.1745-9125.1989.tb01052.x&partnerID=40&md5=9bfad322332838b0cb5e0c5773ac5872",Article,Scopus
"Wenzel M.","An analysis of norm processes in tax compliance",2004,"Journal of Economic Psychology","https://www.scopus.com/inward/record.uri?eid=2-s2.0-1142278838&doi=10.1016%2fS0167-4870%2802%2900168-X&partnerID=40&md5=8d19f70a12789d201dc6703b85c90b32",Article,Scopus
"Piquero A.R., Pogarsky G.","Beyond Stafford and Warr's reconceptualization of deterrence: Personal and vicarious experiences, impulsivity, and offending behavior",2002,"Journal of Research in Crime and Delinquency","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036213426&doi=10.1177%2f002242780203900202&partnerID=40&md5=a620daeb119b779915fdc4114278d8ef",Article,Scopus
"Grube J.W.","Attitudes and normative beliefs as predictors of smoking intentions and behaviours: A test of three models",1986,"British Journal of Social Psychology","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85004878842&doi=10.1111%2fj.2044-8309.1986.tb00707.x&partnerID=40&md5=f833fede25c5243cfd012eed8bbdf5c9",Article,Scopus
"Triandis H.C.","Values, attitudes, and interpersonal behavior",1980,"Nebraska Symposium on Motivation",,,Scopus
"Chau P.Y.K.","Influence of computer attitude and self-efficacy on IT usage behavior",2001,"Journal of End User Computing","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0344527939&doi=10.4018%2fjoeuc.2001010103&partnerID=40&md5=d71e81754e9d05ce6dfe0c7e25c76538",Article,Scopus
"Reich B.H., Benbasat I.","An empirical investigation of factors influencing the success of customer-oriented strategic systems",1990,"Information Systems Research","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0003186053&doi=10.1287%2fisre.1.3.325&partnerID=40&md5=62c8cd73485e89482c9175d28be378bc",Article,Scopus
"Bhattacharjee S., Gopal R.D., Sanders G.L.","Digital music and online sharing: Software piracy 2.0?",2003,"Communications of the ACM","https://www.scopus.com/inward/record.uri?eid=2-s2.0-1342264325&doi=10.1145%2f792704.792707&partnerID=40&md5=5f55ec8126b1f37f4ac6e8afabe030e9",Review,Scopus
"Yap C., Soh C., Raman K.","Information systems success factors in small business",1992,"Omega","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0001761622&doi=10.1016%2f0305-0483%2892%2990005-R&partnerID=40&md5=1e860619b44199a4b8ba0a1f60eec694",Article,Scopus
"Gopal R.D., Sanders G.L., Bhattacharjee S., Agrawal M., Wagner S.C.","A behavioral model of digital music piracy",2004,"Journal of Organizational Computing and Electronic Commerce","https://www.scopus.com/inward/record.uri?eid=2-s2.0-3042571365&doi=10.1207%2fs15327744joce1402_01&partnerID=40&md5=52b60d80c1aff4bccd4152cba5e579a0",Article,Scopus
"Zviran M., Haga W.J.","Password security: An empirical study",1998,"Journal of Management Information Systems","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0033277446&doi=10.1080%2f07421222.1999.11518226&partnerID=40&md5=a9a348340967413ccbdceaf74a6db067",Article,Scopus
"Neuwirth K., Dunwoody S., Griffin R.J.","Protection motivation and risk communication",2000,"Risk Analysis","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0033653826&doi=10.1111%2f0272-4332.205065&partnerID=40&md5=7f1a39b3684fb7a24a545bca87c68066",Article,Scopus
"Randall D.M.","Commitment and the organization: The organization man revisited",1987,"Academy of Management Review",,,Scopus
"Paternoster R.","Decisions to participate in and desist from four types of common delinquency: Deterrence and the rational choice perspective",1989,"Law and Society Review",,,Scopus
"Paternoster R., Piquero A.","Reconceptualizing deterrence: An empirical test of personal and vicarious experiences",1995,"Journal of Research in Crime and Delinquency","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0029102347&doi=10.1177%2f0022427895032003001&partnerID=40&md5=0d727978ef283c6e2155b5d756473c6e",Article,Scopus
