Author,Title,Year,Source Title,Document Type,FAMILY_TYPE
"Baron R.M., Kenny D.A.","The Moderator-Mediator Variable Distinction in Social Psychological Research. Conceptual, Strategic, and Statistical Considerations",1986,Journal of Personality and Social Psychology,Article,CHILD
"Bhattacharjee S., Gopal R.D., Sanders G.L.",Digital music and online sharing: Software piracy 2.0?,2003,Communications of the ACM,Review,CHILD
"CHELLAPPA R.K., SHIVENDU S.",Economic Implications of Variable Technology Standards for Movie Piracy in a Global Context,2003,Journal of Management Information Systems,Review,CHILD
Coldwell R.A.,Did Chuck Babbage Predict Software Piracy?,1998,Communications of the ACM,Review,CHILD
Cronbach L.J.,Coefficient alpha and the internal structure of tests,1951,Psychometrika,Article,CHILD
Ajzen I.,The theory of planned behavior,1991,Organizational Behavior and Human Decision Processes,Article,CHILD
"Gist M.E., Mitchell T.R.",Self-efficacy: A theoretical analysis of its determinants and malleability,1992,Academy of Management Review,,CHILD
"Glass R.S., Wood W.A.",Situational determinants of software piracy: An equity theory perspective,1996,Journal of Business Ethics,Article,CHILD
"Gopal R.D., Sanders G.L.",International Software Piracy: Analysis of Key Issues and Impacts,1998,Information Systems Research,Article,CHILD
"Grasmick H.G., Bryjak G.J.",The deterrent effect of perceived severity of punishment,1980,Social Forces,,CHILD
"Grasmick H.G., Tittle C.R., Bursik R.J., Jr., Arneklev B.J.",Testing the core empirical implications of gottfredson and hirschi's general theory of crime,1993,Journal of Research in Crime and Delinquency,Article,CHILD
"Higgins G.E., Makin D.A.",Does social learning theory condition the effects of low self-control on college students' software piracy?,2004,Journal of Economic Crime Management,,CHILD
"Ki E.-J., Chang B.-H., Khang H.",Exploring influential factors on music piracy across countries,2006,Journal of Communication,Article,CHILD
"Kini R.B., Ramakrishna H.V., Vijayaraman B.S.",An exploratory study of moral intensity regarding software piracy of students in Thailand,2003,Behaviour and Information Technology,Article,CHILD
"Krueger N., Jr., Dickson P.R.",How Believing in Ourselves Increases Risk Taking: Perceived Self‐Efficacy and Opportunity Recognition,1994,Decision Sciences,Article,CHILD
"Kwong K.K., Yau O.H.M., Lee J.S.Y., Sin L.Y.M., Tse A.C.B.",The Effects of Attitudinal and Demographic Factors on Intention to Buy Pirated CDs: The Case of Chinese Consumers,2003,Journal of Business Ethics,Article,CHILD
"LaRose R., Lai Y.-J., Lange R., Love B., Wu Y.",Sharing or piracy? An exploration of downloading behavior,2005,Journal of Computer-Mediated Communication,Article,CHILD
Lau E.K.W.,An empirical study of software piracy,2003,Business Ethics: A European Review,,CHILD
Lewis J.,"""If you can't protect what you own, you don't own anything"": Piracy, privacy, and public relations in 21st century Hollywood",2007,Cinema Journal,Review,CHILD
Liebowitz S.J.,Economists examine file-sharing and music sales,2006,Industrial Organization and the Digital Economy,,CHILD
"Loch K.D., Carr H.H., Warkentin M.E.","Threats to information systems: Today's reality, yesterday's understanding",1992,MIS Quarterly: Management Information Systems,Article,CHILD
Palmer M.,Software piracy losses hit Dollars 40bn,2007,Financial Times,,CHILD
"Peace A.G., Galletta D.F., Thong J.Y.L.",Software piracy in the workplace: A model and empirical test,2003,Journal of Management Information Systems,Article,CHILD
"Pratt T.C., Cullen F.T.",The empirical status of Gottfredson and Hirschi's general theory of crime: A meta-analysis,2000,Criminology,Article,CHILD
Straub Jr. D.W.,Effective IS security: An empirical study,1990,Information Systems Research,Article,CHILD
"Straub D.W., Welke R.J.",Coping with systems risk: Security planning models for management decision making,1998,MIS Quarterly: Management Information Systems,Article,CHILD
"Thong J.Y.L., Yap C.-S.",Testing an ethical decision-making theory: The case of softlifting,1998,Journal of Management Information Systems,Article,CHILD
"Tittle C.R., Ward D.A., Grasmick H.G.","Gender, age, and crime/deviance: A challenge to self-control theory",2003,Journal of Research in Crime and Delinquency,Article,CHILD
"Vazsonyi A.T., Pickering L.E., Junger M., Hessing D.",An empirical test of a general theory of crime: A four-nation comparative study of self-control and the prediction of deviance,2001,Journal of Research in Crime and Delinquency,Article,CHILD
Wang C.C.,Factors that influence the piracy of DVD/VCD motion pictures,2005,Journal of American Academy of Business,,CHILD
Wang S.,"Recontextualizing copyright: Piracy, Hollywood, the state, and globalization",2003,Cinema Journal,Review,CHILD
Witte A.D.,Economic theories,1983,Encyclopedia of Crime and Justice,,CHILD
"Woolley D.J., Eining M.M.",Software piracy among accounting students: A longitudinal comparison of changes and sensitivity,2006,Journal of Information Systems,,CHILD
Reference Count: 36,,,,,
,,,,,
"Herath T., Rao H.R.",Protection motivation and deterrence: A framework for security policy compliance in organisations,2009,European Journal of Information Systems,Article,PARENT
"Ajzen I., Madden T.J.","Prediction of goal-directed behavior: Attitudes, intentions, and perceived behavioral control",1986,Journal of Experimental Social Psychology,Article,CHILD
Akers R.L.,"Rational choice, deterrence, and social learning theory in criminology: The path not taken",1990,Journal of Criminal Law and Criminology,,CHILD
Albrechtsen E.,A qualitative study of users' view on information security,2007,Computers and Security,Article,CHILD
ANDERSON C.,Creating the conscientious cybercitizen: An examination of home computer user attitudes and intentions towards security,2005,Tenth INFORMS Conference on Information Systems and Technology (CIST),,CHILD
"Armitage C.J., Conner M.",Social cognition models and health behaviour: A structured review,2000,Psychology and Health,Review,CHILD
"Axelrod L.J., Newton J.W.",Preventing Nuclear War: Beliefs and Attitudes as Predictors of Disarmist and Deterrentist Behavior,1991,Journal of Applied Social Psychology,Article,CHILD
Bagozzi R.P.,"The self-regulation of attitudes, intentions, and behavior",1992,Social Psychology Quarterly,,CHILD
"Bandura A., Adams N.E., Hardy A.B., Howells G.N.",Tests of the generality of self-efficacy theory,1980,Cognitive Therapy and Research,Article,CHILD
"Barge J.K., Schlueter D.W.",A critical evaluation of organizational commitment and identification,1988,Management Communication Quarterly,Article,CHILD
"Bollen K., Lennox R.",Conventional Wisdom on Measurement: A Structural Equation Perspective,1991,Psychological Bulletin,Article,CHILD
"Cheng H.K., Sims R.R., Teegen H.",To purchase or to pirate software: An empirical study,1997,Journal of Management Information Systems,Article,CHILD
"Cialdini R.B., Kallgren C.A., Reno R.R.",A Focus Theory of Normative Conduct: A Theoretical Refinement and Reevaluation of the Role of Norms in Human Behavior,1991,Advances in Experimental Social Psychology,Article,CHILD
"Compeau D.R., Higgins C.A.",Computer self-efficacy: Development of a measure and initial test,1995,MIS Quarterly: Management Information Systems,Article,CHILD
"Dhillon G., Backhouse J.",Current directions in IS security research: Towards socio-organizational perspectives,2001,Information Systems Journal,,CHILD
"Dhillon G., Torkzadeh G.",Value-focused assessment of information system security in organizations,2006,Information Systems Journal,Article,CHILD
Ehrlich I.,"Crime, Punishment, and the Market for Offenses",1996,Journal of Economic Perspectives,Article,CHILD
"Ellen P.S., Wiener J.L., Cobb-Walgren C.",The role of perceived consumer effectiveness in motivating environmentally conscious behaviors,1991,Journal of Public Policy & Marketing,,CHILD
"Finch J., Furnell S., Dowland P.",Assessing IT security culture: System administrator and end-user perspectives,2003,Proceedings of ISOneWorld 2003 Conference and Convention,,CHILD
"Floyd D.L., Prentice-Dunn S., Rogers R.W.",A meta-analysis of research on protection motivation theory,2000,Journal of Applied Social Psychology,Article,CHILD
"Furnell S.M., Bryant P., Phippen A.D.",Assessing the security perceptions of personal Internet users,2007,Computers and Security,Article,CHILD
"Gefen D., Straub D.",A practical guide to factorial validity using PLS-graph: Tutorial and annotated example,2005,Communications of the Association for Information Systems,,CHILD
Gist M.E.,Self-efficacy: Implications for organizational behavior and human resource management,1987,Academy of Management Review,,CHILD
"Gordon L.A., Loeb M.P., Lucyshyn W., Richardson R.",CSI/FBI computer crime and security survey,2004,CSI/FBI Computer Crime and Security Survey,,CHILD
Grube J.W.,Attitudes and normative beliefs as predictors of smoking intentions and behaviours: A test of three models,1986,British Journal of Social Psychology,Article,CHILD
"Igbaria M., Iivari J.",The effects of self-efficacy on computer usage,1995,Omega,Article,CHILD
"Kankanhalli A., Teo H.-H, Tan B.C.Y., Wei K.-K",An integrative study of information systems security effectiveness,2003,International Journal of Information Management,Article,CHILD
"Karahanna E., Straub D.W., Chervany N.L.",Information technology adoption across time: A cross-sectional comparison of pre-adoption and post-adoption beliefs,1999,MIS Quarterly: Management Information Systems,Article,CHILD
"Knapp K.J., Marshall T.E., Rainer R.K., Ford F.N.",Managerial dimensions in information security: A theoretical model of organizational effectiveness,2005,Managerial dimensions in information security: A theoretical model of organizational effectiveness,,CHILD
"Lee S.M., Lee S.-G., Yoo S.",An integrative model of computer abuse based on social control and general deterrence theories,2004,Information and Management,Article,CHILD
"Loch K.D., Carr H.H., Warkentin M.E.","Threats to information systems: Today's reality, yesterday's understanding",1992,MIS Quarterly: Management Information Systems,Article,CHILD
"Loch K.D., Conger S., Oz E.","Ownership, privacy and monitoring in the workplace: A debate on technology and ethics",1998,Journal of Business Ethics,Review,CHILD
"Loch K.D., Straub D.W., Kamel S.",Diffusing the Internet in the Arab world: The role of social norms and technological culturation,2003,IEEE Transactions on Engineering Management,Article,CHILD
"Ma Q., Pearson J.M.",ISO 17799: Best practices in information security management?,2005,Communications of the Association for Information Systems,,CHILD
"Maddux J.E., Rogers R.W.",Protection motivation and self-efficacy: A revised theory of fear appeals and attitude change,1983,Journal of Experimental Social Psychology,Article,CHILD
"Melamed S., Rabinowitz S., Feiner M., Weisberg E., Ribak J.",Usefulness of the protection motivation theory in explaining hearing protection device use among male industrial workers,1996,Health Psychology,Article,CHILD
"Milne S., Sheeran P., Orbell S.",Prediction and intervention in health-related behavior: A meta-analytic review of protection motivation theory,2000,Journal of Applied Social Psychology,Article,CHILD
"Mishra S., Dhillon G.",Information systems security governance research: A behavioral perspective,2006,"1st Annual Symposium on Information Assurance, Academic Track of 9th Annual NYS Cyber Security Conference",,CHILD
Mowday R.T.,Reflections on the study and relevance of organizational commitment,1998,Human Resource Management Review,,CHILD
"Neuwirth K., Dunwoody S., Griffin R.J.",Protection motivation and risk communication,2000,Risk Analysis,Article,CHILD
"Pahnila S., Siponen M., Mahmood A.",Employees' behavior towards IS security policy compliance,2007,Proceedings of the Annual Hawaii International Conference on System Sciences,Conference Paper,CHILD
"Palardy N., Greening L., Ott J., Holderby A., Atchison J.",Adolescents' Health Attitudes and Adherence to Treatment for Insulin-Dependent Diabetes Mellitus,1998,Journal of Developmental and Behavioral Pediatrics,Article,CHILD
"Peace A.G., Galletta D.F., Thong J.Y.L.",Software piracy in the workplace: A model and empirical test,2003,Journal of Management Information Systems,Article,CHILD
"Petter S., Straub D., Rai A.",Specifying formative constructs in information systems research,2007,MIS Quarterly: Management Information Systems,Article,CHILD
"Post G.V., Kagan A.",Evaluating information security tradeoffs: Restricting access can interfere with user tasks,2007,Computers and Security,Article,CHILD
Randall D.M.,Commitment and the organization: The organization man revisited,1987,Academy of Management Review,,CHILD
"Riemenschneider C.K., Harrison D.A., Mykytyn Jr. P.P.",Understanding it adoption decisions in small business: Integrating current theories,2003,Information and Management,Article,CHILD
Ajzen I.,The theory of planned behavior,1991,Organizational Behavior and Human Decision Processes,Article,CHILD
Rogers R.W.,A protection motivation theory of fear appeals and attitude change,1975,Journal of Psychology,,CHILD
"Saks A.M., Belcourt M.",An investigation of training activities and transfer of training in organizations,2006,Human Resource Management,Article,CHILD
"Sheeran P., Orbell S.",Augmenting the theory of planned behavior: Roles for anticipated regret and descriptive norms,1999,Journal of Applied Social Psychology,Article,CHILD
"Shropshire J., Warkentin M., Johnston A., Schmidt M.",Personality and IT security: An application of the five-factor model,2006,AMCIS 2006 Proceedings,,CHILD
Siponen M.T.,Conceptual foundation for organizational information security awareness,2000,Information Management and Computer Security,Article,CHILD
"Stajkovic A.D., Luthans F.",Self-Efficacy and Work-Related Performance: A Meta-Analysis,1998,Psychological Bulletin,Article,CHILD
Stanley M.A.,Cognitive Processes in Health Enhancement: Investigation of a Combined Protection Motivation and Self-Efficacy Model,1986,Basic and Applied Social Psychology,Article,CHILD
"Stanton J.M., Stam K.R., Mastrangelo P., Jolton J.",Analysis of end user security behaviors,2005,Computers and Security,Article,CHILD
Steffen V.J.,Men's Motivation to Perform the Testicle Self‐Exam: Effects of Prior Knowledge and an Educational Brochure,1990,Journal of Applied Social Psychology,Article,CHILD
Straub D.W.,Validating instruments in MIS research,1989,MIS Quarterly: Management Information Systems,Article,CHILD
Straub Jr. D.W.,Effective IS security: An empirical study,1990,Information Systems Research,Article,CHILD
"Tanner J.F., Hunt J.B., Eppright D.R.",The protection motivation model: A normative model of fear appeals,1991,Journal of Marketing,,CHILD
"Taylor S., Todd P.A.",Understanding information technology usage: A test of competing models,1995,Information Systems Research,Article,CHILD
"Thompson R.L., Higgins C.A., Howell J.M.",Personal computing: Toward a conceptual model of utilization,1991,MIS Quarterly: Management Information Systems,Article,CHILD
"Thomson M.E., Von Solms R.",Information security awareness: Educating your users effectively,1998,Information Management and Computer Security,Article,CHILD
"Torkzadeh R., Pflughoeft K., Hall L.","Computer self-efficacy, training effectiveness and user attitudes: An empirical study",1999,Behaviour and Information Technology,Article,CHILD
"Venkatesh V., Brown S.A.",A longitudinal investigation of personal computers in homes: Adoption determinants and emerging challenges,2001,MIS Quarterly: Management Information Systems,Article,CHILD
"Venkatesh V., Morris M.G., Davis G.B., Davis F.D.",User acceptance of information technology: Toward a unified view,2003,MIS Quarterly: Management Information Systems,Article,CHILD
Von Solms B.,Information security - A multidimensional discipline,2001,Computers and Security,Note,CHILD
"Von Solms R., Von Solms B.",From policies to culture,2004,Computers and Security,Article,CHILD
"Vroom C., Von Solms R.",Towards information security behavioural compliance,2004,Computers and Security,Article,CHILD
Wiener Y.,Commitment in organizations: A normative view,1982,Academy of Management Review,,CHILD
"Williams K.R., Hawkins R.",Perceptual research on general deterrence: A critical review,1986,Law and Society Review,,CHILD
"Witte K., Allen M.",A meta-analysis of fear appeals: Implications for effective public health campaigns,2000,Health Education and Behavior,Article,CHILD
"Woon I.M.Y., Tan G.W., Low R.T.",A protection motivation theory approach to home wireless security,2005,"Association for Information Systems - 26th International Conference on Information Systems, ICIS 2005: Forever New Frontiers",Conference Paper,CHILD
Zhang X.,What do consumers really know about Spyware?,2005,Communications of the ACM,Review,CHILD
Reference Count: 73,,,,,
,,,,,
"D'Arcy J., Hovav A., Galletta D.",User awareness of security countermeasures and its impact on information systems misuse: A deterrence approach,2009,Information Systems Research,Article,PARENT
"Alder G.S., Noel T.W., Ambrose M.L.",Clarifying the effects of Internet monitoring on job attitudes: The mediating role of employee trust,2006,Information and Management,Article,CHILD
"Alm J., McKee M.","Audit certainty, audit productivity, and taxpayer compliance",2006,National Tax Journal,Article,CHILD
"Armstrong J.S., Overton T.S.",Estimating nonresponse bias in mail surveys,1977,Journal of Marketing Research,,CHILD
"Bachman R., Paternoster R., Ward S.",The rationality of sexual offending: Testing a deterrence/rational choice conception of sexual assault,1992,Law and Society Review,,CHILD
"Banerjee D., Cronan T.P., Jones T.W.",Modeling IT ethics: A study in situational ethics,1998,MIS Quarterly: Management Information Systems,Article,CHILD
"Baskerville R., Siponen M.",An information security meta-policy for emergent organizations,2002,Logistics Information Management,,CHILD
Berinato S.,The global state of information security 2005,2005,CIO Magazine,,CHILD
"Carnes G.A., Englebrecht T.D.","An investigation of the effect of detection risk perceptions, penalty sanctions, and income visibility on tax compliance",1995,The Journal of the American Taxation Association,,CHILD
Chin W.W.,The partial least squares approach to structural equation modeling,1998,Modern Methods for Business Research,,CHILD
"Chin W.W., Marcelin B.L., Newsted P.R.",A partial least squares latent variable modeling approach for measuring interaction effects: Results from a Monte Carlo simulation study and an electronic-mail emotion/adoption study,2003,Information Systems Research,Article,CHILD
"Christensen A., Eining M.M.",Instructional case: Software piracy-Who does it impact?,1994,Issues in Accounting Education,,CHILD
Cole C.A.,Deterrence and consumer fraud,1989,Journal of Retailing,,CHILD
"Compeau D.R., Higgins C.A.",Computer self-efficacy: Development of a measure and initial test,1995,MIS Quarterly: Management Information Systems,Article,CHILD
Dhillon G.,Managing and controlling computer misuse,1999,Information Management and Computer Security,Article,CHILD
"Diamantopoulos A., Winklhofer H.M.",Index construction with formative indicators: An alternative to scale development,2001,Journal of Marketing Research,Article,CHILD
"Dubin J.A., Graetz M.J., Wilde L.L.","The effect of audit rates on the federal individual income tax, 1977-1986",1990,National Tax Journal,,CHILD
"Ferguson M., Sheehan M., Davey J., Watson B.",Drink Driving Rehabilitation: The Present Context-A Road Safety Research Report,1999,Centre for Accident Research and Road Safety,,CHILD
Finch J.,The vignette technique in survey research,1987,Sociology,Article,CHILD
"Finch J.H., Furnell S.M., Dowland P.S.",Assessing IT security culture: System administrator and end-user,2003,"Proc. ISOneWorld Conf., Las Vegas, NV",,CHILD
"Fornell C., Larcker D.F.",Evaluating structural equation models with unobservable variables and measurement error,1981,Journal of Marketing Research,,CHILD
"Freeman J., Watson B.",An application of Stafford and Warr's reconceptualisation of deterrence to a group of recidivist drink drivers,2006,Accident Analysis and Prevention,Article,CHILD
"Furnell S.M., Gennatou M., Dowland P.S.",A prototype tool for information security awareness and training,2002,Logistics Information Management,,CHILD
"Furnell S.M., Dowland P.S., Illingworth H.M., Reynolds P.L.",Authentication and supervision: A survey of user attitudes,2000,Computers and Security,Note,CHILD
"Gattiker U.E., Kelley H.",Morality and Computers: Attitudes and Differences in Moral Judgments,1999,Information Systems Research,Article,CHILD
"Gefen D., Straub D.",A practical guide to factorial validity using PLS-graph: Tutorial and annotated example,2005,Communications of the Association for Information Systems,,CHILD
George J.F.,Computer-based monitoring: Common perceptions and empirical results,1996,MIS Quarterly: Management Information Systems,Article,CHILD
"Li D., Browne G.J., Wetherbe J.C.",Why do internet users stick with a specific web site? A relationship perspective,2006,International Journal of Electronic Commerce,Review,CHILD
"Grasmick H.G., Bryjak G.J.",The deterrent effect of perceived severity of punishment,1980,Social Forces,,CHILD
"Grasmick H.G., Green D.E.",Deterrence and the Morally Committed,1981,Sociological Quarterly,Article,CHILD
Hansche S.,Designing a security awareness program: Part 1,2001,Information Systems Security,Article,CHILD
Harrington S.J.,The effect of codes of ethics and personal denial of responsibility on computer abuse judgments and intentions,1996,MIS Quarterly: Management Information Systems,Article,CHILD
"Hoffer J.A., Straub D.W.",The 9 to 5 underground: Are you policing computer crimes?,1989,Sloan Management Review,,CHILD
"Hollinger R.C., Clark J.P.","Deterrence in the workplace: perceived certainty, perceived severity, and employee theft.",1983,Social forces; a scientific medium of social study and interpretation,Article,CHILD
"Jarvis C.B., Mackenzie S.B., Podsakoff P.M., Giliatt N., Mee J.F.",A Critical Review of Construct Indicators and Measurement Model Misspecification in Marketing and Consumer Research,2003,Journal of Consumer Research,Review,CHILD
"Kankanhalli A., Teo H.-H, Tan B.C.Y., Wei K.-K",An integrative study of information systems security effectiveness,2003,International Journal of Information Management,Article,CHILD
Kinsey K.A.,Deterrence and alienation effects of IRS enforcement: An analysis of survey data,1992,Why People Pay Taxes,,CHILD
"KLEPPER S., NAGIN D.",THE DETERRENT EFFECT OF PERCEIVED CERTAINTY AND SEVERITY OF PUNISHMENT REVISITED,1989,Criminology,Article,CHILD
Kohlberg L.,Moral stages and moralization: The cognitive-developmental approach,1976,"Moral Development and Behavior: Theory, Research and Social Issues",,CHILD
"Lee J., Lee Y.",A holistic model of computer abuse within organizations,2002,Information Management & Computer Security,Article,CHILD
"Lee S.M., Lee S.-G., Yoo S.",An integrative model of computer abuse based on social control and general deterrence theories,2004,Information and Management,Article,CHILD
"Leonard L.N.K., Cronan T.P.","Illegal, inappropriate, and unethical behavior in an information technology context: A study to explain influences",2001,Journal of the Association for Information Systems,,CHILD
"Hsu Meng Hsiang, Lin Tung-Ching, Kuo Feng-Yang, Sun Pei-Cheng",Intention model-based study of software piracy,1999,Proceedings of the Hawaii International Conference on System Sciences,Conference Paper,CHILD
"Lindell M.K., Whitney D.J.",Accounting for common method variance in cross-sectional research designs,2001,Journal of Applied Psychology,Article,CHILD
MacCoun R.J.,Drugs and the law: A psychological analysis of drug prohibition,1993,Psychological Bulletin,Article,CHILD
"Magklaras G.B., Furnell S.M.",Insider threat prediction tool: Evaluating the probability of IT misuse,2001,Computers and Security,Note,CHILD
"Malhotra N.K., Kim S.S., Patil A.",Common method variance in IS research: A comparison of alternative approaches and a reanalysis of past research,2006,Management Science,Article,CHILD
Mason R.O.,Four ethical issues of the information age,1986,MIS Quarterly: Management Information Systems,Article,CHILD
"McNees M.P., Egli D.S., Marshall R.S., Schnelle J.F., Risley T.R.",SHOPLIFTING PREVENTION: PROVIDING INFORMATION THROUGH SIGNS,1976,Journal of Applied Behavior Analysis,Article,CHILD
Nienstedt B.C.,Testing deterrence: The effects of a DWI law and publicity campaigns,1985,Unpublished doctoral dissertation,,CHILD
"Panko R.R., Beh H.G.",Monitoring for pornography and sexual harassment,2002,Communications of the ACM,Article,CHILD
Paradice D.B.,Ethical attitudes of entry-level MIS personnel,1990,Information and Management,Article,CHILD
Paternoster R.,The deterrent effect of the perceived certainty and severity of punishment: A review of the evidence and issues,1987,Justice Quarterly,Article,CHILD
"Patnayakuni R., Rai A., Seth N.",Relational antecedents of information flow integration for supply chain coordination,2006,Journal of Management Information Systems,Article,CHILD
"Peace A.G., Galletta D.F., Thong J.Y.L.",Software piracy in the workplace: A model and empirical test,2003,Journal of Management Information Systems,Article,CHILD
"Pechmann C., Zhao G., Goldberg M.E., Reibling E.T.",What to convey in antismoking advertisements for adolescents: The use of protection motivation theory to identify effective message themes,2003,Journal of Marketing,Review,CHILD
Peltier T.R.,Implementing an information security awareness program,2005,Information Systems Security,Article,CHILD
"Podsakoff P.M., MacKenzie S.B., Lee J.-Y., Podsakoff N.P.",Common Method Biases in Behavioral Research: A Critical Review of the Literature and Recommended Remedies,2003,Journal of Applied Psychology,Review,CHILD
Quazi M.M.,Effective drug-free workplace plan uses worker testing as a deterrent.,1993,"Occupational health & safety (Waco, Tex.)",Article,CHILD
"Gordon L.A., Loeb M.P., Lucyshyn W., Richardson R.",CSI/FBI computer crime and security survey,2004,CSI/FBI Computer Crime and Security Survey,,CHILD
Sacco V.F.,Shoplifting prevention: The role of communication-based intervention strategies,1985,Canadian J. Criminology,,CHILD
Silberman M.,Toward a theory of criminal deterrence,1976,American Sociological Review,,CHILD
"Skinner W.F., Fream A.M.",A social learning theory analysis of computer crime among college students,1997,Journal of Research in Crime and Delinquency,Article,CHILD
"Spitzmüller C., Stanton J.M.",Examining employee compliance with organizational surveillance and monitoring,2006,Journal of Occupational and Organizational Psychology,Article,CHILD
Standage T.,The weakest link,2002,Economist,,CHILD
"Stanton J.M., Weiss E.M.",Electronic monitoring in their own words: An exploratory study of employees' experiences with new types of surveillance,2000,Computers in Human Behavior,Article,CHILD
"Stanton J.M., Stam K.R., Mastrangelo P., Jolton J.",Analysis of end user security behaviors,2005,Computers and Security,Article,CHILD
Straub Jr. D.W.,Effective IS security: An empirical study,1990,Information Systems Research,Article,CHILD
"Straub D.W., Nance W.D.",Discovering and disciplining computer abuse in organizations: A field study,1990,MIS Quarterly,,CHILD
"Straub D.W., Welke R.J.",Coping with systems risk: Security planning models for management decision making,1998,MIS Quarterly: Management Information Systems,Article,CHILD
"Strelan P., Boeckmann R.J.",Why drug testing in elite sport does not work: perceptual deterrence theory and the role of personal moral beliefs,2006,Journal of Applied Social Psychology,Article,CHILD
"Theoharidou M., Kokolakis S., Karyda M., Kiountouzis E.",The insider threat to information systems and the effectiveness of ISO17799,2005,Computers and Security,Article,CHILD
[No author name available],"Conference on Trade and Development, Information Economy Report",2005,,,CHILD
"Urbaczewski A., Jessup L.M.",Does electronic monitoring of employee internet usage work?,2002,Communications of the ACM,Article,CHILD
Verespej M.A.,Inappropriate Internet surfing,2000,Indust. Week,,CHILD
"Von Hirsch A., Bottoms A.E., Burney E., Wikstrom P.O.",Criminal Deterrence and Sentence Severity: An Analysis of Recent Research,1999,Criminal Deterrence and Sentence Severity: An Analysis of Recent Research,,CHILD
"Von Solms R., Von Solms B.",From policies to culture,2004,Computers and Security,Article,CHILD
Wenzel M.,The social side of sanctions: Personal and social norms as moderators of deterrence,2004,Law and Human Behavior,Article,CHILD
Whitman M.E.,Enemy at the gate: Threats to information security,2003,Communications of the ACM,Review,CHILD
Whitman M.E.,In defense of the realm: Understanding the threats to information security,2004,International Journal of Information Management,Article,CHILD
"Whitman M.E., Mattord H.",Principles of Information Security,2005,"Course Technology, Boston",,CHILD
"Whitman M.E., Townsend A.M., Aalberts R.J.",Information systems security and the need for policy,2001,Information Security Management: Global Challenges in the New Millennium,,CHILD
"Witte A.D., Woodbury D.F.",The effect of tax laws and tax administration on tax compliance: The case of the U.S. individual income tax,1985,National Tax Journal,,CHILD
"Workman M., Gathegi J.",Punishment and ethics deterrents: A study of insider security contravention,2007,Journal of the American Society for Information Science and Technology,Article,CHILD
"Wybo M.D., Straub D.W., Jr.",Protecting Organizational Information Resources,1989,Information Resources Management Journal (IRMJ),Article,CHILD
Reference Count: 84,,,,,
,,,,,
"Higgins G.E., Wilson A.L., Fell B.D.",An application of deterrence theory to software piracy,2005,Journal of Criminal Justice and Popular Culture,Article,PARENT
"Bachman R., Paternoster R., Ward S.",The rationality of sexual offending: Testing a deterrence/rational choice conception of sexual assault,1992,Law and Society Review,,CHILD
"Blackwell B.S., Grasmick H.G., Cochran J.K.",Racial Differences in Perceived Sanction Threat: Static and Dynamic Hypotheses,1994,Journal of Research in Crime and Delinquency,Article,CHILD
Bouffard J.A.,Methodological and theoretical implications of using subjectgenerated consequences in tests of rational choice theory,2002,Justice Quarterly,Article,CHILD
"Christensen A.L., Eining M.M.",Factors influencing software piracy: Implications for accountants,1991,Journal of Information Systems,,CHILD
"Cochran J.K., Wood P.B., Sellers C.S., Wilkerson W., Chamlin M.B.",Academic dishonesty and low self‐control: An empirical test of a general theory of crime,1998,Deviant Behavior,Article,CHILD
Field A.,Discovering statistics using SPSS for Windows,2000,Discovering Statistics Using SPSS for Windows,,CHILD
"Gopal R.D., Sanders G.L.",Preventive and deterrent controls for software piracy,1997,Journal of Management Information Systems,Article,CHILD
"Grasmick H.G., Blackwell B.S., Bursik R.J.",Changes in the sex patterning of perceived threats of sanctions,1993,Law and Society Review,,CHILD
"Grasmick H.G., Bursik R.J.","Conscience, significant others, and rational choice: Extending the deterrence model",1990,Law and Society Review,,CHILD
"Grasmick H.G., Bursik R.J., Jr., Kinsey K.A.",Shame and embarrassment as deterrents to noncompliance with the law: The Case of an Antilittering Campaign,1991,Environment and Behavior,Article,CHILD
"Grasmick H.G., Tittle C.R., Bursik R.J., Jr., Arneklev B.J.",Testing the core empirical implications of gottfredson and hirschi's general theory of crime,1993,Journal of Research in Crime and Delinquency,Article,CHILD
"Higgins G.E., Makin D.A.",Does social learning theory condition the effects of low self-control on college students' software piracy?,2004,Journal of Economic Crime Management,,CHILD
"Higgins G.E., Makin D.A.","Self-control, deviant peers, and software piracy",2004,Psychological Reports,Article,CHILD
Hinduja S.,Correlates of Internet Software Piracy,2001,Journal of Contemporary Criminal Justice,Article,CHILD
Hinduja S.,Trends and patterns among online software pirates,2003,Ethics and Information Technology,Article,CHILD
Hollinger R.C.,Computer hackers follow a Guttman-like progression,1988,Sociology and Social Research,,CHILD
Husted B.W.,The impact of national culture on software piracy,2000,Journal of Business Ethics,,CHILD
"Im J.H., Koen C.",Software piracy and responsibilities of educational institutions,1990,Information and Management,Article,CHILD
"Koen Jr. C.M., Im J.H.",Software piracy and its legal implications,1997,Information and Management,Article,CHILD
"Klepper S., Nagin D.",Tax compliance and perceptions of the risks of detection and criminal prosecution,1989,Law and Society Review,,CHILD
Nagin D.S.,Deterrence and incapacitation,1998,The Handbook of Crime and Punishment,,CHILD
"NAGIN D.S., PATERNOSTER R.",THE PREVENTIVE EFFECTS OF THE PERCEIVED RISK OF ARREST: TESTING AN EXPANDED CONCEPTION OF DETERRENCE,1991,Criminology,Article,CHILD
