Authors,Title,Year,Source title,Link,Document Type,Source
"Drazin R., Van De Ven A.H.","Alternative forms of fit in contingency theory",1985,"Administrative Science Quarterly",,,Scopus
"Newbert S.L.","Empirical research on the resource-based view of the firm: An assessment and suggestions for future research",2007,"Strategic Management Journal","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33846407218&doi=10.1002%2fsmj.573&partnerID=40&md5=58218a2c946d5b8e6a128e475227805e",Article,Scopus
"Rust R.T., Lemon K.N., Zeithaml V.A.","Return on Marketing: Using Customer Equity to Focus Marketing Strategy",2004,"Journal of Marketing","https://www.scopus.com/inward/record.uri?eid=2-s2.0-1842554865&doi=10.1509%2fjmkg.68.1.109.24030&partnerID=40&md5=e0acabe2c13f593e4e528635c9141999",Article,Scopus
"Eisenhardt K.M., Bourgeois L.J.","Politics of strategic decision making in high-velocity environments: Toward a midrange theory",1988,"Academy of Management Journal",,,Scopus
"Baldwin C.Y., Clark K.B.","Managing in an age of modularity.",1997,"Harvard business review","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0031227526&partnerID=40&md5=48e8c3111e205c1538cb09099d0b871d",Article,Scopus
"Venkatraman N.","Strategic orientation of business enterprises: The construct, dimensionality, and measurement",1989,"Management Science",,,Scopus
"Bain J.S.",[No title available],1968,"Industrial Organization",,,Scopus
"Andriopoulos C., Lewis M.W.","Exploitation-exploration tensions and organizational ambidexterity: Managing paradoxes of innovation",2009,"Organization Science","https://www.scopus.com/inward/record.uri?eid=2-s2.0-70350026388&doi=10.1287%2forsc.1080.0406&partnerID=40&md5=7103939e128e61bda78ddfdbcbf3ceb9",Article,Scopus
"Bernstein R.J.","Beyond objectivism and relativism: Science, Hermeneutics, and Praxis",2011,"Beyond Objectivism and Relativism: Science, Hermeneutics, and Praxis","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84904519672&partnerID=40&md5=9b9d8b67507f42dcd0aa3de10ebab038",Book,Scopus
"Meyer B.D.","Natural and quasi-experiments in economics",1995,"Journal of Business and Economic Statistics","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84874576857&doi=10.1080%2f07350015.1995.10524589&partnerID=40&md5=c0f75396a90aa2eeb22f75b284c9ddaf",Article,Scopus
"Hamel G., Prahalad C.K.","To revitalize corporate performance, we need a whole new model of strategy. Strategic intent.",1989,"Harvard Business Review","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0024671492&partnerID=40&md5=cf8b62dd487b30052c899d475e5a0e2a",Article,Scopus
"Lee H.L.","The triple-A supply chain",2004,"Harvard Business Review","https://www.scopus.com/inward/record.uri?eid=2-s2.0-6044257857&partnerID=40&md5=a9c2f7d590aa96d6d0128abbb80ea80f",Article,Scopus
"Porter M.E.","The five competitive forces that shape strategy",2008,"Harvard Business Review","https://www.scopus.com/inward/record.uri?eid=2-s2.0-38349164474&partnerID=40&md5=dc3dabfed7b5287063ce29156655eb4f",Article,Scopus
"Arthur W.B.",[No title available],2009,"The Nature of Technology: What It Is and How It Evolves",,,Scopus
"Markus M.L., Tanis C.","The enterprise systems experience - From adoption to success",2000,"Framing the Domains of IT Management: Projecting the Future Through the Past",,,Scopus
"Orlikowski W.J., Gash D.C.","Technological Frames: Making Sense of Information Technology in Organizations",1994,"ACM Transactions on Information Systems (TOIS)","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0028409472&doi=10.1145%2f196734.196745&partnerID=40&md5=c32e55adcfb4534cc8b509a0152d12fd",Article,Scopus
"Newman M., Barabási A.L., Watts D.J.","The structure and dynamics of networks",2011,"The Structure and Dynamics of Networks","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84884073625&partnerID=40&md5=0bd35076d9f7241f12c65d5f5fec2f02",Book,Scopus
"Zack M.H.","Managing codified knowledge",1999,"Sloan Management Review",,,Scopus
"Hall R.","A framework linking intangible resources and capabiliites to sustainable competitive advantage",1993,"Strategic Management Journal","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84989103838&doi=10.1002%2fsmj.4250140804&partnerID=40&md5=28ec607797dedfe64d8327b67bc7dcdb",Article,Scopus
"Brynjolfsson Erik","Productivity paradox on information technology",1993,"Communications of the ACM","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0027883457&partnerID=40&md5=5a5deda55bf202703e8c1df5af48415c",Article,Scopus
"Ray G., Barney J.B., Muhanna W.A.","Capabilities, business processes, and competitive advantage: Choosing the dependent variable in empirical tests of the resource-based view",2004,"Strategic Management Journal","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0347528597&doi=10.1002%2fsmj.366&partnerID=40&md5=ff20c608cd71785af603e0f4a11b6a48",Review,Scopus
"Casadesus-Masanell R., Ricart J.E.","From strategy to business models and onto tactics",2010,"Long Range Planning","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77952561844&doi=10.1016%2fj.lrp.2010.01.004&partnerID=40&md5=7d3c92495b0e11ea100eb633490a40fe",Article,Scopus
"Umble E.J., Haft R.R., Umble M.M.","Enterprise resource planning: Implementation procedures and critical success factors",2003,"European Journal of Operational Research","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0037448859&doi=10.1016%2fS0377-2217%2802%2900547-7&partnerID=40&md5=a29dcd41fab50506e5bb2898db43fbfe",Article,Scopus
"Gell-Mann M.",[No title available],1994,"The Quark and the Jaguar: Adventures in the Simple and the Complex",,,Scopus
"Miles R.E., Snow C.C., Meyer A.D., Coleman Jr. H.J.","Organizational strategy, structure, and process.",1978,"Academy of management review. Academy of Management","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0017993912&doi=10.5465%2fAMR.1978.4305755&partnerID=40&md5=a5923cf299b92477793de3351cd24b9c",Article,Scopus
"Fine C.H.",[No title available],1998,"Clockspeed: Winning Industry Control in the Age of Temporary Advantage",,,Scopus
"Dubé L., Paré G.","Rigor in information systems positivist case research: Current practices, trends, and recommendations",2003,"MIS Quarterly: Management Information Systems","https://www.scopus.com/inward/record.uri?eid=2-s2.0-9744258804&doi=10.2307%2f30036550&partnerID=40&md5=73940e42044a1a7904151d638156b26f",Article,Scopus
"Meyer A.D.","Adapting to environmental jolts.",1982,"Administrative science quarterly","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0020433862&doi=10.2307%2f2392528&partnerID=40&md5=445c02172edf94d18b06391c871ec145",Article,Scopus
"Yoo Y., Boland R.J., Lyytinen K., Majchrzak A.","Organizing for innovation in the digitized world",2012,"Organization Science","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84872555968&doi=10.1287%2forsc.1120.0771&partnerID=40&md5=5bba5e093dceab2194f65823ffb9bb28",Article,Scopus
"Wixom B.H., Watson H.J.","An empirical investigation of the factors affecting data warehousing success",2001,"MIS Quarterly: Management Information Systems","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0001822595&doi=10.2307%2f3250957&partnerID=40&md5=5bf9ad075cf6c10839b37a1023e99408",Article,Scopus
"Pavlou P.A., El Sawy O.A.","From IT leveraging competence to competitive advantage in turbulent environments: The case of new product development",2006,"Information Systems Research","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33748537394&doi=10.1287%2fisre.1060.0094&partnerID=40&md5=3dae805ce8956bf352b5b25040533c5c",Article,Scopus
"Eckhardt J.T., Shane S.A.","Opportunities and entrepreneurship",2003,"Journal of Management","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0038354832&doi=10.1016%2fS0149-2063%2802%2900225-8&partnerID=40&md5=4a6e4ac1a6fc5c28274443ee3aa7f977",Article,Scopus
"Igbaria M., Zinatelli N., Cragg P., Cavaye A.L.M.","Personal computing acceptance factors in small firms: A structural equation model",1997,"MIS Quarterly: Management Information Systems","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0001080103&doi=10.2307%2f249498&partnerID=40&md5=21b8505e72321369c44d4e46b560beb5",Article,Scopus
"Lee A.S., Baskerville R.L.","Generalizing Generalizability in Information Systems Research",2003,"Information Systems Research","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0141860786&doi=10.1287%2fisre.14.3.221.16560&partnerID=40&md5=9d7de1f3e808b3b6c163dc0bc42c5c7c",Article,Scopus
"Ross J.W., Weill P., Robertson D.C.",[No title available],2006,"Enterprise architecture as strategy: Creating a foundation for business execution",,,Scopus
"Doty D.H., Glick W.H.","Common methods bias: Does common methods variance really bias results?",1998,"Organizational Research Methods","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0001548448&doi=10.1177%2f109442819814002&partnerID=40&md5=c1c691fa60f68ac5c004270048caf713",Article,Scopus
"Baum C.F., Schaffer M.E., Stillman S.","Instrumental variables and GMM: Estimation and testing",2003,"Stata Journal",,,Scopus
"Whittington R.","Completing the practice turn in strategy research",2006,"Organization Studies","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33646522418&doi=10.1177%2f0170840606064101&partnerID=40&md5=6a50370f50057ac1ca49ebdf280fa06a",Article,Scopus
"Kaptelinin V., Nardi B.A.",[No title available],2006,"Acting with Technology: Activity Theory and Interaction Design",,,Scopus
"Cyert R.M., March J.G.",[No title available],1963,"A Behavioural Theory of the Firm",,,Scopus
"Iansiti M., Levien R.","Strategy as Ecology",2004,"Harvard Business Review","https://www.scopus.com/inward/record.uri?eid=2-s2.0-1642386139&partnerID=40&md5=4affeb5de18f71159a2ddcc291bfa7cd",Review,Scopus
"Jorgensen D.L.","Participant Observation: A Methodology for Human Studies",1989,"Participant Observation: A Methodology for Human Studies",,,Scopus
"Ward J., Griffiths P.",[No title available],1996,"Strategic Planning for Information Systems",,,Scopus
"Reich B.H., Benbasat I.","Factors that influence the social dimension of alignment between business and information technology objectives",2000,"MIS Quarterly: Management Information Systems","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0001940135&doi=10.2307%2f3250980&partnerID=40&md5=0876c5beffc08d7432a3f2f805840396",Article,Scopus
"Kirschner M., Gerhart J.","Evolvability",1998,"Proceedings of the National Academy of Sciences of the United States of America","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0032555135&doi=10.1073%2fpnas.95.15.8420&partnerID=40&md5=e2d409549338456c191aa9bfd9f2cb3d",Article,Scopus
"Sanchez R.","Strategic flexibility in product competition",1995,"Strategic Management Journal","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84989078094&doi=10.1002%2fsmj.4250160921&partnerID=40&md5=6090241b9d1c03c3bbb4399f8daff531",Article,Scopus
"Palepu K.","Diversification strategy, profit performance and the entropy measure",1985,"Strategic Management Journal","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84989095272&doi=10.1002%2fsmj.4250060305&partnerID=40&md5=e845a4540b01e03837d8a3f7e9c29811",Article,Scopus
"Devaraj S., Kohli R.","Performance impacts of information technology: Is actual usage the missing link?",2003,"Management Science","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0037534168&doi=10.1287%2fmnsc.49.3.273.12736&partnerID=40&md5=b34a85e78a90fb7f44cbd09008859ad7",Article,Scopus
"Williamson O.E.","Strategy research: Governance and competence perspectives",1999,"Strategic Management Journal","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0000400312&doi=10.1002%2f%28SICI%291097-0266%28199912%2920%3a12%3c1087%3a%3aAID-SMJ71%3e3.0.CO%3b2-Z&partnerID=40&md5=276a7413c7da82c1d32559191d4f04c4",Article,Scopus
"Baskerville R.","Investigating information systems with action research",1999,"Communications of the Association for Information Systems",,,Scopus
"Axelrod R., Cohen M.D.",[No title available],1999,"Harnessing Complexity: Organizational Implications of a Scientific Frontier",,,Scopus
"Stabell C.B., Fjeldstad Ø.D.","Configuring value for competitive advantage: On chains, shops, and networks",1998,"Strategic Management Journal","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0000378419&doi=10.1002%2f%28sici%291097-0266%28199805%2919%3a5%3c413%3a%3aaid-smj946%3e3.3.co%3b2-3&partnerID=40&md5=eea366b64350cd79d75b97813fbcd58d",Article,Scopus
"Eisenhardt K.M., Zbaracki M.J.","Strategic decision making",1992,"Strategic Management Journal","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84989071153&doi=10.1002%2fsmj.4250130904&partnerID=40&md5=b006ce93a06323b31643521df92e7a38",Article,Scopus
"Arrow K.J., Fisher A.C.","Environmental preservation, uncertainty, and irreversibility",1974,"Quarterly Journal of Economics","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0016153482&doi=10.2307%2f1883074&partnerID=40&md5=bb1f462aabde7f7d783cc18eb76ded11",Article,Scopus
"Podsakoff P.M., Ahearne M., MacKenzie S.B.","Organizational citizenship behavior and the quantity and quality of work group performance",1997,"Journal of Applied Psychology","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0031111088&doi=10.1037%2f0021-9010.82.2.262&partnerID=40&md5=99cdd564ae75a0ea87e0f92245479b55",Article,Scopus
"Mintzberg H., Quinn J.B.",[No title available],1996,"The Strategy Process: Concepts, Contexts, Cases",,,Scopus
"Collis D.J., Montgomery C.A.","Competing on resources: Strategy in the 1990s",1995,"Harvard Business Review",,,Scopus
"Iansiti M., Levien R.",[No title available],2004,"The Keystone Advantage: What the New Dynamics of Business Ecosystems Mean for Strategy, Innovation, and Sustainability",,,Scopus
"Galunic D.C., Rodan S.","Resource recombinations in the firm: knowledge structures and the potential for schumpeterian innovation",1998,"Strategic Management Journal","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0345998731&doi=10.1002%2f%28SICI%291097-0266%281998120%2919%3a12%3c1193%3a%3aAID-SMJ5%3e3.0.CO%3b2-F&partnerID=40&md5=1f9a95484f96c1f9191687b111aaf63e",Article,Scopus
"Lavie D., Rosenkopf L.","Balancing exploration and exploitation in alliance formation",2006,"Academy of Management Journal","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33748997701&doi=10.5465%2fAMJ.2006.22083085&partnerID=40&md5=d7b0b8cf9b6851a0a9736e5043d6daa0",Article,Scopus
"Benner M.J., Tushman M.","Process management and technological innovation: A longitudinal study of the photography and paint industries",2002,"Administrative Science Quarterly","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0037769506&doi=10.2307%2f3094913&partnerID=40&md5=aeb8d16e0b8ba8849a5a1de55fffa3e7",Article,Scopus
"Subramani M.","How do suppliers benefit from information technology use in supply chain relationships?",2004,"MIS Quarterly: Management Information Systems","https://www.scopus.com/inward/record.uri?eid=2-s2.0-9744256247&doi=10.2307%2f25148624&partnerID=40&md5=742246177a9111a72e09eae9c9d4c1c2",Review,Scopus
"Scott S.G., Lane V.R.","A stakeholder approach to organizational identity",2000,"Academy of Management Review","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0033633027&doi=10.5465%2fAMR.2000.2791602&partnerID=40&md5=9184faae164b50c5dd15bfb162e808ca",Article,Scopus
"Amram M., Kulatilaka N.",[No title available],1999,"Real Options: Managing Strategic Investment in an Uncertain World",,,Scopus
"Pettigrew A.M.","CONTEXT AND ACTION IN THE TRANSFORMATION OF THE FIRM",1987,"Journal of Management Studies","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84980310861&doi=10.1111%2fj.1467-6486.1987.tb00467.x&partnerID=40&md5=c78e0616e9fdeb863191269b0e23ce92",Article,Scopus
"Tiwana A., Konsynski B., Bush A.A.","Platform evolution: Coevolution of platform architecture, governance, and environmental dynamics",2010,"Information Systems Research","https://www.scopus.com/inward/record.uri?eid=2-s2.0-78650659690&doi=10.1287%2fisre.1100.0323&partnerID=40&md5=9e124183df95808b219b29bf6841097c",Article,Scopus
"Edwards J.R.","The Study of Congruence in Organizational Behavior Research: Critique and a Proposed Alternative",1994,"Organizational Behavior and Human Decision Processes","https://www.scopus.com/inward/record.uri?eid=2-s2.0-38149144365&doi=10.1006%2fobhd.1994.1029&partnerID=40&md5=9deb30259cec9858f78bc763028950be",Article,Scopus
"Dixit A.","The role of investment in entry deterrence",1980,"Economic Journal",,,Scopus
"Callon M., Muniesa F.","Economic markets as calculative collective devices",2005,"Organization Studies","https://www.scopus.com/inward/record.uri?eid=2-s2.0-26644443019&doi=10.1177%2f0170840605056393&partnerID=40&md5=e5e4a7527872056f6a504c9459c2050d",Article,Scopus
"Keats B.W., Hitt M.A.","A causal model of linkages among environmental dimensions, macro organizational characteristics, and performance",1988,"Academy of Management Journal",,,Scopus
"Burgelman R.A.","Intraorganizational ecology of strategy making and organizational adaptation: Theory and field research",1991,"Organization Science",,,Scopus
"Barua A., Kriebel C.H., Mukhopadhyay T.","Information technologies and business value: An analytic and empirical investigation",1995,"Information Systems Research","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33645050778&doi=10.1287%2fisre.6.1.3&partnerID=40&md5=3a81aaaaf3ff1bf39182be75de000384",Article,Scopus
"Rust R.T., Zeithaml V.A., Lemon K.N.","Driving customer equity: How customer lifetime value is reshaping corporate strategy",2000,"Driving Customer Equity: How Customer Lifetime Value Is Reshaping Corporate Strategy",,,Scopus
"Shafer S.M., Smith H.J., Linder J.C.","The power of business models",2005,"Business Horizons","https://www.scopus.com/inward/record.uri?eid=2-s2.0-17544374823&doi=10.1016%2fj.bushor.2004.10.014&partnerID=40&md5=9cc0b1511c4713816afbf137c10f8bfd",Article,Scopus
"Chan Y.E., Huff S.L., Barclay D.W., Copeland D.G.","Business Strategic Orientation, Information Systems Strategic Orientation, and Strategic Alignment",1997,"Information Systems Research","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0031475669&doi=10.1287%2fisre.8.2.125&partnerID=40&md5=d4d8311e3c7382ba8b08a14f8907025c",Article,Scopus
"Bingi P., Sharma M.K., Godla J.K.","Critical issues affecting an ERP implementation",1999,"Information Systems Management","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0033137396&doi=10.1201%2f1078%2f43197.16.3.19990601%2f31310.2&partnerID=40&md5=535c697f9cb8cee44f4edec9e8a60121",Article,Scopus
"Earl M.J.",[No title available],1989,"Management Strategies for Information Technology",,,Scopus
"Hirshleifer J.","The private and social value of information and the reward to inventive activity",1971,"American Economic Review",,,Scopus
"Devaraj S., Fan M., Kohli R.","Antecedents of B2C channel satisfaction and preference: Validating e-commerce metrics",2002,"Information Systems Research","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036738975&doi=10.1287%2fisre.13.3.316.77&partnerID=40&md5=eada79475118ec240b6b14d56cc202a3",Article,Scopus
"Liebeskind J.P.","Knowledge, strategy, and the theory of the firm",1996,"Strategic Management Journal","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0002083939&doi=10.1002%2fsmj.4250171109&partnerID=40&md5=b7cf9df2625ba2ccf3d9b72e2168830f",Article,Scopus
"Markus M.L., Majchrzak A., Gasser L.","A design theory for systems that support emergent knowledge processes",2002,"MIS Quarterly: Management Information Systems","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0012741362&partnerID=40&md5=ab0177020773a0aa43abab30b5e516dc",Article,Scopus
"Earl M.","Knowledge management strategies: Toward a taxonomy",2001,"Journal of Management Information Systems","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0034899986&doi=10.1080%2f07421222.2001.11045670&partnerID=40&md5=2078d61ea653aa758f2a33fec299afe9",Article,Scopus
"Chwelos P., Benbasat I., Dexter A.S.","Research Report: Empirical Test of an EDI Adoption Model",2001,"Information Systems Research","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0035637810&doi=10.1287%2fisre.12.3.304.9708&partnerID=40&md5=d3389c57a5455f7cdf1f9ea2667fa11d",Article,Scopus
"Williamson O.E.","Strategizing, economizing, and economic organization",1991,"Strategic Management Journal","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84989040635&doi=10.1002%2fsmj.4250121007&partnerID=40&md5=d72a67de29f77a5dec426ea818216108",Article,Scopus
"Page S.E.","The difference: How the power of diversity creates better groups, firms, schools, and societies (new edition)",2008,"The Difference: How the Power of Diversity Creates Better Groups, Firms, Schools, and Societies (New Edition)","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84883932767&partnerID=40&md5=99c4d2a467dc54d8a478b61c1bb10e90",Book,Scopus
"Drucker P.F.",[No title available],1967,"The Effective Executive",,,Scopus
"Sirmon D.G., Hitt M.A., Ireland R.D., Gilbert B.A.","Resource orchestration to create competitive advantage: Breadth, depth, and life cycle effects",2011,"Journal of Management","https://www.scopus.com/inward/record.uri?eid=2-s2.0-78249237012&doi=10.1177%2f0149206310385695&partnerID=40&md5=3e4f0e23a78a130e6153ed18b0705d4c",Review,Scopus
"Gates B.",[No title available],1995,"The Road Ahead",,,Scopus
"McFarlan F.W.","Information technology changes the way you compete",1984,"Harvard Business Review",,,Scopus
"Ross J.W., Beath C.M., Goodhue D.L.","Develop long-term competitiveness through IT assets",1996,"Sloan Management Review",,,Scopus
"Bhatt G.D., Grover V.","Types of information technology capabilities and their role in competitive advantage: An empirical study",2005,"Journal of Management Information Systems","https://www.scopus.com/inward/record.uri?eid=2-s2.0-28844465483&doi=10.1080%2f07421222.2005.11045844&partnerID=40&md5=a4876aeb855666c51ce7882249f3a228",Article,Scopus
"Cao Q., Gedajlovic E., Zhang H.","Unpacking organizational ambidexterity: Dimensions, contingencies, and synergistic effects",2009,"Organization Science","https://www.scopus.com/inward/record.uri?eid=2-s2.0-70350018075&doi=10.1287%2forsc.1090.0426&partnerID=40&md5=a49f8f53f85170b45e297c105c7c1042",Article,Scopus
"Tilson D., Lyytinen K., Sørensen C.","Digital infrastructures: The missing IS research agenda",2010,"Information Systems Research","https://www.scopus.com/inward/record.uri?eid=2-s2.0-78650657326&doi=10.1287%2fisre.1100.0318&partnerID=40&md5=3bddecd06fd3130df99cb945b356ac39",Article,Scopus
"Mingers J.","Combining IS Research Methods: Towards a Pluralist Methodology",2001,"Information Systems Research","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0035599029&doi=10.1287%2fisre.12.3.240.9709&partnerID=40&md5=a9ed96b21bf31ebae41cb0ab498f28a9",Article,Scopus
"Venkatraman N.","IT-enabled business transformation: From automation to business scope redefinition",1994,"Sloan Management Review",,,Scopus
"Bakos J.Y.","A strategic analysis of electronic marketplaces",1991,"MIS Quarterly: Management Information Systems","https://www.scopus.com/inward/record.uri?eid=2-s2.0-53349142499&doi=10.2307%2f249641&partnerID=40&md5=206ed1940fb576bee91a5495dff51f2e",Article,Scopus
"Vera D., Crossan M.","Strategic leadership and organizational learning",2004,"Academy of Management Review","https://www.scopus.com/inward/record.uri?eid=2-s2.0-2142712992&doi=10.5465%2fAMR.2004.12736080&partnerID=40&md5=582306fa32e6c41046a116f4edeb85e8",Review,Scopus
"Henderson J.C., Venkatraman N.","Strategic alignment: leveraging information technology for transforming organizations",1999,"IBM Systems Journal","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0032673581&doi=10.1147%2fSJ.1999.5387096&partnerID=40&md5=8ef088708bf61bc7162b44cfefb4486d",Article,Scopus
"Bharadwaj A.S., Bharadwaj S.G., Konsynski B.R.","Information technology effects on firm performance as measured by Tobin's q",1999,"Management Science","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0032635023&doi=10.1287%2fmnsc.45.7.1008&partnerID=40&md5=a23415118c80427ae4dbf9623d2a690a",Article,Scopus
"Treacy M., Wiersema F.",[No title available],1995,"The Discipline of Market Leaders",,,Scopus
"Ray G., Muhanna W.A., Barney J.B.","Information technology and the performance of the customer service process: A resource-based analysis",2005,"MIS Quarterly: Management Information Systems","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33645166139&doi=10.2307%2f25148703&partnerID=40&md5=abc4def68b659757d5b844ad71e9ecb5",Article,Scopus
"Von Hippel E., Katz R.","Shifting innovation to users via toolkits",2002,"Management Science","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036650418&doi=10.1287%2fmnsc.48.7.821.2817&partnerID=40&md5=0baebcdd6c2226181902218ae5355184",Article,Scopus
"Teece D.J., Rumelt R., Dosi G., Winter S.","Understanding corporate coherence. Theory and evidence",1994,"Journal of Economic Behavior and Organization","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33847567270&doi=10.1016%2f0167-2681%2894%2990094-9&partnerID=40&md5=d4828062d77d14bf62f12812df92d669",Article,Scopus
"Baregheh A., Rowley J., Sambrook S.","Towards a multidisciplinary definition of innovation",2009,"Management Decision","https://www.scopus.com/inward/record.uri?eid=2-s2.0-70350289835&doi=10.1108%2f00251740910984578&partnerID=40&md5=41ce79ea3f6ef1d8b5c6618d0edaaf8d",Article,Scopus
"Sabherwal R., Chan Y.E.","Alignment between Business and IS Strategies: A Study of Prospectors, Analyzers, and Defenders",2001,"Information Systems Research","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0035589929&doi=10.1287%2fisre.12.1.11.9714&partnerID=40&md5=8519a96bbfe9f3bc876bb54a019dbca5",Article,Scopus
"Stata R.","Organizational learning: The key to management innovation",1989,"Sloan Management Review",,,Scopus
"Sambamurthy V., Zmud R.W.","Arrangements for information technology governance: A theory of multiple contingencies",1999,"MIS Quarterly: Management Information Systems","https://www.scopus.com/inward/record.uri?eid=2-s2.0-2942738445&doi=10.2307%2f249754&partnerID=40&md5=70e098ba1f5ef320b938f1690b1bdfa4",Article,Scopus
"Santhanam R., Hartono E.","Issues in linking information technology capability to firm performance",2003,"MIS Quarterly: Management Information Systems","https://www.scopus.com/inward/record.uri?eid=2-s2.0-3142782985&doi=10.2307%2f30036521&partnerID=40&md5=aae6b304f8079b67359e8ad3d526091c",Review,Scopus
"Barney J.B., Ketchen D.J., Wright M.","The future of resource-based theory: Revitalization or decline?",2011,"Journal of Management","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79958853536&doi=10.1177%2f0149206310391805&partnerID=40&md5=c35573eed8b12c982998847ac4887406",Article,Scopus
"Hitt M.A., Keats B.W., DeMarie S.M.","Navigating in the new competitive landscape: Building strategic flexibility and competitive advantage in the 21st century",1998,"Academy of Management Executive","https://www.scopus.com/inward/record.uri?eid=2-s2.0-20944447734&doi=10.5465%2fame.1998.1333922&partnerID=40&md5=56821ba672f34bf979ec728d1680db0b",Article,Scopus
"Wernerfelt B.","The resource‐based view of the firm: Ten years after",1995,"Strategic Management Journal","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84989096000&doi=10.1002%2fsmj.4250160303&partnerID=40&md5=083e6b1e1daea506b44f9b43c1f5713a",Article,Scopus
"Mintzberg H.","The fall and rise of strategic planning",1994,"Harvard Business Review",,,Scopus
"March J.G., Sproull L.S., Tamuz M.","Learning from samples of one or fewer",1991,"Organization Science",,,Scopus
"Scott Morton M.S.",[No title available],1991,"The Corporation of the 1990s: Information Technology and Organizational Transformation",,,Scopus
"Cohen M.D., March J.G.",[No title available],1974,"Leadership and Ambiguity: The American College President",,,Scopus
"Chan Y.E., Reich B.H.","IT alignment: What have we learned?",2007,"Journal of Information Technology","https://www.scopus.com/inward/record.uri?eid=2-s2.0-36549029205&doi=10.1057%2fpalgrave.jit.2000109&partnerID=40&md5=a275a4f5a072d6191365e48fc501a896",Article,Scopus
"Helfat C.E.","Know-how and asset complementarity and dynamic capability accumulation: The case of R&D",1997,"Strategic Management Journal","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0000721385&doi=10.1002%2f%28SICI%291097-0266%28199705%2918%3a5%3c339%3a%3aAID-SMJ883%3e3.0.CO%3b2-7&partnerID=40&md5=f4aafc73dba6cdde59dfa821f0c34f0a",Article,Scopus
"Swanson E.Burton","Information systems innovation among organizations",1994,"Management Science","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0028494782&doi=10.1287%2fmnsc.40.9.1069&partnerID=40&md5=29d6765b059d94c77473213a9e815c52",Article,Scopus
"Nolan R.L.","Managing the crisis in data processing",1979,"Harvard Business Review",,,Scopus
"Neely A., Adams C., Kennerley M.",[No title available],2002,"The Performance Prism: The Scorecard for Measuring and Managing Business Success",,,Scopus
